NISCode;houses_sum_ParcelsNumber;houses_avg_PriceP25;houses_avg_PriceP50;houses_avg_PriceP75;houses_avg_ParcelsAreaP50;houses_average_price_m2;houses_avg_PriceP50_filled;houses_avg_PriceP50_status;houses_avg_PriceP50_distance_m;houses_average_price_m2_filled;houses_average_price_m2_status;houses_average_price_m2_distance_m
92003K022;34;160000;175000;225000;351.75;497.512437810945;175000;observed;;497.512437810945;observed;
92003J20-;25;227500;256000;301000;634;403.785488958991;256000;observed;;403.785488958991;observed;
92003J212;5;275000;280000;295000;902;310.421286031042;280000;observed;;310.421286031042;observed;
92003J291;9;240000;310000;325000;883.75;350.777934936351;310000;observed;;350.777934936351;observed;
92003K001;7;150000;230000;269000;356;646.067415730337;230000;observed;;646.067415730337;observed;
92003K01-;25;179000;210000;255000;749.25;280.28028028028;210000;observed;;280.28028028028;observed;
92003K101;15;145000;151500;239000;239;633.891213389121;151500;observed;;633.891213389121;observed;
92003K11-;19;204743;230000;295000;924;248.917748917749;230000;observed;;248.917748917749;observed;
92006C000;10;205000;282125;290000;370;762.5;282125;observed;;762.5;observed;
92003K200;19;150000;180000;250000;490;367.34693877551;180000;observed;;367.34693877551;observed;
92003K212;10;265000;325000;405000;673.5;482.553823311062;325000;observed;;482.553823311062;observed;
92006A000;18;217500;267500;305000;775;345.161290322581;267500;observed;;345.161290322581;observed;
92006A0AJ;6;267000;270000;340000;925;291.891891891892;270000;observed;;291.891891891892;observed;
92006A19-;8;225000;300000;305000;1231;243.704305442729;300000;observed;;243.704305442729;observed;
92006B00-;6;167800;226800;349000;885.5;256.126482213439;226800;observed;;256.126482213439;observed;
92006B091;5;170000;252500;337500;1495;168.896321070234;252500;observed;;168.896321070234;observed;
92006A290;10;298000;390000;453000;1062.5;367.058823529412;390000;observed;;367.058823529412;observed;
92006C091;6;245000;251000;280000;1036.5;242.161119150989;251000;observed;;242.161119150989;observed;
92006D001;10;315000;325000;385000;1510.5;215.1605428666;325000;observed;;215.1605428666;observed;
92006D012;7;240000;275000;395000;834;329.736211031175;275000;observed;;329.736211031175;observed;
92006E012;8;180000;300000;300000;1161.5;258.286698235041;300000;observed;;258.286698235041;observed;
92006E100;9;245000;264500;285000;1067;247.891283973758;264500;observed;;247.891283973758;observed;
92035A011;6;230000;275000;400000;733.5;374.914792092706;275000;observed;;374.914792092706;observed;
92006E000;15;291000;311250;330000;1125;276.666666666667;311250;observed;;276.666666666667;observed;
92035A00-;19;260000;270000;300000;515;524.271844660194;270000;observed;;524.271844660194;observed;
92035A032;13;235000;410000;420000;804.75;509.474992233613;410000;observed;;509.474992233613;observed;
92035B000;11;230000;250000;320100;1079;231.696014828545;250000;observed;;231.696014828545;observed;
92035D00-;7;330000;380000;445000;1283.5;296.065446045968;380000;observed;;296.065446045968;observed;
92035E001;14;230000;292000;320000;967.25;301.88679245283;292000;observed;;301.88679245283;observed;
92035E012;5;287000;321000;325000;1019;315.014720314033;321000;observed;;315.014720314033;observed;
92035F00-;10;225000;240000;255000;1249.5;192.076830732293;240000;observed;;192.076830732293;observed;
92035F100;7;185000;250000;365000;927.5;269.541778975741;250000;observed;;269.541778975741;observed;
92035G00-;9;165000;236250;403750;719;328.581363004172;236250;observed;;328.581363004172;observed;
92035G01-;5;310000;379000;395000;930;407.52688172043;379000;observed;;407.52688172043;observed;
92035J000;8;185000;333000;385000;1006;331.013916500994;333000;observed;;331.013916500994;observed;
92035K000;9;305000;325000;330000;1114;291.741472172352;325000;observed;;291.741472172352;observed;
92035K100;6;249000;305000;340000;658.5;463.173880030372;305000;observed;;463.173880030372;observed;
92035L001;19;224000;317500;352500;630;503.968253968254;317500;observed;;503.968253968254;observed;
92035L022;25;242500;272500;321000;703.5;387.348969438522;272500;observed;;387.348969438522;observed;
92094A642;9;150000;230000;260000;315;730.15873015873;230000;observed;;730.15873015873;observed;
92035M001;6;217500;327500;407500;864.5;378.831694621168;327500;observed;;378.831694621168;observed;
92035N00-;7;410000;452500;478000;1197;378.028404344194;452500;observed;;378.028404344194;observed;
92035M10-;9;210000;240500;320000;1046;229.923518164436;240500;observed;;229.923518164436;observed;
92035N100;6;362000;375500;389000;996.5;376.818866031109;375500;observed;;376.818866031109;observed;
92045A00-;30;155000;218500;285000;357;612.044817927171;218500;observed;;612.044817927171;observed;
92035P00-;9;265000;315000;485000;948;332.278481012658;315000;observed;;332.278481012658;observed;
92045A010;6;250000;258500;267000;855;302.33918128655;258500;observed;;302.33918128655;observed;
92035R00-;7;335000;415000;550000;1164;356.529209621993;415000;observed;;356.529209621993;observed;
92035R01-;8;260100;312500;385000;1406;222.26173541963;312500;observed;;222.26173541963;observed;
92035S00-;32;170000;270500;337500;740.5;365.293720459149;270500;observed;;365.293720459149;observed;
92035S091;6;322500;455000;585000;1492.5;304.857621440536;455000;observed;;304.857621440536;observed;
92045A07-;7;230000;240000;245000;615;390.243902439024;240000;observed;;390.243902439024;observed;
92045A100;14;155000;185000;300000;1189.25;155.560227033845;185000;observed;;155.560227033845;observed;
92045A112;6;286000;370000;400000;1078;343.228200371058;370000;observed;;343.228200371058;observed;
92045A200;8;175000;210000;230000;972;216.049382716049;210000;observed;;216.049382716049;observed;
92045A383;6;250000;360000;369000;1091.5;329.821346770499;360000;observed;;329.821346770499;observed;
92094A712;14;223000;300000;573250;91.5;3278.68852459016;300000;observed;;3278.68852459016;observed;
92045B000;42;198500;245000;276000;1365.25;179.454312396997;245000;observed;;179.454312396997;observed;
92045B012;7;239000;265000;375000;1151;230.234578627281;265000;observed;;230.234578627281;observed;
92045B091;9;158000;250000;350000;1272;196.540880503145;250000;observed;;196.540880503145;observed;
92045C01-;12;235000;265000;325000;920.5;287.887017925041;265000;observed;;287.887017925041;observed;
92045C02-;5;130000;158000;225000;838;188.54415274463;158000;observed;;188.54415274463;observed;
92045D001;6;250000;350000;350000;621;563.607085346216;350000;observed;;563.607085346216;observed;
92045D012;17;290000;300500;353000;909;330.583058305831;300500;observed;;330.583058305831;observed;
92048A01-;34;130000;181000;235000;597.5;302.928870292887;181000;observed;;302.928870292887;observed;
92048A020;19;165000;210000;252000;420;500;210000;observed;;500;observed;
92048A04-;6;190000;190000;190000;295;644.067796610169;190000;observed;;644.067796610169;observed;
92048A10-;10;126100;177500;320000;1413.5;125.574814290768;177500;observed;;125.574814290768;observed;
92048A199;10;230000;360000;390000;1262;285.261489698891;360000;observed;;285.261489698891;observed;
92048A20-;7;192500;290500;338000;775;374.838709677419;290500;observed;;374.838709677419;observed;
92048A30-;7;152000;225000;295000;713;315.568022440393;225000;observed;;315.568022440393;observed;
92048A39-;7;240000;275000;280000;885;310.734463276836;275000;observed;;310.734463276836;observed;
92048B00-;16;225000;269000;399000;580;463.793103448276;269000;observed;;463.793103448276;observed;
92048B081;6;203000;232000;281500;710;326.760563380282;232000;observed;;326.760563380282;observed;
92048B09-;8;105000;205000;330000;657.5;311.787072243346;205000;observed;;311.787072243346;observed;
92048C000;12;265000;327500;416000;1651.5;198.304571601574;327500;observed;;198.304571601574;observed;
92048D00-;13;240500;290000;340000;1079.5;268.642890226957;290000;observed;;268.642890226957;observed;
92048D010;9;245000;265000;415000;1406;188.477951635846;265000;observed;;188.477951635846;observed;
92048E00-;16;212000;235000;250000;479.75;489.838457529964;235000;observed;;489.838457529964;observed;
92094A732;11;272500;482000;570000;127;3795.27559055118;482000;observed;;3795.27559055118;observed;
92048F00-;16;180000;252000;269000;1390;181.294964028777;252000;observed;;181.294964028777;observed;
92054A000;7;245000;245000;300000;1224;200.16339869281;245000;observed;;200.16339869281;observed;
92054A01-;9;215000;310000;480000;961;322.58064516129;310000;observed;;322.58064516129;observed;
92054A02-;9;210000;250000;410000;654;382.262996941896;250000;observed;;382.262996941896;observed;
92094B00-;18;211250;236000;300000;165.75;1423.83107088989;236000;observed;;1423.83107088989;observed;
92054A081;8;230000;407500;444050;1421.5;286.669011607457;407500;observed;;286.669011607457;observed;
92054A122;5;165000;207000;430000;438;472.602739726027;207000;observed;;472.602739726027;observed;
92054A133;7;200000;205000;360000;952;215.336134453782;205000;observed;;215.336134453782;observed;
92094B301;21;195000;218000;250000;422.25;516.281823564239;218000;observed;;516.281823564239;observed;
92054A101;5;210000;230000;230000;824;279.126213592233;230000;observed;;279.126213592233;observed;
92054B00-;15;205000;300000;385000;855;350.877192982456;300000;observed;;350.877192982456;observed;
92054B01-;14;255000;304500;370000;906;336.092715231788;304500;observed;;336.092715231788;observed;
92054B08-;11;366000;412500;470000;1202.25;343.106674984404;412500;observed;;343.106674984404;observed;
92054C10-;8;195000;221250;247500;876.5;252.424415288078;221250;observed;;252.424415288078;observed;
92054C00-;12;220000;275000;408000;1320.25;208.293883734141;275000;observed;;208.293883734141;observed;
92054E00-;21;235000;297500;316500;962;309.251559251559;297500;observed;;309.251559251559;observed;
92054D20-;8;150000;187000;215000;520;359.615384615385;187000;observed;;359.615384615385;observed;
92054D29-;7;270000;335500;401000;825;406.666666666667;335500;observed;;406.666666666667;observed;
92087A022;7;249000;270500;320000;817;331.08935128519;270500;observed;;331.08935128519;observed;
92087A001;23;170000;183000;255000;859;213.038416763679;183000;observed;;213.038416763679;observed;
92087A012;10;240000;320000;330000;1056.5;302.886890676763;320000;observed;;302.886890676763;observed;
92087A100;7;176500;221500;317500;991;223.51160443996;221500;observed;;223.51160443996;observed;
92087A200;17;155000;212500;282500;626;339.456869009585;212500;observed;;339.456869009585;observed;
92087A290;6;320000;340000;360000;778;437.017994858612;340000;observed;;437.017994858612;observed;
92087A400;14;175000;242500;312500;964.5;251.425609123898;242500;observed;;251.425609123898;observed;
92087B000;19;185000;260000;295000;439;592.255125284738;260000;observed;;592.255125284738;observed;
92087A490;7;176000;225000;311000;1157;194.468452895419;225000;observed;;194.468452895419;observed;
92087B090;5;265000;290000;425000;936;309.82905982906;290000;observed;;309.82905982906;observed;
92087B100;7;260000;270000;346000;1079;250.231696014829;270000;observed;;250.231696014829;observed;
92087B190;5;310500;330000;425000;802;411.471321695761;330000;observed;;411.471321695761;observed;
92087B20-;12;200000;237500;270000;1461;162.559890485969;237500;observed;;162.559890485969;observed;
92087B291;8;290000;305000;525000;939.5;324.640766365088;305000;observed;;324.640766365088;observed;
92087D00-;9;125000;157500;230000;676;232.988165680473;157500;observed;;232.988165680473;observed;
92094A011;10;300000;380000;454342.8;115;3304.34782608696;380000;observed;;3304.34782608696;observed;
92087E000;18;130000;184500;275000;288;640.625;184500;observed;;640.625;observed;
92087F00-;25;115000;200000;240000;330;606.060606060606;200000;observed;;606.060606060606;observed;
92087G00-;11;150000;218750;265000;386.5;565.976714100906;218750;observed;;565.976714100906;observed;
92087G01-;7;80000;150000;155000;1168.5;128.369704749679;150000;observed;;128.369704749679;observed;
92087H000;11;132500;155000;175000;495;313.131313131313;155000;observed;;313.131313131313;observed;
92087J000;24;165000;230000;300000;269.5;853.432282003711;230000;observed;;853.432282003711;observed;
92087J020;20;275000;297500;340000;1200;247.916666666667;297500;observed;;247.916666666667;observed;
92087J090;14;250000;277000;330000;1650;167.878787878788;277000;observed;;167.878787878788;observed;
92094A02-;6;287500;387500;510000;146;2654.1095890411;387500;observed;;2654.1095890411;observed;
92094A10-;17;202500;255000;356560;240;1062.5;255000;observed;;1062.5;observed;
92094A20-;47;257000;315000;435000;415.25;758.579169175196;315000;observed;;758.579169175196;observed;
92094A300;29;377500;451000;597500;892.5;505.322128851541;451000;observed;;505.322128851541;observed;
92094A322;6;385000;440000;765000;2090;210.526315789474;440000;observed;;210.526315789474;observed;
92094A401;43;236250;315300;445500;196.25;1606.62420382166;315300;observed;;1606.62420382166;observed;
92094A411;36;203500;245000;275000;234.25;1045.89114194237;245000;observed;;1045.89114194237;observed;
92094A422;31;213000;261000;295000;245.75;1062.05493387589;261000;observed;;1062.05493387589;observed;
92094A433;35;205000;260000;285000;173.75;1496.40287769784;260000;observed;;1496.40287769784;observed;
92094A50-;23;191000;240000;275000;340;705.882352941176;240000;observed;;705.882352941176;observed;
92094A601;46;200000;265000;346000;144.16666666666666;1838.15028901734;265000;observed;;1838.15028901734;observed;
92094A61-;17;297000;329500;360500;547;602.376599634369;329500;observed;;602.376599634369;observed;
92094A62-;17;172000;250000;300000;201;1243.78109452736;250000;observed;;1243.78109452736;observed;
92094A63-;10;249000;345000;500000;220;1568.18181818182;345000;observed;;1568.18181818182;observed;
92094B401;15;250000;310000;380000;789;392.902408111534;310000;observed;;392.902408111534;observed;
92094B011;58;250000;280000;348000;178;1573.03370786517;280000;observed;;1573.03370786517;observed;
92094B022;22;195000;237500;272500;195.75;1213.28224776501;237500;observed;;1213.28224776501;observed;
92094B101;13;280000;340000;387500;408;833.333333333333;340000;observed;;833.333333333333;observed;
92094B11-;17;230000;280000;360000;530;528.301886792453;280000;observed;;528.301886792453;observed;
92094B122;10;222500;231000;252000;218;1059.63302752294;231000;observed;;1059.63302752294;observed;
92094B19-;8;197000;247500;317500;273;906.593406593407;247500;observed;;906.593406593407;observed;
92094B20-;19;220000;250000;340000;279.5;894.454382826476;250000;observed;;894.454382826476;observed;
92094B21-;26;200000;212500;266500;299.5;709.515859766277;212500;observed;;709.515859766277;observed;
92094B232;11;190000;195000;200000;578;337.370242214533;195000;observed;;337.370242214533;observed;
92094B412;16;255000;286000;330000;509;561.88605108055;286000;observed;;561.88605108055;observed;
92094B50-;36;325000;390000;450000;878.5;443.938531587934;390000;observed;;443.938531587934;observed;
92094C00-;29;233730;332000;385000;879.75;377.379937482239;332000;observed;;377.379937482239;observed;
92094C01-;17;210000;281750;330000;374;753.342245989305;281750;observed;;753.342245989305;observed;
92094C020;29;325000;406000;475000;1065;381.220657276995;406000;observed;;381.220657276995;observed;
92094C043;14;323661.5;362700;447800;1454.5;249.364042626332;362700;observed;;249.364042626332;observed;
92094C054;13;255000;392500;500000;1305;300.766283524904;392500;observed;;300.766283524904;observed;
92094C10-;23;250000;297250;402500;698;425.859598853868;297250;observed;;425.859598853868;observed;
92094C112;6;350000;380000;400000;1198.5;317.06299541093;380000;observed;;317.06299541093;observed;
92094V112;7;249982.5;295500;330500;1009;292.864222001982;295500;observed;;292.864222001982;observed;
92094C212;6;364500;437500;486000;1424.5;307.125307125307;437500;observed;;307.125307125307;observed;
92094D00-;12;220000;230000;290000;1147;200.52310374891;230000;observed;;200.52310374891;observed;
92094D011;8;159075;253000;480000;720;351.388888888889;253000;observed;;351.388888888889;observed;
92094D022;5;335000;340000;395000;1852;183.585313174946;340000;observed;;183.585313174946;observed;
92094D110;14;200000;220000;295000;874;251.716247139588;220000;observed;;251.716247139588;observed;
92094D20-;7;255000;295000;354000;893;330.347144456887;295000;observed;;330.347144456887;observed;
92094D322;13;267500;289750;332500;1231.75;235.234422569515;289750;observed;;235.234422569515;observed;
92094D21-;8;230000;280000;381500;1054.5;265.528686581318;280000;observed;;265.528686581318;observed;
92094D22-;6;331000;372500;492000;2528;147.349683544304;372500;observed;;147.349683544304;observed;
92094D30-;9;240000;268031.5;312500;570;470.230701754386;268031.5;observed;;470.230701754386;observed;
92094D332;8;330000;382000;459500;1361;280.675973548861;382000;observed;;280.675973548861;observed;
92094D400;5;166000;188000;197000;793;237.074401008827;188000;observed;;237.074401008827;observed;
92094E00-;36;195500;262500;313750;596.5;440.067057837385;262500;observed;;440.067057837385;observed;
92094E01-;39;200000;250000;300000;1086.75;230.043708304578;250000;observed;;230.043708304578;observed;
92094E021;5;260000;280000;380000;535;523.364485981308;280000;observed;;523.364485981308;observed;
92094E101;45;210000;245000;285000;1332;183.933933933934;245000;observed;;183.933933933934;observed;
92094E173;5;206750;233750;295500;819;285.409035409035;233750;observed;;285.409035409035;observed;
92094F00-;19;270000;320000;365000;472;677.966101694915;320000;observed;;677.966101694915;observed;
92094F01-;10;335000;335000;335000;956;350.418410041841;335000;observed;;350.418410041841;observed;
92094F020;9;282000;375000;550000;1420;264.084507042254;375000;observed;;264.084507042254;observed;
92094F03-;6;260000;305000;470000;1027.5;296.83698296837;305000;observed;;296.83698296837;observed;
92094F090;8;409500;654500;735000;3192.5;205.011746280345;654500;observed;;205.011746280345;observed;
92094H02-;30;205000;240000;270000;415;578.313253012048;240000;observed;;578.313253012048;observed;
92094G210;18;295000;312500;360000;902;346.452328159645;312500;observed;;346.452328159645;observed;
92094H000;34;203000;240000;295000;517.5;463.768115942029;240000;observed;;463.768115942029;observed;
92094H032;29;251000;297500;333000;658;452.127659574468;297500;observed;;452.127659574468;observed;
92094H100;34;242500;275000;325000;542;507.380073800738;275000;observed;;507.380073800738;observed;
92094J00-;44;175500;239000;285000;191.5;1248.04177545692;239000;observed;;1248.04177545692;observed;
92094J01-;21;190000;230000;265000;305.75;752.248569092396;230000;observed;;752.248569092396;observed;
92094J021;37;144250;180000;207000;269;669.144981412639;180000;observed;;669.144981412639;observed;
92094J10-;30;195000;244500;280000;257;951.36186770428;244500;observed;;951.36186770428;observed;
92094J11-;42;165000;200000;251000;262.5;761.904761904762;200000;observed;;761.904761904762;observed;
92094J12-;13;195000;277000;335000;490;565.30612244898;277000;observed;;565.30612244898;observed;
92094J201;7;177500;195000;261000;326;598.159509202454;195000;observed;;598.159509202454;observed;
92094K00-;25;230000;290000;320000;415;698.795180722892;290000;observed;;698.795180722892;observed;
92094N001;10;237500;258000;285000;975.5;264.479753972322;258000;observed;;264.479753972322;observed;
92094K01-;34;320000;370000;395500;733.5;504.430811179277;370000;observed;;504.430811179277;observed;
92094K02-;14;265000;311500;397000;578.5;538.461538461538;311500;observed;;538.461538461538;observed;
92094K10-;6;230000;235000;265500;614;382.736156351792;235000;observed;;382.736156351792;observed;
92094K11-;17;290000;310000;340000;676;458.579881656805;310000;observed;;458.579881656805;observed;
92094L000;22;245000;300000;320000;651;460.829493087558;300000;observed;;460.829493087558;observed;
92094L010;25;201000;270850;300000;537;504.376163873371;270850;observed;;504.376163873371;observed;
92094L10-;75;238500;279000;340000;764.25;365.063788027478;279000;observed;;365.063788027478;observed;
92094L201;16;215000;259000;295000;740;350;259000;observed;;350;observed;
92094L21-;7;215000;228000;280000;350;651.428571428571;228000;observed;;651.428571428571;observed;
92094L222;7;295000;398000;501000;449.5;885.428253615128;398000;observed;;885.428253615128;observed;
92094L232;6;170000;240000;311000;462.5;518.918918918919;240000;observed;;518.918918918919;observed;
92094L30-;11;175000;240000;260000;727;330.123796423659;240000;observed;;330.123796423659;observed;
92094L31-;5;210000;277500;307000;1047;265.042979942693;277500;observed;;265.042979942693;observed;
92094N011;10;189500;242500;404750;1018.75;238.036809815951;242500;observed;;238.036809815951;observed;
92094N032;5;310000;590000;930000;1507;391.506303915063;590000;observed;;391.506303915063;observed;
92094M00-;25;210000;278750;322000;609.25;457.529749692245;278750;observed;;457.529749692245;observed;
92094M100;6;180000;233000;275000;539;432.282003710575;233000;observed;;432.282003710575;observed;
92094N101;6;180000;270000;300000;553.5;487.80487804878;270000;observed;;487.80487804878;observed;
92094N20-;12;226250;350000;385000;912;383.771929824561;350000;observed;;383.771929824561;observed;
92094P00-;5;239500;247500;282500;539;459.183673469388;247500;observed;;459.183673469388;observed;
92094P01-;6;275000;277000;1667566.56;1392.5;198.922800718133;277000;observed;;198.922800718133;observed;
92094P10-;7;295000;317500;557500;1750;181.428571428571;317500;observed;;181.428571428571;observed;
92094P20-;14;185000;241250;290000;945;255.291005291005;241250;observed;;255.291005291005;observed;
92094R00-;12;210000;245000;337000;407.5;601.226993865031;245000;observed;;601.226993865031;observed;
92094R10-;19;225000;285000;335000;709;401.97461212976;285000;observed;;401.97461212976;observed;
92094S00-;7;225000;257000;326544.5;791;324.905183312263;257000;observed;;324.905183312263;observed;
92094S10-;15;210000;280000;320000;1122.5;249.443207126949;280000;observed;;249.443207126949;observed;
92094T19-;6;200000;300000;330000;1076.5;278.680910357641;300000;observed;;278.680910357641;observed;
92094U010;13;208000;308600;435000;903;341.749723145072;308600;observed;;341.749723145072;observed;
92094U020;15;261046;280000;403000;1107;252.93586269196;280000;observed;;252.93586269196;observed;
92094U090;5;190000;375000;915000;2820;132.978723404255;375000;observed;;132.978723404255;observed;
92094V191;6;140000;180000;265000;2292;78.5340314136126;180000;observed;;78.5340314136126;observed;
92094V090;5;285000;355000;425000;1264;280.854430379747;355000;observed;;280.854430379747;observed;
92094W001;24;219000;292500;347500;435;672.413793103448;292500;observed;;672.413793103448;observed;
92094W022;5;160000;265000;320000;908;291.850220264317;265000;observed;;291.850220264317;observed;
92094X00-;12;230000;350000;425000;372.5;939.597315436242;350000;observed;;939.597315436242;observed;
92094X011;5;180000;360000;440000;734;490.463215258856;360000;observed;;490.463215258856;observed;
92094X032;6;150000;400000;650000;1665.5;240.168117682378;400000;observed;;240.168117682378;observed;
92097B00-;15;250000;285000;295000;718;396.935933147632;285000;observed;;396.935933147632;observed;
92094X191;5;200000;237500;512500;584;406.678082191781;237500;observed;;406.678082191781;observed;
92094Y00-;24;320000;379500;475000;1025.5;370.063383715261;379500;observed;;370.063383715261;observed;
92094Y012;16;350000;435000;540000;928.5;468.497576736672;435000;observed;;468.497576736672;observed;
92094Y022;5;430000;446500;485000;996;448.293172690763;446500;observed;;448.293172690763;observed;
92097A00-;18;190000;275000;335000;443.5;620.067643742954;275000;observed;;620.067643742954;observed;
92097A01-;8;176000;210000;240000;530.5;395.852968897267;210000;observed;;395.852968897267;observed;
92097A02-;14;125000;197500;265000;990;199.49494949495;197500;observed;;199.49494949495;observed;
92097B02-;7;207500;267500;352500;1709;156.524283206554;267500;observed;;156.524283206554;observed;
92097C00-;9;173000;200000;279000;1430;139.86013986014;200000;observed;;139.86013986014;observed;
92097F00-;10;197500;257500;300000;388;663.659793814433;257500;observed;;663.659793814433;observed;
92097F09-;5;292530.99;322530.99;353000;1071;301.149383753501;322530.99;observed;;301.149383753501;observed;
92101A02-;9;265000;340350;420000;855.25;397.953814674072;340350;observed;;397.953814674072;observed;
92101A00-;15;190000;242000;315000;226.5;1068.43267108168;242000;observed;;1068.43267108168;observed;
92101A01-;26;250000;295000;345000;991.5;297.528996469995;295000;observed;;297.528996469995;observed;
92101A041;14;312500;337500;414500;1103.5;305.84503851382;337500;observed;;305.84503851382;observed;
92101B00-;7;215000;250000;501000;860;290.697674418605;250000;observed;;290.697674418605;observed;
92101F00-;6;259000;305000;320000;486.5;626.927029804728;305000;observed;;626.927029804728;observed;
92101B10-;10;188500;210000;230000;406.5;516.60516605166;210000;observed;;516.60516605166;observed;
92101C012;9;155000;253000;275000;922.25;274.329086473299;253000;observed;;274.329086473299;observed;
92101B091;6;305000;380000;417500;2726;139.398385913426;380000;observed;;139.398385913426;observed;
92101B21-;14;175000;250000;285000;897;278.706800445931;250000;observed;;278.706800445931;observed;
92101C000;9;180000;190000;200000;196;969.387755102041;190000;observed;;969.387755102041;observed;
92101D000;7;220000;272500;325000;170;1602.94117647059;272500;observed;;1602.94117647059;observed;
92101E012;9;210000;242000;260000;428;565.420560747664;242000;observed;;565.420560747664;observed;
92101E023;7;175000;195000;195000;815;239.263803680982;195000;observed;;239.263803680982;observed;
92101E032;5;145000;260500;400500;1557;167.308927424534;260500;observed;;167.308927424534;observed;
92101E08-;17;221000;239000;310000;1074;222.532588454376;239000;observed;;222.532588454376;observed;
92142A310;8;307500;320000;398500;808.5;395.794681508967;320000;observed;;395.794681508967;observed;
92101F01-;13;220000;370000;416000;1046.5;353.559483994267;370000;observed;;353.559483994267;observed;
92101F03-;14;230000;259500;390000;600;432.5;259500;observed;;432.5;observed;
92101F042;5;227500;258750;283750;853;303.341148886284;258750;observed;;303.341148886284;observed;
92114A00-;17;150000;270000;320000;605;446.280991735537;270000;observed;;446.280991735537;observed;
92114A01-;25;197500;242500;307500;335;723.880597014925;242500;observed;;723.880597014925;observed;
92137C02-;5;190000;251250;301250;795;316.037735849057;251250;observed;;316.037735849057;observed;
92114A02-;14;175000;270000;300000;661.5;408.163265306122;270000;observed;;408.163265306122;observed;
92114A030;10;255000;337500;417500;667;505.99700149925;337500;observed;;505.99700149925;observed;
92114A090;6;56400;240000;410000;1042;230.326295585413;240000;observed;;230.326295585413;observed;
92114A20-;6;127500;345000;450000;1033.5;333.817126269956;345000;observed;;333.817126269956;observed;
92114B00-;10;165000;235562.5;355000;904;260.577986725664;235562.5;observed;;260.577986725664;observed;
92114B01-;6;215000;301000;380000;1495.5;201.27047810097;301000;observed;;201.27047810097;observed;
92114B09-;7;106000;260000;310000;1065;244.131455399061;260000;observed;;244.131455399061;observed;
92114B10-;8;147500;197500;349500;776;254.510309278351;197500;observed;;254.510309278351;observed;
92114C000;12;150000;160000;385000;610;262.295081967213;160000;observed;;262.295081967213;observed;
92114D000;56;180000;225000;295000;265.5;847.457627118644;225000;observed;;847.457627118644;observed;
92114D091;9;312500;487500;535000;1059;460.339943342776;487500;observed;;460.339943342776;observed;
92137A010;27;175000;202450;250000;205;987.560975609756;202450;observed;;987.560975609756;observed;
92137A020;9;145000;166000;260000;500;332;166000;observed;;332;observed;
92137A03-;50;119000;175000;215000;292.5;598.290598290598;175000;observed;;598.290598290598;observed;
92137A05-;19;115000;182000;215000;450;404.444444444444;182000;observed;;404.444444444444;observed;
92137A101;37;160000;195000;231000;346;563.583815028902;195000;observed;;563.583815028902;observed;
92137A112;10;110000;137500;210000;361;380.886426592798;137500;observed;;380.886426592798;observed;
92137A20-;39;112500;182500;225000;216.25;843.93063583815;182500;observed;;843.93063583815;observed;
92137A21-;7;170000;197500;232500;267.5;738.317757009346;197500;observed;;738.317757009346;observed;
92137A22-;10;247500;285000;370000;748;381.016042780749;285000;observed;;381.016042780749;observed;
92137D202;27;146000;167500;190000;283;591.872791519435;167500;observed;;591.872791519435;observed;
92137A37-;5;165000;175000;180000;375;466.666666666667;175000;observed;;466.666666666667;observed;
92137B00-;34;172000;227500;265000;581;391.566265060241;227500;observed;;391.566265060241;observed;
92137B020;19;190000;230000;275000;456.75;503.557744937055;230000;observed;;503.557744937055;observed;
92137B032;7;165000;255000;345000;247;1032.38866396761;255000;observed;;1032.38866396761;observed;
92137B08-;9;275000;302750;330000;645;469.37984496124;302750;observed;;469.37984496124;observed;
92137B091;10;300000;310000;415000;728;425.824175824176;310000;observed;;425.824175824176;observed;
92137C00-;16;90000;182000;220000;302.5;601.652892561983;182000;observed;;601.652892561983;observed;
92137C010;18;170000;205000;246000;372.5;550.335570469799;205000;observed;;550.335570469799;observed;
92137C030;24;127500;180000;237500;579;310.880829015544;180000;observed;;310.880829015544;observed;
92137C04-;5;150000;191000;285000;1020;187.254901960784;191000;observed;;187.254901960784;observed;
92137C052;10;225000;285000;320000;801;355.805243445693;285000;observed;;355.805243445693;observed;
92137D020;21;116000;180000;240000;171;1052.63157894737;180000;observed;;1052.63157894737;observed;
92137D031;21;165000;185000;220000;256;722.65625;185000;observed;;722.65625;observed;
92137C081;5;130000;290000;350000;720;402.777777777778;290000;observed;;402.777777777778;observed;
92137D00-;25;125000;144250;220000;185;779.72972972973;144250;observed;;779.72972972973;observed;
92137D010;51;150000;185000;220000;359;515.320334261838;185000;observed;;515.320334261838;observed;
92137D101;40;143500;190500;249500;306;622.549019607843;190500;observed;;622.549019607843;observed;
92137D11-;14;155000;185000;219000;413.5;447.400241837969;185000;observed;;447.400241837969;observed;
92137D122;7;225000;241000;325000;245;983.673469387755;241000;observed;;983.673469387755;observed;
92137D19-;6;110000;312000;355000;1546;201.811125485123;312000;observed;;201.811125485123;observed;
92137E00-;18;160000;180000;220000;361;498.614958448753;180000;observed;;498.614958448753;observed;
92137E01-;31;152500;177500;210000;229.25;774.263904034896;177500;observed;;774.263904034896;observed;
92137F00-;27;195000;252500;299900;564;447.695035460993;252500;observed;;447.695035460993;observed;
92137F011;19;197800;235000;315000;666;352.852852852853;235000;observed;;352.852852852853;observed;
