NISCode;houses_sum_ParcelsNumber;houses_avg_PriceP25;houses_avg_PriceP50;houses_avg_PriceP75;houses_avg_ParcelsAreaP50;houses_average_price_m2;houses_avg_PriceP50_filled;houses_avg_PriceP50_status;houses_avg_PriceP50_distance_m;houses_average_price_m2_filled;houses_average_price_m2_status;houses_average_price_m2_distance_m
31040B111;11;342500;392500;416500;800;490.625;392500;observed;;490.625;observed;
31040C000;57;225000;277000;357500;425;651.764705882353;277000;observed;;651.764705882353;observed;
31040C01-;33;250000;380000;415000;581;654.044750430293;380000;observed;;654.044750430293;observed;
31040D012;29;275000;325000;370000;576;564.236111111111;325000;observed;;564.236111111111;observed;
31040D023;17;245000;275000;427500;438;627.853881278539;275000;observed;;627.853881278539;observed;
31040D091;29;375000;412000;580000;760;542.105263157895;412000;observed;;542.105263157895;observed;
31040C082;7;437500;517500;692500;843;613.879003558719;517500;observed;;613.879003558719;observed;
31042B00-;9;217000;365000;588000;480;760.416666666667;365000;observed;;760.416666666667;observed;
31040C091;37;250000;332000;360000;2130;155.868544600939;332000;observed;;155.868544600939;observed;
31040D001;29;200000;280000;365000;247;1133.6032388664;280000;observed;;1133.6032388664;observed;
31042C09-;12;170000;265000;1000000;868.5;305.123776626367;265000;observed;;305.123776626367;observed;
31040D192;7;479000;484500;490000;1101;440.054495912807;484500;observed;;440.054495912807;observed;
31043A04-;26;590000;864000;1250000;223.5;3865.77181208054;864000;observed;;3865.77181208054;observed;
31040D21-;10;229500;250000;360000;869.5;287.521564117309;250000;observed;;287.521564117309;observed;
31042A00-;12;250000;305000;375000;337;905.044510385757;305000;observed;;905.044510385757;observed;
31042A091;10;395000;455000;515000;1464.5;310.686241037897;455000;observed;;310.686241037897;observed;
31042A112;6;391545;550000;572500;884;622.171945701357;550000;observed;;622.171945701357;observed;
31042D112;7;420000;605000;785000;528;1145.83333333333;605000;observed;;1145.83333333333;observed;
31043A00-;21;400000;447500;785000;94.5;4735.44973544974;447500;observed;;4735.44973544974;observed;
31043A01-;56;1350000;2160000;3550000;554;3898.91696750903;2160000;observed;;3898.91696750903;observed;
31043A021;63;530000;752000;1162500;188;4000;752000;observed;;4000;observed;
31043A03-;28;420000;570000;665000;132.5;4301.88679245283;570000;observed;;4301.88679245283;observed;
31043A14-;49;3010000;3904000;5150000;271.25;14392.6267281106;3904000;observed;;14392.6267281106;observed;
31043A15-;18;1595000;1709000;2275000;209;8177.03349282297;1709000;observed;;8177.03349282297;observed;
31043A20-;50;3650000;4590000;5690000;1070;4289.71962616822;4590000;observed;;4289.71962616822;observed;
31043A210;26;4000000;6325000;6750000;1003;6306.08175473579;6325000;observed;;6306.08175473579;observed;
31043A30-;17;1145000;1665000;1850000;188;8856.3829787234;1665000;observed;;8856.3829787234;observed;
31043B00-;39;320000;350000;550000;172;2034.88372093023;350000;observed;;2034.88372093023;observed;
31043B01-;23;317500;345000;435000;150;2300;345000;observed;;2300;observed;
31043B02-;21;368000;420000;555000;175;2400;420000;observed;;2400;observed;
31043B03-;40;280000;370000;440000;119;3109.24369747899;370000;observed;;3109.24369747899;observed;
31043B0PN;13;370000;485000;570000;178;2724.7191011236;485000;observed;;2724.7191011236;observed;
31043B20-;25;475000;665000;815000;210;3166.66666666667;665000;observed;;3166.66666666667;observed;
31043B21-;26;1295000;1655500;2087500;377;4391.24668435013;1655500;observed;;4391.24668435013;observed;
31043B22-;28;850000;1045000;1340000;387.5;2696.77419354839;1045000;observed;;2696.77419354839;observed;
31043B302;32;337336.2;635000;717500;313.5;2025.51834130782;635000;observed;;2025.51834130782;observed;
31043B31-;11;370000;627500;1145000;405;1549.38271604938;627500;observed;;1549.38271604938;observed;
31043C00-;18;550000;700000;755000;534.5;1309.63517305893;700000;observed;;1309.63517305893;observed;
31043C099;6;1005000;1105000;1220000;1051.5;1050.87969567285;1105000;observed;;1050.87969567285;observed;
31043D00-;32;437500;491000;593500;447.5;1097.20670391061;491000;observed;;1097.20670391061;observed;
31043D01-;96;750000;1055000;1653000;832;1268.02884615385;1055000;observed;;1268.02884615385;observed;
31043D02-;5;662500;732500;797500;790;927.215189873418;732500;observed;;927.215189873418;observed;
31043D03-;54;670000;937500;1325000;489.5;1915.21961184883;937500;observed;;1915.21961184883;observed;
31043D0PA;31;520000;850000;1600000;400.25;2123.67270455965;850000;observed;;2123.67270455965;observed;
62063G172;9;125000;150000;175000;80.75;1857.58513931889;150000;observed;;1857.58513931889;observed;
32003A001;24;167500;269000;380000;133;2022.55639097744;269000;observed;;2022.55639097744;observed;
32003A01-;20;215000;319000;415000;376;848.404255319149;319000;observed;;848.404255319149;observed;
32003A021;37;248220;281190;322500;523;537.648183556405;281190;observed;;537.648183556405;observed;
32003A03-;11;217500;342500;555675;560;611.607142857143;342500;observed;;611.607142857143;observed;
32003A042;12;215000;247500;290000;199.5;1240.6015037594;247500;observed;;1240.6015037594;observed;
32003A053;36;175000;202500;232500;211.75;956.316410861865;202500;observed;;956.316410861865;observed;
32003A10-;10;207000;253500;280000;324;782.407407407407;253500;observed;;782.407407407407;observed;
32003A11-;12;212500;235000;275000;470;500;235000;observed;;500;observed;
32003A12-;8;215000;223750;246250;516;433.624031007752;223750;observed;;433.624031007752;observed;
32003A19-;24;175000;187000;208250;327.25;571.428571428571;187000;observed;;571.428571428571;observed;
51004A34-;22;180000;210000;272500;629.5;333.598093725179;210000;observed;;333.598093725179;observed;
32003A20-;6;150000;230000;600000;942.5;244.031830238727;230000;observed;;244.031830238727;observed;
32003A312;23;199500;325000;350000;286;1136.36363636364;325000;observed;;1136.36363636364;observed;
32003B000;36;165000;260000;330000;557;466.786355475763;260000;observed;;466.786355475763;observed;
32003B090;6;239000;380000;1175000;1383.5;274.665702927358;380000;observed;;274.665702927358;observed;
32003C00-;26;249000;264500;340000;349;757.879656160458;264500;observed;;757.879656160458;observed;
32003C08-;11;270000;275000;350000;972;282.921810699588;275000;observed;;282.921810699588;observed;
52011A12-;20;253000;300263.5;417500;130;2309.71923076923;300263.5;observed;;2309.71923076923;observed;
32003D000;30;180000;230000;300000;480;479.166666666667;230000;observed;;479.166666666667;observed;
52011A133;7;69000;69000;69000;100;690;69000;observed;;690;observed;
32003D08-;11;242500;437500;512500;1020;428.921568627451;437500;observed;;428.921568627451;observed;
32003D090;6;277000;300000;500000;793;378.310214375788;300000;observed;;378.310214375788;observed;
32003E00-;11;230000;250000;280000;509;491.159135559921;250000;observed;;491.159135559921;observed;
32003E09-;14;162500;201500;280000;912;220.94298245614;201500;observed;;220.94298245614;observed;
32003F00-;17;205000;249000;265000;621.5;400.643604183427;249000;observed;;400.643604183427;observed;
32003F01-;5;152500;232500;327500;810;287.037037037037;232500;observed;;287.037037037037;observed;
32003F081;5;226000;309500;393000;890;347.752808988764;309500;observed;;347.752808988764;observed;
32003G00-;14;125000;255000;285000;276;923.913043478261;255000;observed;;923.913043478261;observed;
32006A001;28;247000;322000;338000;557.5;577.578475336323;322000;observed;;577.578475336323;observed;
32003M00-;29;205000;255000;320000;374;681.818181818182;255000;observed;;681.818181818182;observed;
32006A01-;58;160000;215000;268500;474.5;453.108535300316;215000;observed;;453.108535300316;observed;
32003M09-;7;174500;222250;270000;956;232.479079497908;222250;observed;;232.479079497908;observed;
32006A022;58;180000;255000;304200;455.25;560.131795716639;255000;observed;;560.131795716639;observed;
32006A089;6;200000;342500;477500;982.5;348.600508905852;342500;observed;;348.600508905852;observed;
32006B00-;25;145000;230100;272000;425;541.411764705882;230100;observed;;541.411764705882;observed;
32006B012;5;330000;436250;542500;770;566.558441558442;436250;observed;;566.558441558442;observed;
32006B081;12;153000;189000;530000;1070;176.635514018692;189000;observed;;176.635514018692;observed;
32006B19-;7;120000;150000;180000;1000;150;150000;observed;;150;observed;
32006B09-;5;350000;350000;350000;1310;267.175572519084;350000;observed;;267.175572519084;observed;
32006C082;7;230000;252500;275000;784;322.066326530612;252500;observed;;322.066326530612;observed;
32006C10-;28;166000;197500;280000;699;282.546494992847;197500;observed;;282.546494992847;observed;
32006D10-;17;128000;135000;245000;550;245.454545454545;135000;observed;;245.454545454545;observed;
32006D00-;36;222259.58;236000;295000;584;404.109589041096;236000;observed;;404.109589041096;observed;
32010B00-;7;170000;220000;260000;717;306.834030683403;220000;observed;;306.834030683403;observed;
32010A010;19;250000;290000;350000;720.5;402.498265093685;290000;observed;;402.498265093685;observed;
32010A020;29;195000;217000;250000;600.25;361.516034985423;217000;observed;;361.516034985423;observed;
32010A032;37;143000;172500;295000;400;431.25;172500;observed;;431.25;observed;
32010A043;20;175000;220000;257000;434.5;506.329113924051;220000;observed;;506.329113924051;observed;
32010A0QB;18;195000;272000;299000;576.5;471.812662619254;272000;observed;;471.812662619254;observed;
32010A10-;41;245000;300000;380000;532;563.90977443609;300000;observed;;563.90977443609;observed;
32010A21-;5;200000;285000;325000;639;446.009389671361;285000;observed;;446.009389671361;observed;
32011A001;14;180000;210000;235000;202;1039.60396039604;210000;observed;;1039.60396039604;observed;
32011A013;13;280000;325000;360000;631;515.055467511886;325000;observed;;515.055467511886;observed;
32011A02-;34;139000;254500;328000;244;1043.03278688525;254500;observed;;1043.03278688525;observed;
32011A03-;15;202000;252000;389000;943;267.232237539767;252000;observed;;267.232237539767;observed;
32011A052;46;193000;240000;325000;544;441.176470588235;240000;observed;;441.176470588235;observed;
32011A08-;6;274500;400000;540050;1873.5;213.504136642647;400000;observed;;213.504136642647;observed;
32011A091;10;260000;265000;330000;1056.5;250.828206341694;265000;observed;;250.828206341694;observed;
32011A10-;11;269000;295000;371000;660;446.969696969697;295000;observed;;446.969696969697;observed;
32011A110;18;212000;266620;348500;695;383.625899280576;266620;observed;;383.625899280576;observed;
32011B00-;38;210000;269770;345000;485.5;555.653964984552;269770;observed;;555.653964984552;observed;
32011B01-;12;182500;196455.455;260000;562.5;349.254142222222;196455.455;observed;;349.254142222222;observed;
32011B082;12;235000;251000;265000;760;330.263157894737;251000;observed;;330.263157894737;observed;
32011B091;6;270000;355000;450000;2010.5;176.572991793086;355000;observed;;176.572991793086;observed;
32011B10-;9;245000;402000;455000;617;651.539708265802;402000;observed;;651.539708265802;observed;
32011B19-;12;195000;324500;580000;1086;298.802946593002;324500;observed;;298.802946593002;observed;
32011B28-;6;292500;392500;562500;1209;324.64846980976;392500;observed;;324.64846980976;observed;
32011C00-;21;121500;162500;255000;618;262.94498381877;162500;observed;;262.94498381877;observed;
32011D00-;40;195000;240000;285000;409.5;586.080586080586;240000;observed;;586.080586080586;observed;
32011D01-;14;185000;269500;305000;560.5;480.820695807315;269500;observed;;480.820695807315;observed;
32011D091;10;240000;259000;400000;683.5;378.931967812729;259000;observed;;378.931967812729;observed;
32030A00-;32;160000;195000;262000;280;696.428571428571;195000;observed;;696.428571428571;observed;
33011A02-;55;150000;248750;289000;111;2240.99099099099;248750;observed;;2240.99099099099;observed;
32030A091;18;123750;224500;350000;365;615.068493150685;224500;observed;;615.068493150685;observed;
32030B00-;13;127500;152500;214500;340;448.529411764706;152500;observed;;448.529411764706;observed;
33011A032;26;180000;237750;335000;90;2641.66666666667;237750;observed;;2641.66666666667;observed;
32030B09-;5;235000;240000;250000;932;257.510729613734;240000;observed;;257.510729613734;observed;
32030C00-;12;183500;221500;292500;545.5;406.049495875344;221500;observed;;406.049495875344;observed;
32030C09-;6;218000;347500;442500;1147.5;302.832244008715;347500;observed;;302.832244008715;observed;
33011A001;55;149000;182800;285000;104.25;1753.47721822542;182800;observed;;1753.47721822542;observed;
33011A011;53;168600;230000;278000;99;2323.23232323232;230000;observed;;2323.23232323232;observed;
33011A101;64;175000;265000;325000;485;546.39175257732;265000;observed;;546.39175257732;observed;
33011A112;48;190000;232500;260000;340;683.823529411765;232500;observed;;683.823529411765;observed;
33011A121;19;275000;302500;349500;548;552.007299270073;302500;observed;;552.007299270073;observed;
33011A182;15;182500;226500;290000;1296;174.768518518519;226500;observed;;174.768518518519;observed;
52011C09-;7;79000;97500;125000;155;629.032258064516;97500;observed;;629.032258064516;observed;
33011A201;30;150000;185000;262000;290;637.931034482759;185000;observed;;637.931034482759;observed;
33011A219;21;298000;360000;400000;600;600;360000;observed;;600;observed;
33011A222;22;300000;371000;448000;498.75;743.859649122807;371000;observed;;743.859649122807;observed;
33011A301;36;215000;297500;377500;645;461.240310077519;297500;observed;;461.240310077519;observed;
33011A312;26;285000;325000;350000;504.5;644.20218037661;325000;observed;;644.20218037661;observed;
33011A322;10;256500;267500;300500;376.5;710.491367861886;267500;observed;;710.491367861886;observed;
33011A331;31;148000;194500;248000;297;654.882154882155;194500;observed;;654.882154882155;observed;
33011A400;50;197000;245000;289000;275;890.909090909091;245000;observed;;890.909090909091;observed;
33011A412;11;135000;212500;280000;550;386.363636363636;212500;observed;;386.363636363636;observed;
33011A421;41;165000;199700;315000;181.75;1098.76203576341;199700;observed;;1098.76203576341;observed;
33011B00-;13;137500;270000;370000;521;518.234165067179;270000;observed;;518.234165067179;observed;
33011C000;20;278000;349000;480000;779;448.01026957638;349000;observed;;448.01026957638;observed;
33011C010;11;245000;259000;475000;734;352.861035422343;259000;observed;;352.861035422343;observed;
21015A831;29;579000;750000;933500;220;3409.09090909091;750000;observed;;3409.09090909091;observed;
21016A00-;55;530000;620000;730000;158.75;3905.51181102362;620000;observed;;3905.51181102362;observed;
21016A01-;82;542500;670000;778000;409.5;1636.14163614164;670000;observed;;1636.14163614164;observed;
21016A102;29;855000;1052500;1450000;250;4210;1052500;observed;;4210;observed;
21019A52-;6;660000;815000;940000;202.5;4024.69135802469;815000;observed;;4024.69135802469;observed;
23002A00-;46;270000;302500;351500;162.5;1861.53846153846;302500;observed;;1861.53846153846;observed;
23002A01-;43;265000;350000;428000;265;1320.75471698113;350000;observed;;1320.75471698113;observed;
23002A02-;12;500000;559000;600000;615;908.943089430894;559000;observed;;908.943089430894;observed;
23002A030;18;317500;340000;390500;286;1188.81118881119;340000;observed;;1188.81118881119;observed;
23002A042;16;265000;298000;335000;559.5;532.618409294013;298000;observed;;532.618409294013;observed;
23002A090;28;365000;440000;515000;666.5;660.165041260315;440000;observed;;660.165041260315;observed;
23002A100;22;275000;337500;385000;277.5;1216.21621621622;337500;observed;;1216.21621621622;observed;
23002A112;18;365000;462500;480000;566;817.137809187279;462500;observed;;817.137809187279;observed;
23002A29-;19;460000;550000;638000;1544;356.217616580311;550000;observed;;356.217616580311;observed;
23002A30-;35;280000;312000;379000;511.25;610.268948655257;312000;observed;;610.268948655257;observed;
23002A38-;8;335000;383500;435000;662.5;578.867924528302;383500;observed;;578.867924528302;observed;
23094A05-;19;350000;381000;440000;208;1831.73076923077;381000;observed;;1831.73076923077;observed;
23002C00-;14;470000;550250;604000;488;1127.56147540984;550250;observed;;1127.56147540984;observed;
23002C072;5;331000;398500;450000;537;742.085661080074;398500;observed;;742.085661080074;observed;
23002D00-;7;225000;320000;530000;450;711.111111111111;320000;observed;;711.111111111111;observed;
23002D022;7;345000;450000;500000;464;969.827586206897;450000;observed;;969.827586206897;observed;
23002D033;16;421250;470000;529500;497;945.674044265594;470000;observed;;945.674044265594;observed;
23002E000;17;328500;342500;367000;225;1522.22222222222;342500;observed;;1522.22222222222;observed;
23002E020;15;350000;362000;422500;352;1028.40909090909;362000;observed;;1028.40909090909;observed;
23002D091;8;575000;600000;650000;1205;497.925311203319;600000;observed;;497.925311203319;observed;
23003D030;10;225000;262500;393000;747;351.40562248996;262500;observed;;351.40562248996;observed;
33011J00-;13;182500;200000;240000;418;478.468899521531;200000;observed;;478.468899521531;observed;
33011J10-;7;153000;179500;290000;1160;154.741379310345;179500;observed;;154.741379310345;observed;
33011K00-;20;172500;215000;250000;517.75;415.258329309512;215000;observed;;415.258329309512;observed;
33021A041;37;133500;165500;193000;110;1504.54545454545;165500;observed;;1504.54545454545;observed;
33011L000;12;250000;275000;345000;575;478.260869565217;275000;observed;;478.260869565217;observed;
33011L012;6;182500;275250;339250;609.5;451.599671862182;275250;observed;;451.599671862182;observed;
33011L081;9;496250;545000;562500;1545;352.750809061489;545000;observed;;352.750809061489;observed;
33021A433;14;90000;170000;210000;417.5;407.185628742515;170000;observed;;407.185628742515;observed;
33021A494;10;163000;219000;320325;977;224.155578300921;219000;observed;;224.155578300921;observed;
33021B082;10;255000;279000;360000;1985;140.554156171285;279000;observed;;140.554156171285;observed;
33021D00-;27;115000;160000;245000;375;426.666666666667;160000;observed;;426.666666666667;observed;
33021D089;9;150000;257500;380000;475.5;541.535226077813;257500;observed;;541.535226077813;observed;
33021E00-;19;85000;172500;229500;215.75;799.536500579374;172500;observed;;799.536500579374;observed;
33021D091;5;100000;109500;119000;792;138.257575757576;109500;observed;;138.257575757576;observed;
33021F000;29;130000;163000;282500;324;503.086419753086;163000;observed;;503.086419753086;observed;
33021F090;9;125000;200000;345000;830;240.963855421687;200000;observed;;240.963855421687;observed;
33021F19-;6;260000;400000;490000;561;713.01247771836;400000;observed;;713.01247771836;observed;
33021F20-;6;170000;190000;269000;430;441.860465116279;190000;observed;;441.860465116279;observed;
35002A122;25;260000;310000;359000;274;1131.38686131387;310000;observed;;1131.38686131387;observed;
33021F29-;6;131236;296500;567500;1810;163.812154696133;296500;observed;;163.812154696133;observed;
33029A00-;41;100000;155500;211000;145.5;1068.72852233677;155500;observed;;1068.72852233677;observed;
33029A01-;26;125000;180000;222000;195;923.076923076923;180000;observed;;923.076923076923;observed;
33029A02-;56;180000;215000;255000;287.5;747.826086956522;215000;observed;;747.826086956522;observed;
33029A03-;22;118000;183500;260000;216.5;847.575057736721;183500;observed;;847.575057736721;observed;
33029A04-;41;190000;220000;290000;306.5;717.781402936378;220000;observed;;717.781402936378;observed;
33029A05-;14;218074.75;238750;258500;334.5;713.751868460389;238750;observed;;713.751868460389;observed;
33029A091;21;130000;190000;335000;465;408.602150537634;190000;observed;;408.602150537634;observed;
33029A10-;33;145000;170000;214000;389;437.017994858612;170000;observed;;437.017994858612;observed;
33029A20-;97;111500;149500;200000;235;636.170212765957;149500;observed;;636.170212765957;observed;
33029A21-;24;185000;199750;315000;317.5;629.133858267717;199750;observed;;629.133858267717;observed;
33029A30-;13;175000;260000;280000;473;549.682875264271;260000;observed;;549.682875264271;observed;
33029A39-;6;275000;400000;510000;1282.5;311.890838206628;400000;observed;;311.890838206628;observed;
33029B001;114;140000;215000;282500;277;776.173285198556;215000;observed;;776.173285198556;observed;
33029B012;8;125000;127500;130000;333.5;382.308845577211;127500;observed;;382.308845577211;observed;
33029B023;14;280000;327500;360000;844.5;387.803433984606;327500;observed;;387.803433984606;observed;
33029B032;5;150000;160000;170000;600;266.666666666667;160000;observed;;266.666666666667;observed;
33029B043;14;220000;340000;389000;427.5;795.321637426901;340000;observed;;795.321637426901;observed;
33029B091;23;160000;210000;380000;884;237.556561085973;210000;observed;;237.556561085973;observed;
35013D30-;82;185000;230000;280000;133.5;1722.84644194757;230000;observed;;1722.84644194757;observed;
33029B19-;6;289000;399000;525000;753;529.880478087649;399000;observed;;529.880478087649;observed;
33037A00-;52;157500;247893.52;325000;481.5;514.835970924195;247893.52;observed;;514.835970924195;observed;
33037A011;21;275000;332500;406250;883.5;376.344086021505;332500;observed;;376.344086021505;observed;
33037A032;20;156501;270000;285000;165;1636.36363636364;270000;observed;;1636.36363636364;observed;
33037A091;23;240000;265000;325000;810;327.160493827161;265000;observed;;327.160493827161;observed;
33037A283;13;153000;200000;575000;852;234.741784037559;200000;observed;;234.741784037559;observed;
33037B001;30;178000;272500;350000;480.5;567.117585848075;272500;observed;;567.117585848075;observed;
33037B022;6;139000;245000;400000;620;395.161290322581;245000;observed;;395.161290322581;observed;
33037C00-;64;175000;282000;382000;460.75;612.045577862181;282000;observed;;612.045577862181;observed;
33037C091;15;204000;277000;364500;11057.75;25.05030408537;277000;observed;;25.05030408537;observed;
33037B091;12;267000;405000;529000;1562.5;259.2;405000;observed;;259.2;observed;
33037D00-;11;100000;155000;300000;245.5;631.364562118126;155000;observed;;631.364562118126;observed;
33037D01-;18;160000;238750;319500;595.5;400.923593618808;238750;observed;;400.923593618808;observed;
33037D091;19;190000;265000;345000;593;446.880269814503;265000;observed;;446.880269814503;observed;
33037E00-;12;183000;183000;183000;220;831.818181818182;183000;observed;;831.818181818182;observed;
33037E09-;6;215000;215000;215000;467;460.385438972163;215000;observed;;460.385438972163;observed;
33039A00-;26;209000;271000;347500;395;686.075949367089;271000;observed;;686.075949367089;observed;
33039B000;40;162000;225000;253750;457.5;491.803278688525;225000;observed;;491.803278688525;observed;
33039B090;11;99000;279000;335000;1910;146.073298429319;279000;observed;;146.073298429319;observed;
33039B19-;9;220000;235000;289000;688;341.56976744186;235000;observed;;341.56976744186;observed;
33039B210;12;85000;130000;145000;337;385.756676557863;130000;observed;;385.756676557863;observed;
33039D00-;39;112500;159500;270000;270;590.740740740741;159500;observed;;590.740740740741;observed;
33039D091;6;144500;325000;492500;888;365.990990990991;325000;observed;;365.990990990991;observed;
35013D311;16;199000;277500;319000;270;1027.77777777778;277500;observed;;1027.77777777778;observed;
33039E00-;11;125000;182500;399000;515;354.368932038835;182500;observed;;354.368932038835;observed;
33040B00-;16;172000;216250;392500;371.5;582.099596231494;216250;observed;;582.099596231494;observed;
33039F00-;13;116500;197500;280000;480;411.458333333333;197500;observed;;411.458333333333;observed;
33039G00-;18;240000;295000;330000;520.5;566.762728146014;295000;observed;;566.762728146014;observed;
33040B09-;6;85000;136250;187500;556;245.053956834532;136250;observed;;245.053956834532;observed;
33039G09-;6;99000;159500;220000;891.5;178.91194615816;159500;observed;;178.91194615816;observed;
33039H20-;11;123000;240000;265000;351;683.760683760684;240000;observed;;683.760683760684;observed;
33039H290;7;200000;250250;300500;990;252.777777777778;250250;observed;;252.777777777778;observed;
33040A001;40;206500;247500;275500;324.5;762.71186440678;247500;observed;;762.71186440678;observed;
33040A012;45;185000;226950;300000;440.75;514.917753828701;226950;observed;;514.917753828701;observed;
33040A023;12;143500;197500;286750;351;562.678062678063;197500;observed;;562.678062678063;observed;
33041B09-;14;220000;350000;405000;1431.5;244.498777506112;350000;observed;;244.498777506112;observed;
33040A09-;11;170000;231235;292470;1257.75;183.84814152256;231235;observed;;183.84814152256;observed;
33040A10-;13;115000;219000;336000;366;598.360655737705;219000;observed;;598.360655737705;observed;
33040A19-;7;300000;355000;393707;478;742.677824267782;355000;observed;;742.677824267782;observed;
33040A200;9;180000;205000;225000;896;228.794642857143;205000;observed;;228.794642857143;observed;
33040A21-;12;135000;210000;437000;666;315.315315315315;210000;observed;;315.315315315315;observed;
33040C00-;37;175000;220500;299000;403;547.146401985112;220500;observed;;547.146401985112;observed;
33040C09-;8;235000;238600;250000;445;536.179775280899;238600;observed;;536.179775280899;observed;
34013C042;13;342000;350000;379000;698.25;501.25313283208;350000;observed;;501.25313283208;observed;
33040C212;5;206500;395000;640000;693;569.98556998557;395000;observed;;569.98556998557;observed;
33041A00-;21;137000;210000;323000;209;1004.78468899522;210000;observed;;1004.78468899522;observed;
33041C00-;19;140000;175000;317000;428;408.878504672897;175000;observed;;408.878504672897;observed;
33041C010;5;265000;266250;267500;900;295.833333333333;266250;observed;;295.833333333333;observed;
35013D32-;31;128000;209500;270000;99.5;2105.52763819095;209500;observed;;2105.52763819095;observed;
33041A08-;6;292500;292500;292500;530.5;551.366635249764;292500;observed;;551.366635249764;observed;
33041A09-;14;279000;435000;450000;1515.5;287.033982184098;435000;observed;;287.033982184098;observed;
33041B000;12;190000;279650;320000;295;947.966101694915;279650;observed;;947.966101694915;observed;
34002A001;48;252000;273000;396500;315;866.666666666667;273000;observed;;866.666666666667;observed;
34002A01-;14;205000;215000;262000;685;313.868613138686;215000;observed;;313.868613138686;observed;
34002A022;10;145000;165000;255000;353.5;466.760961810467;165000;observed;;466.760961810467;observed;
33041C09-;5;192250;263500;332500;800;329.375;263500;observed;;329.375;observed;
34002A082;7;325000;422861;520722;1212;348.895214521452;422861;observed;;348.895214521452;observed;
34002A091;19;360000;385000;510000;897;429.208472686734;385000;observed;;429.208472686734;observed;
34022A051;8;239000;467650.5;680000;212.5;2200.70823529412;467650.5;observed;;2200.70823529412;observed;
34002A10-;21;205000;268500;320000;407;659.70515970516;268500;observed;;659.70515970516;observed;
34002A182;10;262000;277500;475000;486;570.987654320988;277500;observed;;570.987654320988;observed;
34002F052;11;220000;284750;356000;275;1035.45454545455;284750;observed;;1035.45454545455;observed;
34002A191;6;426000;449000;735000;1044.5;429.870751555768;449000;observed;;429.870751555768;observed;
34002B002;6;150000;162000;335000;429;377.622377622378;162000;observed;;377.622377622378;observed;
52011H021;12;89500;115000;181250;325;353.846153846154;115000;observed;;353.846153846154;observed;
34002C00-;14;324500;427000;445000;715.5;596.785464709993;427000;observed;;596.785464709993;observed;
34003A011;25;180000;215000;239000;467;460.385438972163;215000;observed;;460.385438972163;observed;
34009A31-;30;199000;245000;295000;272.5;899.082568807339;245000;observed;;899.082568807339;observed;
34002C091;7;200000;270000;435000;664;406.626506024096;270000;observed;;406.626506024096;observed;
34002D00-;27;220000;251000;380000;597.25;420.259522812892;251000;observed;;420.259522812892;observed;
52011H401;24;103000;130000;210000;210;619.047619047619;130000;observed;;619.047619047619;observed;
34002D08-;13;210000;322500;400000;578.25;557.717250324254;322500;observed;;557.717250324254;observed;
57027E00-;9;149000;207000;275000;850;243.529411764706;207000;observed;;243.529411764706;observed;
34002D09-;11;260000;410000;457500;890;460.674157303371;410000;observed;;460.674157303371;observed;
34002E00-;31;171250;228875;319500;463;494.330453563715;228875;observed;;494.330453563715;observed;
34002E012;7;232500;282500;427500;524;539.12213740458;282500;observed;;539.12213740458;observed;
35013D522;21;249900;310000;330000;279;1111.11111111111;310000;observed;;1111.11111111111;observed;
34022A101;106;158000;213750;300000;159.75;1338.02816901408;213750;observed;;1338.02816901408;observed;
34002E091;5;351500;649250;947000;1282;506.435257410296;649250;observed;;506.435257410296;observed;
34002E112;5;500000;500000;500000;414;1207.72946859903;500000;observed;;1207.72946859903;observed;
34002E191;20;215000;256500;355000;506.5;506.416584402764;256500;observed;;506.416584402764;observed;
34002F001;28;210000;245000;393500;338.5;723.781388478582;245000;observed;;723.781388478582;observed;
34002F011;20;190000;210000;219000;354;593.220338983051;210000;observed;;593.220338983051;observed;
34022B111;41;190000;232500;261000;220;1056.81818181818;232500;observed;;1056.81818181818;observed;
34002F02-;30;205000;290000;311050;513.5;564.75170399221;290000;observed;;564.75170399221;observed;
34002F032;7;182000;239000;272630;362;660.220994475138;239000;observed;;660.220994475138;observed;
34002F042;15;175000;450000;540000;903;498.338870431894;450000;observed;;498.338870431894;observed;
34022A111;62;167500;229000;280500;136.5;1677.65567765568;229000;observed;;1677.65567765568;observed;
34002F0AA;10;239500;275000;345025;392.5;700.636942675159;275000;observed;;700.636942675159;observed;
34003A021;27;154000;194750;237500;217.75;894.374282433984;194750;observed;;894.374282433984;observed;
34003A00-;63;135000;220000;315000;389.75;564.464400256575;220000;observed;;564.464400256575;observed;
34003A03-;21;144000;167000;231132;459.25;363.636363636364;167000;observed;;363.636363636364;observed;
34003A04-;22;120000;199000;280000;351.5;566.145092460882;199000;observed;;566.145092460882;observed;
34003A052;6;260000;291000;340000;608;478.618421052632;291000;observed;;478.618421052632;observed;
34022A12-;12;150000;260000;285000;233.5;1113.4903640257;260000;observed;;1113.4903640257;observed;
34003A09-;17;185000;275000;450000;560;491.071428571429;275000;observed;;491.071428571429;observed;
34003A10-;18;115000;200000;240000;475;421.052631578947;200000;observed;;421.052631578947;observed;
34003A282;8;180000;260000;275000;743.5;349.69737726967;260000;observed;;349.69737726967;observed;
34003B00-;10;263000;285000;305000;370;770.27027027027;285000;observed;;770.27027027027;observed;
63073A70-;5;235000;325000;345000;1144;284.090909090909;325000;observed;;284.090909090909;observed;
