NISCode	sum_ParcelsNumber	avg_PriceP25	avg_PriceP50	avg_PriceP75	avg_ParcelsAreaP50	average_price_m2
25015B180						
25015B190	1				2910	
25018A000	22	305000	400000	580000	1229.5	325.335502236682
25018A01-	11	390000	515000	630000	1088	473.345588235294
25018A082	7	325352.5	362852.5	557500	1647	220.311171827565
25018A085	1				1384	
25018A091	5	435000	500000	675000	1293	386.697602474865
25018A10-	12	365000	400000	523665	631	633.91442155309
25018A110	16	260000	317500	375000	489.5	648.621041879469
25018A120	11	402500	649000	762900	1520	426.973684210526
25018A133	13	540000	600000	725000	1112	539.568345323741
25018A144	13	442500	569000	737500	2767.25	205.619297136146
25018A182	8	422500	462500	507500	928.5	498.115239633818
25018A191						
25018B00-	12	285000	395000	528000	617	640.194489465154
25018B010	9	300000	435500	510500	1479.25	294.405948960622
25018B09-	7	360000	385000	495000	1408	273.4375
25018B10-	7	440000	492500	545000	64	7695.3125
25018B11-	6	200000	380000	745000	1282	296.411856474259
25018B191	1				626	
25018B312	12	335000	430250	525500	691	622.648335745297
25018C000	9	192500	267500	597500	387	691.214470284238
25018C01-	9	465000	480000	605000	1004	478.08764940239
25018C020	4				1468.5	
25018C112	50	460000	525000	599000	1222.5	429.447852760736
25018C193	2				3072.5	
25018C294	4				950	
25018D00-	12	245000	380000	490000	909.5	417.811984606927
25018D082	2				1995	
25018D091	1				680	
25018E000	10	340000	515000	600000	1316	391.337386018237
25018E01-	8	380000	432500	510000	1945	222.365038560411
25018E02-	2				1495.5	
25018E032	6	237500	432500	695000	1297.5	333.333333333333
25018E081	2				1796.5	
25018E091	1				2618	
25018E112	2				2345	
25018F00-	20	340554.2	472500	590000	1313.5	359.725923106205
25018F09-	3				17311	
25023A001	25	226000	295000	392250	445.25	662.549129702414
25023A011	21	310000	362500	402500	400	906.25
25023A022	33	240000	305000	366000	520	586.538461538462
25023A073						
25023A082						
25023A091	1				1078	
25023A100	14	320000	350000	430000	2723.75	128.499311610831
25023A1AA	3				2170	
25023A1PA	2				970	
25023A200	19	265125	413500	515000	1090	379.357798165138
25023A28-	1				5788	
25023A291	3				660	
25023A2AB	3				1000	
25023A2PB						
25023A30-	12	260000	345000	396000	340	1014.70588235294
25023A310	11	337500	530000	605000	1500	353.333333333333
25023A382	3				1350	
25023A391	1				987	
25023A40-	6	237500	277500	370000	639.5	433.932759968726
25023A492	2				1101	
25023A499	5	345000	395000	445000	734	538.147138964578
25023A512	14	250000	282000	320000	220	1281.81818181818
25023A610	13	375000	485000	580000	818	592.909535452323
25031A00-	37	150000	197500	305000	436	452.981651376147
25031A01-	5	240000	300000	385000	331	906.344410876133
25031A070	1				90	
25031B000	5	400000	400000	400000	858	466.200466200466
25031B082						
25031B091	8	465000	585000	650000	1421	411.681914144968
25031B11-	18	260000	300000	410000	712.5	421.052631578947
25031B122	9	517500	583750	632500	2262	258.068081343943
25031B133	13	340000	404550	484096.775	686	589.723032069971
25031B191	1				2758	
25031B2AJ	24	327500	470000	532500	982	478.615071283096
25031B31-	3				457	
25031B382						
25031B391						
25031C00-	4				257.5	
25031C01-	20	210000	325000	465000	506	642.292490118577
25031C09-	3				1131	
25031C11-	10	271250	390000	446000	507.5	768.472906403941
25031C19-	1				1066	
25031C20-	5	193000	227500	287500	330	689.393939393939
25031D00-	33	245000	345000	386100	774.75	445.304937076476
25031D09-						
25031E000	25	300000	390000	499000	467	835.117773019272
25031E01-	9	330000	370000	490000	505	732.673267326733
25031E02-	6				338	
25031E082	1				1880	
25031E091	1				4505	
25031E11-	4				1379	
25031E191	10	250000	595000	730000	1060	561.320754716981
25031E292						
25031F000	19	310000	385000	560000	673	572.065378900446
25031F01-	2				2312.5	
25031F022						
25031F08-	2				1618.5	
25031F091						
25031G00-	16	320000	540000	605690	805	670.807453416149
25031G013	2				2554	
25031G082	3				1013	
25031G091	3				3210	
25031G11-	6	212500	615000	850000	525	1171.42857142857
25031G19-	1				4067	
25031G214	2				1101.5	
25031H00-	23	325000	375000	495000	528.5	709.555345316935
25031H089	5	358000	375500	547500	1745	215.186246418338
25031H09-	7	180000	300000	301000	690	434.782608695652
25031H10-	9	260000	325000	375000	530	613.207547169811
25031H110	7	385000	435000	535000	1224.75	355.17452541335
25031H120	33	430000	545000	735000	1623.75	335.642802155504
25031H132	15	673.44	75376.98	500000	1525	49.4275278688525
25031H210	2				1232.5	
25031H29-	4				3160.5	
25037A001	50	265500	357000	472500	538	663.568773234201
25037A012	9	265000	312500	347500	808	386.757425742574
25037A023	23	275000	435000	549000	817.5	532.110091743119
25037A091	1				2805	
25037A18-	6	445000	520000	700000	1750	297.142857142857
25037A199	3				1626	
25037A282	26	600000	1216250	1450000	4108.5	296.032615309724
25037A291						
25037A30-	18	307500	405500	525000	797.5	508.46394984326
25037A39-						
25037A41-	3				3508	
25037A500	6	500000	540000	554000	515.5	1047.52667313288
25037A590						
25037A600	23	228000	313027	395000	840	372.65119047619
25037A68-						
25037A691	16	435000	470000	476000	458.5	1025.08178844057
25037A71-	8	300000	310000	390000	1006	308.151093439364
25037A782						
25037A793	3				334	
25037A892	11	498630.5	541815.25	585000	940	576.39920212766
25037B00-	10	290000	380000	422500	2451	155.038759689922
25037B01-	10	266000	300000	300000	1200	250
25037B02-	2				820.5	
25037B082						
25037B091						
25037B109	25	350000	410000	432500	995	412.060301507538
25037B299						
25037C001	13	439000	585000	800000	993.25	588.975585200101
25037C012	4				1763.5	
25037C090						
25037C10-	3				800	
25037C190	1				3093	
25037C21-						
25037C290	2				1076.5	
25037D00-	7	396000	526500	650000	680	774.264705882353
25037D091	2				3392	
25037D10-	6	430000	435000	505000	1525.5	285.152409046214
25037D19-	1				1666	
25037D20-	17	200000	256000	330000	995.25	257.221803566943
25037D21-	5	350000	422500	545000	2035	207.616707616708
25037D222	5	475000	515000	582500	1029	500.485908649174
25037D29-	2				1199.5	
25037D391	1				3500	
25037E001	54	251000	331000	375000	576.75	573.905504984829
25037E012	15	284000	385000	461500	1117	344.673231871083
25037E082						
25037E091	1				580	
25037E193	3				1193	
25037E294	3				661	
25043A00-	19	270000	330000	450000	696	474.137931034483
25043A01-	2				690.5	
25043A022	2				1097.5	
25043A091	4				861	
25043B000	9	277500	368000	416000	1205	305.394190871369
25043B080	7	165000	275000	387500	1819	151.181968114349
25043B09-	2				1515	
25043B19-	2				1219	
25043C00-	23	297000	340000	450000	1014.25	335.223071234903
25043C09-	2				3491.5	
25043C10-	12	321277.44	360000	389000	682	527.859237536657
25043C19-	2				1600	
25043D00-	16	175000	332000	390000	1170	283.760683760684
25043D19-	1				3800	
25043E001	6	263750	345000	397500	887	388.951521984216
25043E01-	7	275000	280000	385000	1228	228.013029315961
25043E082	1				15570	
25043E091	3				1001	
25043E092						
25043E100	6	201000	405000	415000	619	654.281098546042
25043E122	5	160000	430000	440000	1257	342.084327764519
25043E183						
25043E19-						
25044A00-	10	206000	295000	420000	357	826.330532212885
25044A01-	6	260000	327500	469500	860.5	380.592678675189
25044A033	6	360000	470000	650000	2240	209.821428571429
25044A082	8	324000	375000	480000	1022.5	366.748166259169
25044A091	2				1688.5	
25044A11-						
25044A19-						
25044A200	10	255000	283500	315000	536.5	528.424976700839
25044A290	6	358000	455000	547500	1326.5	343.007915567282
25044A39-	1				210	
25044A47-						
25044A49-	13	272900	340000	402500	1108	306.859205776173
25044A61-	1				174	
25044A682						
25044A691	3				1661	
25044B00-	2				2354.5	
25044B08-	10	280000	293750	482500	1103.5	266.198459447213
25044B09-	1				393	
25044C00-	23	260000	337000	425000	584	577.054794520548
25044C01-	16	225000	350000	365000	500	700
25044C072	3				160	
25044C081	11	257500	315500	402850	771	409.208819714656
25044C091	5	355000	512500	577500	1716	298.659673659674
25044C10-	8	180000	231250	257000	251	921.314741035857
25044C19-						
25048A00-	11	177000	201250	262500	131	1536.25954198473
25048A01-	7	206250	280000	367500	150	1866.66666666667
25048A02-	63	170000	208500	265000	814.25	256.063862450107
25048A03-	12	150000	285000	370000	358	796.08938547486
25048A04-	13	290000	325000	515000	587	553.66269165247
25048A072						
25048A081						
25048A09-	1				1738	
25048A19-	4				1890	
25048A20-	50	130000	195000	268000	310.25	628.525382755842
25048A29-	15	330000	367500	390000	1016	361.712598425197
25048B00-	10	350000	402250	435000	1080.5	372.281351226284
25048B01-	6	340000	355000	545000	1190	298.319327731092
25048B099	9	275000	375000	695000	2556.5	146.684920790143
25048C00-	11	423027	483750	687500	1050	460.714285714286
25048C082	1				933	
25048C091	2				1632.5	
25048D00-	19	272000	325000	390000	750	433.333333333333
25048D09-						
25048D191						
25048E00-	16	243000	336000	450000	687	489.082969432314
25048E08-	6	290000	332500	580000	1189	279.646761984861
25048E099	4				1258	
25048F00-	9	364500	397500	420250	1090	364.678899082569
25048F01-	3				1534	
25123C043	2				1619.5	
25048F02-	12	325000	350000	530000	675.5	518.134715025907
25048F099	1				1080	
25048F100	11	267500	362500	402500	730	496.575342465753
25048F190	2				2905	
25048F49-						
25048G000	12	236000	385000	485000	992.5	387.909319899244
25048G09-	1				2616	
25048H00-	2				1303	
25048H090						
25048H10-	19	175000	307500	370000	763	403.014416775885
25048H182	3				2822	
25048H191						
25048J00-	15	235000	350000	385000	776	451.030927835052
25048J090						
25048J10-	14	320000	390000	495000	817.5	477.064220183486
25048J190	1				541	
25048K009	34	300000	372500	420000	945	394.179894179894
25048K099	1				2360	
25048K10-	3				1710	
25050A00-	30	280000	326000	390000	385	846.753246753247
25050A010	18	350000	415000	485000	296	1402.02702702703
25050A02-	39	370000	480000	550000	492.5	974.619289340102
25050A041	18	360000	450000	510000	440.5	1021.56640181612
25050A052	19	475000	516000	625000	587	879.045996592845
25050A082						
25050A099	1				666	
25050A100	13	455000	602500	910000	840	717.261904761905
25050A29-						
25050A31-	31	480000	620000	695000	706	878.186968838527
25050A320	22	460000	581000	800000	1000	581
25050A413	3				2500	
25068A001	35	185000	352500	398000	391.5	900.383141762452
25068A012	7	180000	215000	410000	252	853.174603174603
25068A082						
25068A091	9	455000	542500	575000	971	558.70236869207
25068A19-	3				1736	
25068B000	18	307500	377500	447500	1116	338.26164874552
25068B072						
25068B091	1				1494	
25068C00-	18	350000	435000	570000	775	561.290322580645
25068C010	9	315000	430000	465000	991	433.905146316852
25068C02-	1				1322	
25068C082	3				1076	
25068C091	2				2020	
25068C100	10	337500	467500	575000	740	631.756756756757
25068C113	2				1300.5	
25068C19-	2				339.5	
25072A001	28	204000	225000	325500	119.5	1882.84518828452
25072A01-	38	193000	257000	335000	152.5	1685.24590163934
25072A02-	28	200000	290000	355000	250	1160
25072A03-	16	212500	262500	305000	130	2019.23076923077
25072A042	24	198000	240000	265000	112.5	2133.33333333333
25072A082						
25072A091						
25072A100	33	255000	313750	415000	412	761.529126213592
25072A11-	17	265000	335000	355500	684	489.766081871345
25072A12-	25	210000	297500	345000	350	850
25072A17-						
25072A20-	44	255000	300500	395000	612.5	490.612244897959
25072A213	8	322500	362500	383000	652	555.981595092025
25072A224	4				396	
25072A285	2				668.5	
25072A29-	5	367500	545000	606000	1350	403.703703703704
25072A30-	20	295000	361250	465000	267	1352.99625468165
25072A311	30	250000	311000	465000	444.5	699.662542182227
25072A324	18	320000	356500	475000	550	648.181818181818
25072A372	2				646	
25072A382	3				1118	
25072A391	12	510000	535000	575000	267	2003.74531835206
25072A400	52	228000	291000	400000	295.5	984.771573604061
25072A410	16	385000	482222	570000	636.5	757.615082482325
25072A430	10	290000	349000	503750	444.5	785.151856017998
25072A5MJ						
25072B000	6	335000	342000	430000	371	921.832884097035
25072B019	22	305000	407500	465000	707.5	575.971731448763
25072B032	10	382500	550000	830000	835.5	658.288450029922
25072B081	5	501000	535500	570000	244	2194.67213114754
25072B090						
25072C00-	3				641	
25072C09-	2				3235	
25072D00-	1				300	
25072D09-	3				624	
25072E002	2				897.5	
25072E091	11	280000	325000	570000	1775	183.098591549296
25084A000	69	210000	250000	315000	318.5	784.929356357928
25084A01-	13	177500	282500	297500	434.5	650.172612197929
25084A020	11	300000	385000	435000	605	636.363636363636
25084A03-						
25084A072						
25084A089	4				984	
25084A091	3				728	
25084B00-	11	275000	395000	520000	564	700.354609929078
25084B01-	15	265000	357500	375000	760	470.394736842105
25084B02-	2				1551.5	
25084B082						
25084B091						
25084B19-	3				265	
25084C000	18	317500	327500	500000	912	359.100877192982
25084C012	2				4163	
25084C083						
25084C091	2				2163	
25084D00-	6	502500	640000	736750	1160.5	551.486428263679
25084D01-	4				2162	
25084D099	2				870.5	
25084D100	3				1585	
25084E000	9	241250	282500	615000	1551	182.14055448098
25084E199	6	241250	306250	390000	1000	306.25
25091A00-	9	230000	313500	335000	151	2076.15894039735
25091A01-	42	400000	460000	525000	298.5	1541.03852596315
25091A02-	17	299000	400000	473000	602	664.451827242525
25091A031	49	385000	485000	640000	751	645.805592543276
25091A091						
25091A101	34	320000	470000	530000	544	863.970588235294
25091A11-	19	350000	453487.5	575000	455	996.675824175824
25091A122	51	360000	575000	770000	1051.5	546.837850689491
25091A20-	56	379000	440000	605000	1313.5	334.982870194138
25091A212	11	369000	410000	495000	720	569.444444444444
25091A222	39	510000	575000	715000	935.75	614.480363344911
25091B00-	61	342500	432500	587500	339	1275.81120943953
25091B01-	55	423000	495000	610000	784	631.377551020408
25091B02-	22	425000	466516.5	580000	1149	406.019582245431
25091B101	46	340000	395000	585000	295.5	1336.71742808799
25091B112	17	370000	410000	480000	385	1064.93506493506
25091B12-	17	380000	489500	695000	318	1539.30817610063
25091C001	6	520000	557500	585000	1516.5	367.622815694032
25091C012	20	350000	465000	570000	940	494.68085106383
25091C023	24	365000	450000	505000	731	615.595075239398
25091C091	1				4565	
25091C112	3				1393	
25091C183	5				1370	
25105A000	33	180000	217500	280000	198	1098.48484848485
25105A011	12	220000	300000	356000	421.5	711.743772241993
25105A021	47	210000	245000	295000	230	1065.21739130435
25105A041	25	180000	225000	258000	190	1184.21052631579
25105A05-	17	220000	260000	321680	279.5	930.232558139535
25105A072	3				160	
25105A082						
25105A091	1				166	
25105A10-	23	226000	297500	310000	329	904.255319148936
25105A112	32	225000	325000	380000	419	775.656324582339
25105A181	13	321500	340000	360000	566	600.706713780919
25105A190						
25105A202	37	257500	282500	326000	297	951.178451178451
25105A213	55	222500	270000	300000	141.75	1904.7619047619
25105A222	13	280500	335000	364750	579	578.583765112263
25105A271						
25105A301	39	257000	285000	335000	398	716.08040201005
25105A312	23	269500	302500	317500	286	1057.69230769231
25105A322	4				903	
25105A383						
25105A394						
25105B001	22	305302.5	352000	396000	575	612.173913043478
25105B072	4				1090	
25105B090	4				809	
25105B100	19	260000	340000	405000	764	445.026178010471
25105B172	2				390	
25105B190	4				1002.5	
25105C00-	23	250000	265000	290000	372.5	711.409395973154
25105C010	21	290000	340000	415000	421	807.600950118765
25105C02-	41	252000	285000	335000	618	461.165048543689
25105C03-	45	175000	249000	295000	296	841.216216216216
25105C072						
25105C08-	1				1993	
25105C091	1				1210	
25105D00-	24	178000	222500	383250	425.5	522.914218566392
25105D010	16	220000	275000	300000	563	488.454706927176
25105D022	10	345000	351000	380000	697.5	503.225806451613
25105D091	11	250000	280000	540000	334	838.323353293413
25105D191	1				2730	
25107A00-	16	255000	290000	419000	785.5	369.191597708466
25107A01-	16	265000	335000	350000	880	380.681818181818
25107A022	7	520000	545000	770000	1632	333.946078431373
25107A081	1				1484	
25107A09-						
25107B009	28	290000	330000	360000	894.5	368.921185019564
25107B090	1				533	
25107B110	7	285000	327500	365000	920	355.978260869565
25107B191	1				3256	
25107B210	2				1455	
25107B310	6	400000	460000	550000	1406.5	327.05296836118
25107B322	2				5191	
25107B390	1				6122	
25107C00-	20	210000	290000	440000	828.5	350.030175015087
25107C09-						
25107C092						
25107C199						
25107D001	46	220000	285000	330137	416.5	684.273709483793
25107D08-	2				2117	
25107D09-	7	302500	370000	757500	872	424.311926605505
25107D10-	20	286500	350500	422500	698.5	501.789549033644
25107D112	2				752.5	
25107D19-	6	550000	582500	615000	1126.5	517.088326675544
25107D210	1				295	
25107E00-	20	280000	325000	430000	730.5	444.900752908966
25107E01-	18	307500	347500	360000	955	363.874345549738
25107E091	1				2467	
25107E10-	23	255000	276000	320000	620	445.161290322581
25107E11-	4				776.5	
25107E19-	2				2209.5	
25107E212	8	460000	470000	799000	1622.5	289.676425269646
25110A00-	12	310000	400000	595000	209	1913.87559808612
25110A01-	46	465000	567500	738000	714.5	794.261721483555
25110A012						
25110A021	23	515000	622500	730000	644	966.614906832298
25110A03-	15	195750	230750	290000	153.75	1500.81300813008
25110A040	32	395000	442500	575000	309.5	1429.7253634895
25110A10-	47	352000	468500	539000	508.75	920.884520884521
25110A111	9	506000	580000	660000	658	881.45896656535
25110A12-	30	535000	681000	755000	853.5	797.891036906854
25110A13-	43	365000	460000	575000	542	848.708487084871
25110A180	2				944.5	
25110A182						
25110A191	1				1501	
25110A192						
25110A1MJ						
25110A20-	37	370000	392000	440000	259.25	1512.05400192864
25110A210	72	335000	395000	442000	238.25	1657.92235047219
25110A22-	12	295000	430500	560000	404.5	1064.27688504326
25110A233	63	447500	542500	674206.75	814	666.461916461916
25110A290						
25110A315	10	489600	687250	960000	841	817.18192627824
25110A322	45	580000	750000	870000	953.25	786.782061369001
25110A332	17	320000	400000	706000	619	646.203554119548
25110A391	1				1390	
25110A401	18	365000	450000	600000	364	1236.26373626374
25110A412	29	395500	564750	760000	819	689.56043956044
25110A421	22	450000	550000	740000	658.5	835.231586940015
25110A423	25	565000	660000	760000	749	881.174899866489
25110A434	11	650000	733000	834800	714	1026.6106442577
25110A442	39	480000	551640	750000	582	947.835051546392
25110A61-	20	450000	510000	665000	576.5	884.648742411101
25110A62-	56	492500	712500	870000	886	804.176072234763
25110A631	47	655000	937000	1200000	859.75	1089.85170107589
25110A692						
25112A001	25	170000	225000	325000	67	3358.20895522388
25112A011	25	180000	220000	290000	132.25	1663.51606805293
25112A022	5	295000	300000	369000	138	2173.91304347826
25112A032	27	205000	280000	357500	190	1473.68421052632
25112A100	24	235000	270000	350000	137.5	1963.63636363636
25112A11-	39	260000	315500	372500	193.75	1628.38709677419
25112A122	22	410500	490000	612500	724	676.795580110497
25112A132	1				1021	
25112A191	1				175	
25112A201	12	250000	342500	402500	541	633.086876155268
25112A21-	25	342000	436250	534500	827	527.509068923821
25112A222	18	342500	385000	415000	873.5	440.755580995993
25112A2AJ	30	455000	566000	645000	804	703.980099502488
25112A301	27	245000	275000	400000	502.5	547.26368159204
25112A31-	30	255745	284000	350000	433	655.889145496536
25112A32-	22	451000	535000	635000	935.5	571.886691608765
25112A332						
25112A380						
25112A390	4				1182.5	
25112A4MC	5	405000	405000	405000	1138	355.887521968366
25112A4PC	2				155.5	
25112A5AA	12	357500	418750	515000	822	509.428223844282
25112A5BB	14	330000	395000	527144.24	1102.5	358.27664399093
25112A5MA	3				2406	
25112A5PB	11	399500	482500	625000	1747.5	276.108726752504
25112B00-	31	306500	380000	460000	284	1338.02816901408
25112B01-	22	285000	355000	398000	547	648.994515539305
25112B023	9	310000	390000	513000	1032	377.906976744186
25112B074	2				858	
25112B082	4				2871.5	
25112B091						
25112B101						
25112B112	6	355000	417500	460000	440.5	947.786606129398
25112B12-	9	420000	590000	612500	1198	492.487479131886
25112B133	8	396000	465000	520000	680	683.823529411765
25112B185						
25112B200	12	330000	462500	696750	3008	153.75664893617
25112B290	1				1543	
25112B302	9	610000	670000	845000	2517.5	266.137040714995
25112B391	2				6753	
25112C001	20	270000	335000	375000	450	744.444444444444
25112C010	40	315000	417500	525000	723.5	577.05597788528
25112C022	9	395000	435000	520000	830.75	523.62323201926
25112C031	10	430000	542500	602500	1667.5	325.337331334333
25112C042	1				1566	
25112C052	3				420	
25112C091	1				55989	
25112C10-	19	310000	375000	510000	760	493.421052631579
25112C113	5	330000	390000	405000	670	582.089552238806
25112C182	1				3352	
25112C191						
25112C20-	17	370000	402500	540000	698	576.647564469914
25112C210	9	356000	562500	595000	1221	460.687960687961
25112C282	3				1297	
25112C2AV	18	360000	442500	600000	770	574.675324675325
25112C2QV	3				1140	
25112C310	16	490000	600000	710000	1200.5	499.791753436068
25112C322	31	330000	358500	400000	587	610.732538330494
25112C391						
25112C404	16	505000	557500	942500	1842.5	302.578018995929
25117A00-	11	290000	325000	365000	622	522.508038585209
25117A011	5	342500	398500	443500	340	1172.05882352941
25117A090						
25117A101	17	371000	420000	507500	1146	366.492146596859
25117A112	7	315000	390000	470000	713	546.984572230014
25117A122	9	440000	450000	595000	882	510.204081632653
25117A20-	16	144.88	230000	400000	1310.5	175.505532239603
25117A282	1				1121	
25117A291						
25117B001	16	225000	325000	420000	727.5	446.735395189003
25117B022	5	319000	349500	570000	1026	340.643274853801
25117B033	3				1187	
25117B082	1				3189	
25117B091	5	432500	445000	487500	540	824.074074074074
25117B100	17	285000	396000	515000	990	400
25117C00-	13	150000	350000	595000	992	352.822580645161
25117C012						
25117C091						
25117C199	1				1026	
25117D001	17	236000	317500	430812.5	1066	297.842401500938
25117D022	5	280000	340000	750000	1073	316.868592730662
25117D099	4				1009.5	
25118A001	42	220000	277500	300000	433.5	640.138408304498
25118A012	22	155000	199000	346000	473	420.718816067653
25118A082						
25118A091	4				1182.5	
25118B00-	13	179000	277500	325500	794	349.496221662468
25118B09-						
25118B10-	17	150000	200000	250000	500	400
25118B19-	3				506	
25118C00-	11	195000	250000	326750	672	372.02380952381
25118C082						
25118C091						
2511910PQ						
25119A000	3				473	
25119A01-	6	300000	750000	1200000	894	838.926174496644
25119A022	10	505000	969500	1119965	2152.5	450.406504065041
25119A081	2				4622	
25119A090	10	580000	750000	800000	2251.5	333.11125916056
25119A100	17	497500	745000	915000	1210	615.702479338843
25119A110	10	435000	665000	901000	1281	519.125683060109
25119A190	1				1909	
25119A210	22	571500	660000	735000	1995	330.827067669173
25119A310	10	560000	730000	800000	1262.75	578.103345872105
25119A320	11	385000	697500	900000	1925	362.337662337662
25119A382						
25119A400	15	475000	1030000	1145000	2099	490.709861838971
25119A491	1				1031	
25119B00-	9	351083.87	365000	745000	567	643.73897707231
25119B012	11	840000	885000	1010000	2941	300.918055083305
25119B099	1				2178	
25119B101	11	400000	425000	695000	844	503.554502369668
25119B112	13	800000	1040000	1725000	5468.5	190.180122519887
25119B190	1				3073	
25119B21-	1				100	
25119C00-	7	346000	375000	440000	510	735.294117647059
25119C010	9	753000	870000	1085000	1401	620.985010706638
25119C090	1				2350	
25119C110	11	662000	717500	1025000	1871	383.484767504009
25119C190	1				890	
25119D001	5	260000	476000	758500	590	806.779661016949
25119D010	14	610000	680000	795000	1946.5	349.344978165939
25119D02-	11	560000	655000	800000	505	1297.0297029703
25119D032	11	485000	622800	707500	1600	389.25
25119D042	8	870000	1177500	1600000	2651.5	444.088251932868
25119D052	8	455000	492000	587500	559	880.143112701252
25119D083	4				2708.5	
25119D091						
25119D10-	34	550000	641100	1200000	1153	556.027753686036
25119D111	7	541500	820000	1295000	1407	582.800284292822
25119D122	7	635635	810000	1190000	1700	476.470588235294
25119D190	5	770000	872500	1710000	4980	175.200803212851
25119D200	20	410000	625000	855000	1763	354.509359047079
25119D291						
25119D310	28	347500	527500	791500	1120	470.982142857143
25119D412	2				1460.5	
25119D491						
25119E001	22	330000	389000	525000	359	1083.56545961003
25119E022	13	520000	550000	585000	1073	512.581547064306
25119E032	18	520000	680125	855000	1349	504.169755374351
25119E099						
25119E199	2				826	
25120A001	23	195000	235000	255000	663	354.449472096531
25120A012	5				482.5	
25120A099	4				1755.5	
25120A10-	24	197500	245000	295000	915	267.75956284153
25120A190						
25120A20-	5	196500	304000	370000	348	873.563218390805
25120B00-	14	180000	187500	216000	900	208.333333333333
25120B099	2				1082.5	
25120B10-	6	247500	312500	367500	1109	281.785392245266
25120B292						
25120C00-	29	245000	285000	332000	561	508.021390374332
25120C010	21	190000	225000	320000	817	275.397796817625
25120C082						
25120C099	4				2743.5	
25120C293						
25120D00-	18	255000	325000	380000	1380	235.507246376812
25120D09-	3				1382	
25120E00-	27	278000	357500	440000	976.75	366.009726132583
25120F00-	9	253600	317500	390000	1075.5	295.211529521153
25120F09-	2				1620.5	
25120F109	6	355500	395000	550000	1844	214.208242950108
25120F19-						
25120G00-	25	310000	335000	395000	1455	230.240549828179
25120G01-						
25120G080						
25120G090	1				1336	
25121A00-	20	250000	299000	370000	230	1300
25121A02-	10	352500	399500	470000	534.5	747.427502338634
25121A070	5	165000	186000	250000	250	744
25121A10-	15	325000	395000	432500	567	696.649029982363
25121A11-	23	315000	330500	390250	275	1201.81818181818
25121A120	7	350000	425000	575000	577	736.568457538995
25121A13-	4				688	
25121A141	2				477.5	
25121A189	3				421	
25121A190						
25121A20-	37	328000	380000	495000	680.5	558.412931667891
25121A212	2				1670.5	
25121A291	8	628750	725000	945000	2531	286.448044251284
25121A301	6	450000	518707.5	711207.5	927.5	559.253369272237
25121A31-	17	370000	400000	500000	798	501.25313283208
25121A322						
25121A381						
25121A391	1				3470	
25121A402						
25121A503						
25121A514						
25121A525	10	480000	565000	640000	349	1618.9111747851
25121A536	4				194.5	
25121A577						
25121A608						
25121A6AJ	11	650000	687500	705000	276	2490.94202898551
25121A703	1				182	
25121A713	6	540000	570000	670000	323	1764.70588235294
25121A724						
25121A735	6	465000	480000	495000	165.5	2900.30211480363
25121A806	13	390000	470000	720000	232	2025.86206896552
25121A912	6	348117.1	433117.1	572500	897.5	482.581727019499
25121B00-	14	450000	580000	775000	886.5	654.258319232939
25121B01-	2				1206	
25121B0PN	5	425000	440000	905000	1412	311.614730878187
25121B101	31	305000	352000	415500	257.75	1365.66440349176
25121B110	12	332500	352500	447500	337.5	1044.44444444444
25121B122	6	186000	205500	225000	153	1343.13725490196
25121B181						
25121B191	16	385000	475000	600000	857	554.259043173862
25121B212						
25121B312	1				3983	
25121C001	23	280000	350500	403000	280.25	1250.66904549509
25121C02-	7	335000	395000	505000	360	1097.22222222222
25121C072	2				372	
25121C091						
25121C101	8	440000	587500	745000	928.5	632.74098007539
25121C112	7	525000	650000	695000	1029	631.681243926142
25121C19-	1				5016	
25121C212						
25121C291	7	225000	360000	485000	917	392.584514721919
25121C2AJ	5	407500	440000	450000	752	585.106382978723
25121C310	11	225000	270000	345000	222.75	1212.12121212121
25121C323	8	375750	475000	545000	768	618.489583333333
25121C392						
25121D200	2				457	
25121D272						
25121D282						
25121D285						
25121D291	6	470000	592500	705000	1376	430.595930232558
25122A00-	26	239000	319000	430000	1190.5	267.954640907182
25122A09-	3				926	
25122A10-	1				130	
25122A199	2				425	
25122A21-	2				477	
25122B00-	21	260000	270000	350000	918	294.117647058824
25122B01-	3				974	
25122B082						
25122B091	4				1528.5	
25122C00-	26	312000	380000	475111	1392.5	272.890484739677
25122C089	1				7883	
25122C090	2				1387	
25122C11-						
25122C20-	14	216000	275000	435100	1373	200.291332847779
25122C290						
25122D001	8	285000	345000	389000	1994	173.019057171515
25122D022	5	460000	490000	590000	1091	449.129239230064
25122D082						
25122D091						
25122D11-	3				501	
25122E00-	12	331500	474000	532500	1131	419.098143236074
25122E09-	1				1267	
25122E11-	3				140	
25122E19-						
25122F00-	10	245000	265000	270000	1551.5	170.802449242668
25122F01-	7	331000	342500	349500	1012.25	338.35514941961
25122F099						
25122F10-	2				2217	
25122F20-	6	120000	257500	395000	967	266.287487073423
25122F29-						
25122G00-	14	280000	300000	400000	935	320.855614973262
25122G01-	8	275000	300000	330000	915	327.868852459016
25122G09-	1				960	
25123A00-	65	160000	220000	269500	192.75	1141.37483787289
25123A01-	32	175000	240000	285000	315	761.904761904762
25123A082						
25123A091	15	270000	339000	410000	1137	298.153034300792
25123A11-	4				291.5	
25123A19-						
25123A29-	11	215000	325000	415000	930	349.462365591398
25123A39-	9	295000	300000	335000	563	532.859680284192
