NISCode	sum_ParcelsNumber	avg_PriceP25	avg_PriceP50	avg_PriceP75	avg_ParcelsAreaP50	average_price_m2
25014A020	1				153	
25014A031	2				751	
25014A04-						
25014A05-	2				254	
25014A082						
25014A091						
25014A100	1				161	
25014A11-						
25014A120						
25014A13-	4				1632	
25014A141	2				363.5	
25014A150						
25014A180						
25014A191						
25014A21-						
25014A22-						
25014A272						
25014A2PN						
25014A400						
25014A410						
25014A42-						
25014A431	1				982	
25014A442						
25014A491						
25014A501	1				560	
25014A522						
25014A57-						
25014A572	1				2007	
25014A610						
25014A622						
25014A632						
25014A683						
25014A691						
25014A694						
25014A70-						
25014A71-						
25014A812	1				210	
25014A823						
25014A914						
25014B001	1				555	
25014B012						
25014B023						
25014B034						
25014B042						
25014B053						
25014B091						
25014B100						
25014C00-						
25014C010						
25014C022						
25014C081						
25014C091						
25014C10-	1				1030	
25014C113						
25014C182						
25014C191						
25014C213						
25014C912						
25015A00-	5	351500	351500	351500	138	2547.10144927536
25015A011						
25015A02-						
25015A03-						
25015A08-						
25015A09-						
25015A10-						
25015A11-						
25015A121						
25015A132						
25015A142						
25015A18-						
25015A191						
25015A282						
25015A283						
25015A29-						
25015B00-						
25015B010						
25015B0PN						
25015B0QP						
25015B101						
25015B110						
25015B172	3				25970.25	
25015B180						
25015B190						
25018A000	2				197	
25018A01-	2				5401	
25018A082						
25018A085						
25018A091						
25018A10-	5				721.25	
25018A110						
25018A120						
25018A133						
25018A144						
25018A182						
25018A191						
25018B00-						
25018B010						
25018B09-						
25018B10-						
25018B11-						
25018B191						
25018B312						
25018C000						
25018C01-						
25018C020						
25018C080						
25018C091	1				674	
25018C112						
25018C193						
25018C294						
25018D00-						
25018D082						
25018D091						
25018E000						
25018E01-						
25018E02-						
25018E032						
25018E081						
25018E091						
25018E112						
25018F00-						
25018F09-						
25023A001	1				424	
25023A011						
25023A022	1				205	
25023A073						
25023A082						
25023A091						
25023A100						
25023A1AA						
25023A1PA						
25023A200	1				559	
25023A28-						
25023A291						
25023A2AB						
25023A2PB						
25023A30-	1				191	
25023A310						
25023A382						
25023A391						
25023A40-	1				204	
25023A483						
25023A492						
25023A499						
25023A512						
25023A610	1				1350	
25031A00-	5	220000	249000	360000	273	912.087912087912
25031A01-						
25031A070						
25031B000						
25031B082						
25031B091						
25031B11-						
25031B122						
25031B133						
25031B191						
25031B2AJ						
25031B31-						
25031B382						
25031B391						
25031C00-						
25031C01-	1				474	
25031C09-						
25031C11-						
25031C19-						
25031C20-						
25031D00-						
25031D09-						
25031E000						
25031E01-						
25031E02-						
25031E082						
25031E091						
25031E11-						
25031E191						
25031E292						
25031F000	1				5165	
25031F01-						
25031F022						
25031F08-						
25031F091						
25031G00-						
25031G013						
25031G082						
25031G091						
25031G11-						
25031G19-						
25031G214	5				2440.5	
25031H00-	1				337	
25031H089						
25031H09-						
25031H10-						
25031H110						
25031H120						
25031H132						
25031H210						
25031H29-						
25037A001	5				1211	
25037A012						
25037A023						
25037A091						
25037A18-						
25037A199						
25037A282						
25037A291						
25037A30-						
25037A39-						
25037A41-						
25037A500						
25037A590	1				4620	
25037A600	1				1951	
25037A68-						
25037A691						
25037A71-						
25037A782						
25037A793						
25037A892						
25037B00-						
25037B01-	1				5078	
25037B02-						
25037B082						
25037B091						
25037B109						
25037B299						
25037C001						
25037C012						
25037C090						
25037C10-						
25037C190						
25037C21-						
25037C290						
25037D00-						
25037D091						
25037D10-						
25037D19-						
25037D20-						
25037D21-						
25037D222						
25037D29-						
25037D391						
25037E001	1				838	
25037E012						
25037E082						
25037E091						
25037E193						
25037E294						
25043A00-						
25043A01-						
25043A022						
25043A091	1				1610	
25043B000						
25043B080						
25043B09-						
25043B19-						
25043C00-						
25043C09-						
25043C10-						
25043C19-						
25043D00-						
25043D09-						
25043D19-						
25043E001						
25043E01-	1				135	
25043E082						
25043E091						
25043E092						
25043E100						
25043E122						
25043E183						
25043E19-						
25044A00-	1				268	
25044A01-						
25044A033						
25044A082						
25044A091						
25044A11-						
25044A19-						
25044A200						
25044A290						
25044A39-						
25044A47-						
25044A49-						
25044A61-						
25044A682						
25044A691						
25044B00-						
25044B08-						
25044B09-						
25044C00-	1				605	
25044C01-						
25044C072						
25044C081						
25044C091						
25044C10-						
25044C19-						
25048A00-	6	245000	357500	392500	140.5	2544.48398576512
25048A01-	1				700	
25048A02-	5	140000	215000	249000	100	2150
25048A03-						
25048A04-						
25048A072						
25048A081						
25048A09-	1				2513	
25048A19-						
25048A20-	2				573	
25048A29-						
25048B00-						
25048B01-	1				1150	
25048B099						
25048C00-						
25048C082						
25048C091						
25048D00-						
25048D09-						
25048D191						
25048E00-						
25048E08-						
25048E099						
25048F00-						
25048F01-						
25048F02-						
25048F099						
25048F100						
25048F190						
25048F49-						
25048G000						
25048G09-						
25048H00-						
25048H090						
25048H10-						
25048H182						
25048H191						
25048J00-						
25048J090						
25048J10-						
25048J190						
25048K009						
25048K099						
25048K10-						
25050A00-	3				279	
25050A010	1				480	
25050A02-	1				540	
25050A041	1				316	
25050A052						
25050A082						
25050A099						
25050A100						
25050A29-						
25050A31-	1				232	
25050A320						
25050A413						
25068A001	6	241250	275000	387500	1056	260.416666666667
25068A012						
25068A082						
25068A091						
25068A19-						
25068B000	1				1320	
25068B072						
25068B091						
25068C00-						
25068C010	1				325	
25068C02-						
25068C082						
25068C091						
25068C100						
25068C113						
25068C19-						
25072A001	15	210000	285000	435000	980	290.816326530612
25072A01-	4				85.5	
25072A02-	1				165	
25072A03-	1				50	
25072A042	2				136	
25072A082						
25072A091						
25072A100						
25072A11-						
25072A12-	1				113	
25072A17-	2				3745	
25072A20-						
25072A213						
25072A224						
25072A285						
25072A29-						
25072A30-						
25072A311	1				595	
25072A324						
25072A372						
25072A382						
25072A391						
25072A400						
25072A410						
25072A430						
25072A5MJ						
25072B000	1				481	
25072B019						
25072B032						
25072B081						
25072B090						
25072C00-						
25072C09-						
25072D00-						
25072D09-						
25072E002						
25072E091						
25084A000	2				155.5	
25084A01-						
25084A020						
25084A03-						
25084A072	1				1800	
25084A089						
25084A091						
25084B00-						
25084B01-						
25084B02-	1				648	
25084B082						
25084B091						
25084B19-						
25084C000						
25084C012						
25084C083						
25084C091						
25084D00-						
25084D01-						
25084D099						
25084D100						
25084E000						
25084E090						
25084E199						
25091A00-	1				50	
25091A01-	1				494	
25091A02-						
25091A031						
25091A091						
25091A101	3				428	
25091A11-						
25091A122						
25091A20-						
25091A212						
25091A222						
25091B00-	3				501.3333333333333	
25091B01-	2				663	
25091B02-						
25091B101	3				254	
25091B112						
25091B12-						
25091C001						
25091C012						
25091C023						
25091C091						
25091C112						
25091C183						
25105A000	7	135000	207500	277500	307.6666666666667	674.431202600217
25105A011						
25105A021	2				492.5	
25105A041	2				316.5	
25105A05-						
25105A072	4				1223	
25105A082						
25105A091						
25105A10-						
25105A112						
25105A181						
25105A190						
25105A202						
25105A213	3				280	
25105A222						
25105A271						
25105A301						
25105A312						
25105A322						
25105A383						
25105A394						
25105B001	1				2584	
25105B072						
25105B090						
25105B100						
25105B172						
25105B190						
25105C00-	2				230	
25105C010						
25105C02-						
25105C03-	2				1331	
25105C072						
25105C08-						
25105C091						
25105D00-	1				284	
25105D010						
25105D022						
25105D082						
25105D091						
25105D191						
25107A00-	1				792	
25107A01-	1				453	
25107A022						
25107A081						
25107A09-						
25107B009	1				440	
25107B090						
25107B110						
25107B191						
25107B210						
25107B310						
25107B322						
25107B390						
25107C00-						
25107C09-						
25107C092						
25107C199						
25107D001	2				1124	
25107D08-						
25107D09-						
25107D10-						
25107D112						
25107D19-						
25107D210						
25107E00-						
25107E01-						
25107E091						
25107E10-	2				2352.5	
25107E11-						
25107E19-						
25107E212						
25110A00-	7	540000	935000	1300000	175	5342.85714285714
25110A01-						
25110A012						
25110A021	1				600	
25110A03-						
25110A040	2				267	
25110A10-						
25110A111	2				2012.5	
25110A12-						
25110A13-	1				1405	
25110A180						
25110A182	1				1723	
25110A191						
25110A192						
25110A1MJ						
25110A20-						
25110A210						
25110A22-						
25110A233						
25110A290						
25110A315						
25110A322						
25110A332						
25110A391						
25110A401	12	315000	350000	410000	936	373.931623931624
25110A412	2				426	
25110A421						
25110A423						
25110A434	2				425	
25110A442						
25110A61-	2				625	
25110A62-	1				4291	
25110A631	1				46	
25110A692						
25112A001	24	225000	285000	420000	74.66666666666667	3816.96428571429
25112A011	9	300000	416500	445000	187.5	2221.33333333333
25112A022	1				300	
25112A032	1				64	
25112A100	1				51	
25112A11-	1				110	
25112A122						
25112A132						
25112A191	6				918	
25112A201						
25112A21-						
25112A222	1				489	
25112A2AJ						
25112A301	1				215	
25112A31-						
25112A32-						
25112A332						
25112A380						
25112A390						
25112A4MC	3				5347.25	
25112A4PC						
25112A5AA						
25112A5BB						
25112A5MA						
25112A5PB						
25112B00-						
25112B01-						
25112B023						
25112B074	2				2729	
25112B082						
25112B091						
25112B101						
25112B112						
25112B12-						
25112B133						
25112B185						
25112B200						
25112B290	1				9901	
25112B302	1				1132	
25112B391						
25112C001	1				375	
25112C010						
25112C022						
25112C031						
25112C042						
25112C052						
25112C091						
25112C10-						
25112C113						
25112C182						
25112C191						
25112C20-						
25112C210						
25112C282						
25112C2AV						
25112C2QV						
25112C310						
25112C322						
25112C391						
25112C404						
25117A00-						
25117A011	1				485	
25117A090						
25117A101						
25117A112						
25117A122						
25117A190						
25117A20-						
25117A282						
25117A291						
25117B001						
25117B022						
25117B033						
25117B082						
25117B091						
25117B100						
25117C00-						
25117C012						
25117C091						
25117C199						
25117D001						
25117D022						
25117D099						
25118A001	2				896	
25118A012						
25118A082						
25118A091						
25118B00-	1				133	
25118B09-						
25118B10-						
25118B19-						
25118C00-	1				6862	
25118C082						
25118C091						
2511910PQ						
25119A000	4				189.5	
25119A01-						
25119A022						
25119A081						
25119A090						
25119A100						
25119A110						
25119A190						
25119A210						
25119A310						
25119A320						
25119A382						
25119A400						
25119A491						
25119B00-						
25119B012						
25119B099						
25119B101						
25119B112						
25119B190						
25119B21-						
25119C00-						
25119C010						
25119C090						
25119C110						
25119C190						
25119D001	1				570	
25119D010						
25119D02-						
25119D032						
25119D042						
25119D052						
25119D083						
25119D091						
25119D10-						
25119D111						
25119D122						
25119D190						
25119D200						
25119D291						
25119D310						
25119D412	1				2030	
25119D491						
25119E001						
25119E022						
25119E032						
25119E099						
25119E199						
25120A001	2				401	
25120A012						
25120A099						
25120A10-	2				362	
25120A190						
25120A20-						
25120B00-						
25120B099						
25120B10-						
25120B292						
25120C00-	1				270	
25120C010	1				210	
25120C082						
25120C099						
25120D00-						
25120D09-						
25120E00-						
25120F00-						
25120F09-						
25120F109						
25120F19-						
25120G00-	1				474	
25120G01-						
25120G080						
25120G090						
25121A00-	6	277500	370000	512500	301	1229.23588039867
25121A02-						
25121A070	1				590	
25121A10-	2				481.5	
25121A11-						
25121A120						
25121A13-						
25121A141						
25121A189	2				291	
25121A190						
25121A20-						
25121A212						
25121A291						
25121A301						
25121A31-						
25121A322						
25121A381						
25121A391						
25121A402						
25121A503						
25121A514						
25121A525						
25121A536						
25121A577						
25121A608						
25121A6AJ						
25121A703						
25121A713						
25121A724						
25121A735						
25121A806						
25121A912						
25121B00-						
25121B01-						
25121B0PN						
25121B101	1				1328	
25121B110						
25121B122						
25121B181						
25121B191						
25121B212						
25121B312						
25121C001						
25121C02-						
25121C072						
25121C091						
25121C101						
25121C112						
25121C19-						
25121C212						
25121C291						
25121C2AJ						
25121C310						
25121C323						
25121C392						
25121D200						
25121D272						
25121D282						
25121D285						
25121D291						
25122A00-						
25122A09-						
25122A10-						
25122A199						
25122A21-	1				1032	
25122B00-						
25122B01-						
25122B082						
25122B091						
25122C00-	1				5772	
25122C089						
25122C090						
25122C11-						
25122C20-						
25122C290						
25122D001						
25122D022						
25122D082						
25122D091						
25122D11-						
25122E00-						
25122E09-						
25122E11-						
25122E19-						
25122F00-						
25122F01-						
25122F099						
25122F10-						
25122F20-						
25122F29-						
25122G00-	1				1055	
25122G01-						
25122G09-						
25123A00-	3				276.5	
25123A01-						
25123A082						
25123A091						
25123A11-						
25123A19-						
25123A29-						
25123A39-						
25123B00-	1				1057	
25123B01-						
25123B022						
25123B081						
25123B091						
25123B112						
25123C00-	1				423	
25123C01-						
25123C043						
25123C07-	1				38	
25123C082						
25123C091						
25123C10-	1				2516	
25123C19-						
25123D02-						
25123D080						
25123D093						
25124A001	3				440.75	
25124A012	1				123	
25124A090						
25124A10-						
25124A19-						
25124A20-						
25124A29-						
25124B00-						
25124B010						
25124B02-						
25124B082						
25124B091						
25124B11-						
25124B19-	1				806	
25124C000						
25124C01-						
25124C02-						
25124C082						
25124C091						
25124C11-						
25124C19-						
31003A001	4				466.5	
31003A012						
31003A09-						
31003A10-	1				341	
31003A11-	2				826	
31003A18-	5				1585.6666666666667	
31003A19-						
31003B000	6	280000	375000	382000	257	1459.1439688716
31003B011						
31003B02-						
31003B03-	1				902	
31003B082						
31003B091	1				6906	
31003B10-	1				1510	
31003B19-						
31003B212						
31003B293						
31003C000	3				503.75	
31003C01-						
31003C082						
31003C091						
31004A00-	36	312500	497500	780000	128.16666666666666	3881.66449934981
31004A01-	2				120.5	
31004A02-						
31004A03-	4				395.25	
31004A04-	6	200000	400000	675000	91.5	4371.58469945355
31004A051						
31004A082						
31004A11-	1				204	
31004A12-						
31004B00-	3				223	
31004B01-						
31004B02-	2				1057	
31004B03-	1				143	
31004B042						
31004B053						
31004B0MA	1				1325	
31004B0PA	1				117	
31004B114						
31004X0JQ						
3100514MQ						
3100597MQ						
31005A001	31	350000	717500	991250	550.75	1302.76895142987
31005A012	16	320626.9	435000	536000	366.25	1187.7133105802
31005A023	16	475000	866000	1798000	256	3382.8125
31005A101	2				519.5	
31005A11-	1				1375	
31005A122	4				143	
31005A201	3				232.75	
31005A211						
31005A22-	2				239	
31005A232						
31005A242	3				3371	
31005A2MA						
31005A2PA						
31005A301	3				434.5	
31005A312	4				1998.6666666666667	
31005A323						
31005A334	1				200	
31005A342						
31005A37-	5				3473.5	
31005A391						
31005A401	8	219500	272500	365000	131.5	2072.2433460076
31005A412	13	330000	350000	520000	208.75	1676.64670658683
31005A423	2				89.5	
31005A501	6				190.33333333333334	
31005A512	18	330000	490000	675000	184	2663.04347826087
31005A60-	12	335000	440000	538000	129.5	3397.6833976834
31005A61-	2				869	
31005A671	6				14400.625	
31005A701	7				184	
31005A712	4				183.33333333333334	
31005A723	5				780.75	
31005B00-	4				278.5	
31005B01-	3				245	
31005B080						
31005B092						
31005B400	3				421	
31005B410	8	1150000	1375000	1600000	645.5	2130.13168086754
31005B42-	2				423	
31005B479	2				3394	
31005B480						
31005B50-	1				136	
31005B571	1				9012	
31005B70-	2				306	
31005B771						
31005B7MA						
31005B7PA						
31005C00-	5				221.25	
31005C01-						
31005C023						
31005C091						
31005C0MA						
31005C0PA						
31005C112						
31005D00-						
31005D011	1				296	
31005D09-						
31005D112	2				161.5	
31005E001	6	375000	397000	500000	219	1812.78538812785
31005E01-						
31005E021						
31005E030						
31005E042	2				180	
31005E052	1				386	
31005E091						
31005E100						
31005E112						
31005E123						
31005E194	1				408	
31005E20-	2				470.5	
31005E301	1				217	
31005E312	1				369	
31005F001						
31005F011						
31005F022	1				754	
31005F033						
31005F082						
31005F090						
31005F101						
31005F182						
31005F20-						
31005F210	2				341	
31005F22-	2				331	
31005F301	9	240000	289750	355000	184.75	1568.33558863329
31005F311	1				130	
31005F322						
31005F332	2				414.5	
31005F401	4				234.5	
31005F412						
31005F510						
31005G001	2				228.5	
31005G010	1				227	
31005G099						
31005G17-	2				2093.5	
31005G201						
31005G212						
31005G283						
31005G311	2				500.5	
31005G322	1				508	
31005G33-	1				1103	
31005G349						
31005G402						
31005G41-						
31005G423						
31005G4MJ						
31005H001	7	317500	430000	585000	508.5	845.624385447394
31005H011						
31005H021						
31005H042						
31005H052						
31005H083						
31005H0PN						
31005H101	10	259000	264500	507500	1494.5	176.982268317163
31005H11-						
31005H122	1				281	
31005H133	1				645	
31005H142						
31005H170	2				2995	
31005H190						
31005H201						
31005H210	1				490	
31005H382	1				609	
31005H391						
31005H490						
31005X0JQ						
31006A00-	7				204.16666666666666	
31006A082						
31006A099	1				1845	
31006A183						
31006B40-						
31006B495						
31006C00-						
31006C012						
31006C099						
31006C10-						
31006D00-	1				420	
31006D099						
31006E00-	3				282	
31006E0PN						
31006E10-	1				782	
31006E19-						
31006F00-	8	178000	219000	250000	1819.75	120.346201401291
31006F01-	1				1336	
31006F02-	2				395.5	
31006F03-	1				835	
31006F082						
31006F091	2				4357	
31012A00-	12	275000	345000	500000	769	448.634590377113
31012A01-	1				416	
31012A02-	2				839	
31012A030						
31012A04-	1				1332	
31012A091						
31012A0JA	1				1108	
31012A0PA						
31012B00-	2				461.5	
31012B01-						
31012B082						
31012B091						
31012C00-						
31012C09-						
31012D00-	1				291	
31012D02-	3				69	
31012D03-						
31012D043	1				540	
31012D082	1				236	
31012D091						
31012D0AP						
31012E000	1				73	
31012E08-						
31012E091						
31012E113						
31012E182						
31022A000	6	249000	399500	550000	299	1336.12040133779
31022A011	2				783	
31022A02-						
31022A03-	1				286	
31022A04-	2				1102	
31022A053						
31022A072						
31022A082						
31022A091						
31022A10-						
31022A1MA						
31022A1PA						
31022A20-						
31022A21-						
31022A413	1				1250	
31022A42-	1				1198	
31022A484						
31022A4MA						
31022A4PA						
31022B00-	3				842.25	
31022B012						
31022B091						
31022C00-	4				227.5	
31022C010	3				5359	
31022C02-	4				1615.75	
31022C03-						
31022C08-						
31022C090	1				113	
31022C10-						
31022C19-						
31022D001	2				1128	
31022D012						
31022D09-						
31033A001	8	154000	206500	350500	127.5	1619.60784313725
31033A011						
31033A02-						
31033A03-	5				446.25	
31033A041	1				1195	
31033A052	3				234	
31033A072	2				3134	
31033A09-	2				3243	
31033A10-	3				557	
31033A111	1				1320	
31033A122						
31033A132						
31033A182						
31033A191						
31033A201	2				521.5	
31033A21-	1				728	
31033A22-	1				1451	
31033A232	1				764	
31033A29-						
31033A31-	1				846	
31033A39-						
31033A40-						
31033A411	1				4230	
31033A42-						
31033A482						
31033A501	2				328.5	
31033A592						
31033A60-	1				624	
31033A69-	1				775	
31033B300	1				366	
31033B322						
31033B33-						
31040A001	6	160000	490000	660000	1655.5	295.983086680761
31040A01-						
31040A022						
31040A032						
31040A089						
31040A091	2				2318	
31040A10-	2				652	
31040A111	6	650000	717500	785000	1883.5	380.939739846031
31040A12-						
31040A132	1				396	
31040B00-	3				508.25	
31040B01-	1				806	
31040B021						
31040B032						
31040B082						
31040B091	3				1200	
31040B111						
31040B192						
31040C000	4				317	
31040C01-	3				1689.6666666666667	
31040C082	2				2647	
31040C091						
31040D001	7	200000	225000	235000	230	978.260869565217
31040D012	1				694	
31040D023	2				539.5	
31040D091	1				1659	
31040D192						
31040D21-	1				652	
31042A00-	1				546	
31042A091	1				357	
31042A112						
31042B00-						
31042B09-	2				1869	
31042C00-	3				297	
31042C09-						
31042D00-						
31042D091						
31042D112						
31043A00-	4				70	
31043A01-						
31043A021	5	559000	650000	815000	192	3385.41666666667
31043A03-	3				262	
31043A04-						
31043A052						
31043A090						
31043A10-	3				722	
31043A11-						
31043A12-						
31043A13-						
31043A14-	1				293	
31043A15-	1				150	
31043A20-						
31043A210						
31043A30-	3				197.5	
31043A39-						
31043B00-	1				165	
31043B01-	1				136	
31043B02-						
31043B03-	6	332500	522500	724500	74	7060.81081081081
31043B04-	1				6253	
31043B08-						
31043B0PN						
31043B10-	1				339	
31043B20-	2				352	
31043B21-	2				662	
31043B22-						
31043B23-						
31043B302	1				821	
31043B31-						
31043C00-	2				1162	
31043C099						
31043D00-	2				1143	
31043D01-						
31043D02-						
31043D03-	3				1335	
31043D0MA						
31043D0PA	1				753	
31043X0JQ						
32003A001	10	175000	217750.5	287500	148	1471.28716216216
32003A01-	1				2780	
32003A021	1				1423	
32003A03-	2				136	
32003A042	6	180000	255000	340000	450	566.666666666667
32003A053	4				201	
32003A072	1				1250	
32003A091						
32003A10-	5	145000	290000	320000	530	547.169811320755
32003A11-						
32003A12-						
32003A19-	1				3547	
32003A20-	1				123	
32003A29-	1				2100	
32003A312						
32003B000	2				1831	
32003B090						
32003B11-	1				313	
32003B19-						
32003C00-	1				1314	
32003C08-						
32003C09-						
32003D000	5	188750	280000	312500	542	516.60516605166
32003D08-						
32003D090						
32003E00-	1				771	
32003E09-	1				1294	
32003F00-	1				1025	
32003F01-						
32003F081						
32003F091	1				1618	
32003G00-						
32003G099						
32003H099						
32003J099						
32003K00-						
32003K09-						
32003L00-						
32003L09-						
32003L19-						
32003M00-	2				362	
32003M08-	1				1564	
32003M09-						
32003N09-						
32006A001	3				380	
32006A01-	3				473.75	
32006A022						
32006A089						
32006A099						
32006A111						
32006A299						
32006B00-	3				826	
32006B012	2				2029.5	
32006B081	1				635	
32006B09-						
32006B19-						
32006C082						
32006C092						
32006C10-	4				450.5	
32006D00-	1				492	
32006D012						
32006D091						
32006D10-	1				710	
32006D19-						
32010A001	7	160000	255000	325000	300	850
32010A010	2				2781	
32010A020						
32010A032	1				474	
32010A043						
32010A0AB						
32010A0MA						
32010A0PA						
32010A0QB	1				1915	
32010A10-						
32010A19-						
32010A21-						
32010A262						
32010B00-	2				382.5	
32010B002						
32010B01-	2				1069	
32010B091						
32010C00-	3				275.5	
32010C09-						
32011A001	5				1046	
32011A013						
32011A02-	1				2245	
32011A03-						
32011A042						
32011A052	1				871	
32011A08-						
32011A091						
32011A10-						
32011A110						
32011A28-						
32011A314						
32011B00-						
32011B01-						
32011B082	1				152	
32011B091						
32011B10-	1				82	
32011B19-						
32011B28-						
32011C00-						
32011C09-						
32011C19-						
32011D00-	4				615	
32011D01-						
32011D023						
32011D082						
32011D091						
32030A00-	6	81250	163750	240000	199	822.86432160804
32030A082						
32030A091						
32030B00-	1				510	
32030B08-						
32030B09-	2				2628	
32030C00-						
32030C081						
32030C09-						
32030C182						
32030D00-						
32030D08-						
32030D091						
32030D182						
33011A001	23	220000	350000	600000	147	2380.95238095238
33011A011	2				106	
33011A02-	9	274500	315000	526500	144	2187.5
33011A032						
33011A082						
33011A091						
33011A101	5	235000	259000	317000	626	413.738019169329
33011A112	1				178	
33011A121						
33011A182						
33011A193						
33011A201	1					
33011A219						
33011A222						
33011A301	5				544	
33011A312	1				622	
33011A322						
33011A331	2				307	
33011A373						
33011A400						
33011A412						
33011A421	1				190	
33011A471						
33011A472						
33011A492						
33011B00-	4				555.5	
33011B091	1				1319	
33011B222						
33011C000	1				899	
33011C010						
33011C090						
33011D00-	4				549	
33011D01-	3				242	
33011D089	1				1597	
33011D099						
33011E00-						
33011E012						
33011E091						
33011F001	2				478	
33011F012						
33011F09-	1				1770	
33011G001	5	150000	225000	240000	177	1271.18644067797
33011G012						
33011G09-						
33011G19-						
33011G20-						
33011G29-						
33011H00-						
33011H09-						
33011J00-						
33011J09-	1				739	
33011J10-						
33011J19-						
33011K00-						
33011K09-						
33011L000	2				691	
33011L012						
33011L081	1				1540	
33011L091						
33011L192	1				1039	
33016A00-	5	107000	128950	204950	310	415.967741935484
33016A08-						
33016A09-						
33021A00-	13	160000	244000	290000	165	1478.78787878788
33021A011						
33021A021						
33021A031	2				138.5	
33021A041	2				183	
33021A052						
33021A073						
33021A082						
33021A091						
33021A10-						
33021A190	1				2294	
33021A29-						
33021A312						
33021A323						
33021A332	1				566	
33021A412	1				261	
33021A424						
33021A433	1				426	
33021A473	2				2403.5	
33021A494						
33021B00-	5				1463	
33021B082						
33021B091						
33021B19-						
33021C000	2				250.5	
33021C090	2				1840	
33021D00-	4				271	
33021D089	1				4718	
33021D091						
33021E00-	7	89000	100000	199000	237	421.940928270042
33021E089						
33021E10-						
33021E190	1				2008	
33021F000	3				310	
33021F090	2				2112	
33021F19-	1				1063	
33021F20-						
33021F29-	2				1370	
33029A00-	18	84000	135000	241000	159	849.056603773585
33029A01-	2				209	
33029A02-	4				470	
33029A03-	5	89000	129000	290000	177	728.813559322034
33029A04-	2				375	
33029A05-						
33029A072						
33029A091	2				2009.5	
33029A10-	3				300	
33029A113						
33029A20-	2				257.5	
33029A21-	2				1103	
33029A30-	2				350.5	
33029A39-						
33029B001	5	145000	175000	217500	135	1296.2962962963
33029B012						
33029B023						
33029B032						
33029B043						
33029B091						
33029B19-	1				370	
33037A00-	8	90000	210000	340000	438.25	479.178551055334
33037A011						
33037A022						
33037A032						
33037A081						
33037A091						
33037A183						
33037A283	1				605	
33037A2AJ						
33037B001	5	151000	219000	281500	239	916.317991631799
33037B012						
33037B022						
33037B033						
33037B081						
33037B091						
33037B112						
33037C00-	5	243000	291500	340000	794	367.128463476071
33037C083						
33037C091						
33037C112						
33037D00-	1				463	
33037D01-						
33037D082						
33037D091						
33037E00-	1				1142	
33037E09-						
33039A00-	1				423	
33039A082						
33039A091	1				1016	
33039B000	3				548	
33039B090	1				1568	
33039B19-						
33039B210						
33039C002	1				313	
33039C091						
33039D00-	2				729.5	
33039D082						
33039D091	1				1178	
33039E00-	3				510	
33039E082						
33039E091						
33039E183						
33039F00-	1				645	
33039F082						
33039F091						
33039G00-						
33039G08-						
33039G09-						
33039G19-	3				8454.5	
33039H20-	1				610	
33039H290	1				2664	
33040A001	6	127500	149500	372000	317.5	470.866141732283
33040A012	1				391	
33040A023						
33040A09-						
33040A10-	3				580	
33040A18-						
33040A19-						
33040A200						
33040A21-						
33040A290						
33040B00-						
33040B09-						
33040C00-	5	106500	204000	294999.5	446	457.399103139013
33040C081						
33040C09-	2				2266	
33040C19-						
33040C212	1				3415	
33041A00-	5	120000	120000	120000	202	594.059405940594
33041A08-						
33041A09-	2				5117	
33041B000						
33041B09-	1					
33041C00-	3				1003	
33041C010						
33041C080						
33041C09-						
34002A001	4				324.5	
34002A01-						
34002A022	3				610	
34002A082						
34002A091						
34002A10-						
34002A182						
34002A191						
34002B002						
34002B091						
34002C00-						
34002C082						
34002C091						
34002D00-	2				157.5	
34002D08-	2				428.5	
34002D09-						
34002E00-	1				641	
34002E012						
34002E083						
34002E091						
34002E112						
34002E191	1				956	
34002F001	5				985.25	
34002F011	2				481	
34002F02-						
34002F032						
34002F042						
34002F052						
34002F08-						
34002F0AA						
34002F0PA						
34002F193						
34003A00-	13	141250	245000	352750	358	684.357541899441
34003A011	1				3564	
34003A021						
34003A03-	1				5820	
34003A04-	1				190	
34003A052						
34003A072						
34003A081						
34003A09-						
34003A10-	1				624	
34003A19-						
34003A282						
34003B00-						
34003B09-						
34003C00-	1				701	
34003C004						
34003C013						
34003C082						
34003C091						
34003D00-	3				946.75	
34003D012						
34003D091						
34003E00-						
34003E012						
34003E091						
34009A001	14	166250	310000	370000	441	702.947845804989
34009A01-						
34009A022	3				1001	
34009A033	2				158	
34009A042						
34009A072						
34009A081						
34009A0MA	1				3853	
34009A0PA	1				3414	
34009A100						
34009A19-						
34009A20-	4				1094.5	
34009A21-						
34009A29-						
34009A31-						
34009A393						
34013A001	4				176	
34013A010	2				939	
34013A021						
34013A032	2				182	
34013A043	1				356	
34013A052						
34013A072						
34013A091						
34013A101						
34013A112						
34013A201	3				285	
34013A212	4				452.5	
34013A29-						
34013A30-	3				551.25	
34013A401	3				1549	
34013A472						
34013A501	5				829.25	
34013A511						
34013A572						
34013A591						
34013A672						
34013B001	2				195.5	
34013B012						
34013B033						
34013B082						
34013B091	2				1405.5	
34013B110						
34013C001	2				470	
34013C01-	4				490.5	
34013C02-						
34013C032						
34013C042						
34013C091						
34022A00-	32	280000	415000	520000	96.5	4300.51813471503
34022A01-	6	140000	232000	265000	81	2864.1975308642
34022A021	5	145000	172000	435000	90	1911.11111111111
34022A03-	2				122	
