bron;jaar_indiening;gemeente;handeling;gebouw_functie;metriek;waarde
vergunningen_kwetsbare_functies_2026;2021;Leuven;-;-;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Leuven;-;-;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Leuven;-;-;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;Totalen;;Aantal projecten;2.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;Totalen;;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;Totalen;;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;Totalen;;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;Totalen;;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;Totalen;;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;Totalen;Aantal projecten;2.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;Totalen;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;Totalen;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;Totalen;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;Totalen;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;Totalen;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;-;Aantal projecten;2.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;-;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;-;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;-;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;-;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Machelen;-;-;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;Totalen;;Aantal projecten;1.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;Totalen;;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;Totalen;;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;Totalen;;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;Totalen;;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;Totalen;;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;Totalen;Aantal projecten;1.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;Totalen;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;Totalen;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;Totalen;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;Totalen;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;Totalen;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;-;Aantal projecten;1.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;-;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;-;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;-;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;-;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Rotselaar;-;-;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;Totalen;;Aantal projecten;2.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;Totalen;;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;Totalen;;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;Totalen;;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;Totalen;;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;Totalen;;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;Totalen;Aantal projecten;2.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;Totalen;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;Totalen;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;Totalen;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;Totalen;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;Totalen;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;-;Aantal projecten;2.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;-;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;-;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;-;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;-;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Tervuren;-;-;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;Totalen;;Aantal projecten;10.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;Totalen;;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;Totalen;;Aantal wooneenheden;0.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;Totalen;;Nuttige woonoppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;Totalen;;Bovengronds nuttige oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;Totalen;;Bovengronds grond oppervlakte;0.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;-;Totalen;Aantal projecten;10.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;-;Totalen;Aantal gebouwen;0.0
vergunningen_kwetsbare_functies_2026;2021;Vilvoorde;-;Totalen;Aantal wooneenheden;0.0
