id_inter_ss_lden;surface intersection between statistical sectors and lden noise contour;Surface of the polygone in lnight 45;Percentage of the surface of the polygone in lnight 45;Surface of the polygone in NA70;Percentage of the surface of the polygone in NA70
1147;140203,2481;0;0;0;0
1148;123733,9431;0;0;0;0
1149;310976,9895;0;0;0;0
1150;370710,2411;0;0;0;0
1151;192976,6293;0;0;0;0
1152;38599,66817;0;0;0;0
1153;108062,304;0;0;0;0
1154;107778,9224;0;0;0;0
1155;22941,18022;0;0;0;0
1156;400516,4626;0;0;0;0
1157;897189,5002;0;0;0;0
1158;84992,89391;0;0;0;0
1159;49344,89858;0;0;0;0
1160;863357,5576;0;0;0;0
1161;30430,05902;0;0;0;0
1162;168451,8973;0;0;0;0
1163;173396,9949;0;0;0;0
1164;222772,9052;0;0;0;0
1165;561604,2807;0;0;0;0
1166;287108,6666;0;0;0;0
1167;356753,3862;0;0;0;0
1168;215504,8681;0;0;0;0
1169;410787,1348;0;0;0;0
1170;1052107,655;0;0;0;0
1171;324142,428;0;0;0;0
1172;599855,7737;0;0;0;0
1173;16980,17251;0;0;0;0
1174;244348,818;0;0;0;0
1175;248678,6603;0;0;0;0
1176;202,7105978;0;0;0;0
1177;70818,98383;0;0;0;0
1178;1155674,387;0;0;0;0
1179;61529,94001;0;0;0;0
1180;3983,467519;0;0;0;0
1181;264560,8836;0;0;0;0
1182;105664,8585;0;0;0;0
1183;234431,3365;0;0;0;0
1184;21013,31793;0;0;0;0
1185;1236741,882;0;0;0;0
1186;960295,2829;0;0;0;0
1187;164918,1223;0;0;0;0
1188;312428,6282;0;0;0;0
1189;192691,1015;0;0;0;0
1190;87403,84262;0;0;0;0
1191;245980,5482;0;0;0;0
1192;224328,8575;0;0;0;0
1193;521438,224;0;0;0;0
1194;66575,38849;0;0;0;0
1195;18569,10718;0;0;0;0
1196;251289,8619;0;0;0;0
1197;48550,99175;0;0;0;0
1198;103342,5575;0;0;0;0
1199;51785,98835;0;0;0;0
1200;42200,44714;0;0;0;0
1201;205354,0522;0;0;0;0
1202;86142,40536;0;0;0;0
1203;52337,6215;0;0;0;0
1204;194458,1342;0;0;0;0
1205;59431,39707;0;0;0;0
1206;98545,49955;0;0;0;0
1207;576308,2747;0;0;0;0
1208;335727,8453;0;0;0;0
1209;199230,941;0;0;0;0
1210;336916,4373;0;0;0;0
1211;118773,9568;0;0;0;0
1212;4453,955861;0;0;0;0
1213;344712,629;0;0;0;0
1214;521226,435;0;0;0;0
1215;22586,08348;0;0;0;0
1216;33999,36851;0;0;0;0
1217;295606,697;0;0;0;0
1218;167392,9796;0;0;0;0
1219;141666,9938;0;0;0;0
1220;235282,2816;0;0;0;0
1221;78452,342;0;0;0;0
1222;463987,2621;0;0;0;0
1223;18162,85199;0;0;0;0
1224;376655,9153;0;0;0;0
1225;831632,8609;0;0;0;0
1226;19415,60556;0;0;0;0
1227;126569,7374;0;0;0;0
1228;451224,1591;0;0;0;0
1229;487289,9006;0;0;0;0
1230;364752,3183;0;0;0;0
1231;14037,20358;0;0;0;0
1232;1030,101191;0;0;0;0
1233;202284,1539;0;0;0;0
1234;59237,58379;0;0;0;0
1235;74804,34755;0;0;0;0
1236;266483,3356;0;0;0;0
1237;366667,1244;0;0;0;0
1238;155819,8324;25269,134;16,22;0;0
1239;28650,59302;0;0;0;0
1240;185706,8344;0;0;0;0
1241;130641,151;0;0;0;0
1242;6474,784719;0;0;0;0
1243;14,98214744;0;0;0;0
1244;353898,7672;0;0;0;0
1245;542863,9534;0;0;0;0
1246;1045346,888;0;0;0;0
1247;1101555,29;469770,5934;42,65;0;0
1248;416699,8293;416699,8293;100;0;0
1249;496,1711025;496,1711025;100;0;0
1250;92860,35004;0;0;0;0
1251;113784,2272;0;0;0;0
1252;47651,26875;0;0;0;0
1253;33452,34018;0;0;0;0
1254;26663,32021;0;0;0;0
1255;249174,3199;0;0;0;0
1256;123884,8242;0;0;0;0
1257;86735,41754;0;0;0;0
1258;61721,49495;0;0;0;0
1259;59501,57379;0;0;0;0
1260;37912,87137;0;0;0;0
1261;125,5782177;0;0;0;0
1262;682634,2965;0;0;0;0
1263;836314,4736;0;0;0;0
1264;408981,2612;0;0;0;0
1265;123785,9436;0;0;0;0
1266;1158,558742;0;0;0;0
1267;130598,5846;0;0;0;0
1268;20471,13721;0;0;0;0
1269;76626,3439;0;0;0;0
1270;93760,57451;0;0;0;0
1271;112854,1948;0;0;0;0
1272;243769,0796;0;0;0;0
1273;45140,22512;0;0;0;0
1274;162296,2103;65791,13056;40,54;0;0
1275;281482,1753;281482,1753;100;0;0
1276;3480,20094;3480,20094;100;0;0
1277;8155,881819;0;0;0;0
1278;129698,2964;0;0;0;0
1279;252110,3943;0;0;0;0
1280;286903,446;0;0;0;0
1281;159545,2129;0;0;0;0
1282;96036,36972;0;0;0;0
1283;6463,021349;0;0;0;0
1284;172045,3445;171859,4292;99,89;0;0
1285;352069,52;352069,52;100;0;0
1286;37897,44384;37897,44384;100;0;0
1287;180148,5953;180148,5953;100;0;0
1288;315746,0188;315746,0188;100;0;0
1289;9371,069728;9371,069728;100;0;0
1290;11463,34514;5208,96325;45,44;0;0
1291;127206,2387;127206,2387;100;0;0
1292;161491,4072;161491,4072;100;0;0
1293;22666,91513;22666,91513;100;0;0
1294;41426,11835;0;0;0;0
1295;371299,6703;312958,7896;84,29;0;0
1296;48827,27017;48827,27017;100;0;0
1297;19244,75042;1436,097645;7,46;0;0
1298;64555,35315;64555,35315;100;0;0
1299;155293,3429;0;0;0;0
1300;313854,1652;1010,038183;0,32;0;0
1301;159577,8894;74644,95184;46,78;0;0
1302;9173,08901;0;0;0;0
1303;203754,559;202329,5202;99,3;0;0
1304;191975,4843;191975,4843;100;0;0
1305;167012,0065;12734,18122;7,62;0;0
1306;122699,1188;122633,1313;99,95;0;0
1307;442430,324;0;0;0;0
1308;1063507,347;0;0;0;0
1309;1941,378941;0;0;0;0
1310;6014,047984;0;0;0;0
1311;300846,7972;27541,12618;9,15;0;0
1312;123129,2361;123129,2361;100;0;0
1313;138419,06;0;0;0;0
1314;117698,5415;0;0;0;0
1315;172281,8021;0;0;0;0
1316;349290,756;0;0;0;0
1317;153792,5576;0;0;0;0
1318;29471,46788;0;0;0;0
1319;198456,7725;0;0;0;0
1320;1647114,594;0;0;0;0
1321;1066531,298;0;0;0;0
1322;353038,728;0;0;0;0
1323;67823,40766;0;0;0;0
1324;1419430,784;0;0;0;0
1325;216977,5154;0;0;0;0
1326;587639,5938;0;0;0;0
1327;570464,3193;0;0;0;0
1328;66294,14168;0;0;0;0
1329;43239,62002;0;0;0;0
1330;40021,0708;0;0;0;0
1331;74272,46674;0;0;0;0
1332;81716,57808;0;0;0;0
1333;57161,7547;0;0;0;0
1334;18995,66204;0;0;0;0
1335;2095950,241;0;0;0;0
1336;1638062,268;0;0;0;0
1337;1345474,658;0;0;0;0
1338;703856,4709;0;0;0;0
1339;2203,358393;0;0;0;0
1340;42741,384;0;0;0;0
1341;134203,7477;0;0;0;0
1342;137578,654;0;0;0;0
1343;118658,1493;0;0;0;0
1344;129056,955;0;0;0;0
1345;79036,1316;0;0;0;0
1346;994,3831551;0;0;0;0
1347;466229,1101;0;0;0;0
1348;661250,8155;0;0;0;0
1349;437155,0274;0;0;0;0
1350;185057,6886;0;0;0;0
1351;69328,25141;0;0;0;0
1352;65764,52821;0;0;0;0
1353;79362,41507;25821,34593;32,54;0;0
1354;51046,55297;51046,55297;100;0;0
1355;32168,53602;32168,53602;100;0;0
1356;31334,15622;31334,15622;100;0;0
1357;21979,63588;21979,63588;100;3511,315647;15,97531309
1358;0,136698078;0,136698078;100;0,136698078;100
1359;38800,19092;0;0;0;0
1360;84924,52196;0;0;0;0
1361;87648,41106;0;0;0;0
1362;93281,41326;0;0;0;0
1363;96023,21411;0;0;0;0
1364;95603,6843;0;0;0;0
1365;106023,3486;0;0;0;0
1366;122687,2241;55173,57802;44,97;0;0
1367;122569,6659;122569,6659;100;0;0
1368;118828,2311;118828,2311;100;0;0
1369;104202,5807;104202,5807;100;0;0
1370;95125,72288;95125,72288;100;22050,38274;23,18025249
1371;90081,50674;90081,50674;100;85527,20883;94,94424763
1372;92415,4178;92415,4178;100;92415,4178;100
1373;89481,26686;89481,26686;100;89481,26686;100
1374;113482,2542;113482,2542;100;113482,2542;100
1375;205394,3509;205394,3509;100;205394,3509;100
1376;179308,3471;179308,3471;100;179308,3471;100
1377;5198,430814;5198,430814;100;0;0
1378;85578,01044;85578,01044;100;1561,650277;1,824826576
1379;118070,8181;118070,8181;100;87658,71556;74,24249023
1380;180813,3549;180813,3549;100;180813,3549;100
1381;394878,1658;394878,1658;100;394878,1658;100
1382;548733,837;548733,837;100;548733,837;100
1383;214975,4553;214975,4553;100;214975,4553;100
1384;43991,72294;0;0;0;0
1385;88792,47563;0;0;0;0
1386;82566,363;0;0;0;0
1387;136087,1371;0;0;0;0
1388;242429,3522;0;0;0;0
1389;228875,0813;0;0;0;0
1390;202795,8565;0;0;0;0
1391;183763,3376;112857,3924;61,41;0;0
1392;166891,3921;166891,3921;100;0;0
1393;154605,2172;154605,2172;100;0;0
1394;144980,5709;144980,5709;100;0;0
1395;143457,7125;143457,7125;100;24174,98353;16,85164437
1396;137765,579;137765,579;100;122125,2267;88,64712617
1397;93559,27137;93559,27137;100;93559,27137;100
1398;37423,11594;37423,11594;100;37423,11594;100
1399;623592,9314;0;0;0;0
1400;248636,1611;0;0;0;0
1401;0,191183073;0;0;0;0
1402;60231,30327;0;0;0;0
1403;75296,39986;0;0;0;0
1404;1353,132684;0;0;0;0
1405;228921,2736;0;0;0;0
1406;209285,3578;0;0;0;0
1407;188439,817;0;0;0;0
1408;170856,6485;0;0;0;0
1409;67961,98685;0;0;0;0
1410;2186,597794;0;0;0;0
1411;101457,4028;0;0;0;0
1412;78827,63652;0;0;0;0
1413;42661,25649;0;0;0;0
1414;35463,20006;0;0;0;0
1415;59778,70115;0;0;0;0
1416;89319,38356;0;0;0;0
1417;102900,0697;0;0;0;0
1418;120312,3775;90021,5526;74,82;0;0
1419;113918,6728;113918,6728;100;0;0
1420;98048,9992;98048,9992;100;0;0
1421;83041,06862;83041,06862;100;0;0
1422;70898,1696;70898,1696;100;21467,20262;30,27892362
1423;58666,95765;58666,95765;100;55261,08283;94,19456034
1424;37111,62229;37111,62229;100;37111,62229;100
1425;15951,94769;15951,94769;100;15951,94769;100
1426;216512,0704;0;0;0;0
1427;189203,7262;0;0;0;0
1428;146697,4477;0;0;0;0
1429;45480,52059;0;0;0;0
1430;1,438409493;1,438409493;100;0;0
1431;51703,85747;51703,85747;100;0;0
1432;47565,51702;47565,51702;100;0;0
1433;29537,48607;29537,48607;100;975,382059;3,302183729
1434;21118,44031;21118,44031;100;20253,57663;95,90469913
1435;691,3133988;691,3133988;100;691,3133988;100
1436;17065,16827;0;0;0;0
1437;52197,40105;0;0;0;0
1438;53183,18449;0;0;0;0
1439;42975,21738;31864,86299;74,15;0;0
1440;58054,35972;58054,35972;100;0;0
1441;102341,6603;102341,6603;100;0;0
1442;183727,8542;183727,8542;100;0;0
1443;194468,6212;194468,6212;100;37083,81061;19,069303
1444;232962,1307;232962,1307;100;212734,5526;91,3172248
1445;427818,9317;427818,9317;100;427818,9317;100
1446;382455,6346;382455,6346;100;382455,6346;100
1447;22921,39045;0;0;0;0
1448;59895,22987;0;0;0;0
1449;59079,39331;0;0;0;0
1450;56490,5522;0;0;0;0
1451;55807,96509;40668,69673;72,87;0;0
1452;33986,91469;33986,91469;100;0;0
1453;7205,222522;7205,222522;100;0;0
1454;5087,298759;5087,298759;100;0;0
1455;187832,1654;187832,1654;100;0;0
1456;997,5239702;997,5239702;100;0;0
1457;44410,39261;44410,39261;100;0;0
1458;195724,9181;195724,9181;100;0;0
1459;79958,32509;79958,32509;100;0;0
1460;34543,94406;34543,94406;100;16085,40652;46,56505492
1461;28320,15575;28320,15575;100;28320,15575;100
1462;26187,6067;26187,6067;100;26187,6067;100
1463;5256,036047;5256,036047;100;5256,036047;100
1464;24138,79696;24138,79696;100;0;0
1465;18795,73323;18795,73323;100;0;0
1466;17945,059;17945,059;100;14893,72126;82,99622345
1467;23518,14101;23518,14101;100;23518,14101;100
1468;34925,13032;34925,13032;100;34925,13032;100
1469;22092,31648;22092,31648;100;22092,31648;100
1470;16637,35005;16637,35005;100;16637,35005;100
1471;23072,84318;23072,84318;100;23072,84318;100
1472;24408,32202;24408,32202;100;24408,32202;100
1473;14150,18702;14150,18702;100;14150,18702;100
1474;3728,618963;3728,618963;100;3728,618963;100
1475;575097,2842;575097,2842;100;0;0
1476;1967824,591;1967824,591;100;0;0
1477;203911,8662;203911,8662;100;0;0
1478;846912,9619;846912,9619;100;0;0
1479;530411,4837;530411,4837;100;234916,4518;44,28947317
1480;323711,4089;323711,4089;100;290118,2505;89,62249784
1481;219492,4473;219492,4473;100;219299,2924;99,9119993
1482;209222,3952;209222,3952;100;209222,3952;100
1483;193606,8526;193606,8526;100;193606,8526;100
1484;228539,229;228539,229;100;228539,229;100
1485;290125,4489;290125,4489;100;290125,4489;100
1486;146821,0125;146821,0125;100;146821,0125;100
1487;143280,4172;143280,4172;100;143280,4172;100
1488;98951,13423;98951,13423;100;98951,13423;100
1489;5401,441468;5401,441468;100;5401,441468;100
1490;1051,459163;1051,459163;100;794,4842144;75,56015891
1491;22896,51265;22896,51265;100;22896,51265;100
1492;53523,59471;53523,59471;100;53523,59471;100
1493;65992,26644;65992,26644;100;65992,26644;100
1494;74592,83502;74592,83502;100;74592,83502;100
1495;85249,79345;85249,79345;100;85249,79345;100
1496;105844,7438;105844,7438;100;105844,7438;100
1497;81790,03048;81790,03048;100;81790,03048;100
1498;100042,0981;100042,0981;100;100042,0981;100
1499;9096,451988;9096,451988;100;9096,451988;100
1500;26175,34734;11588,9833;44,27;0;0
1501;16182,43537;16182,43537;100;0;0
1502;35844,76434;35844,76434;100;0;0
1503;37784,49856;37784,49856;100;0;0
1504;40661,68806;40661,68806;100;8013,139995;19,70685522
1505;40819,9186;40819,9186;100;40819,9186;100
1506;36266,08131;36266,08131;100;36266,08131;100
1507;27713,04262;27713,04262;100;27713,04262;100
1508;16519,50064;16519,50064;100;16519,50064;100
1509;1633,832594;1633,832594;100;1633,832594;100
1510;36864,89741;30437,40955;82,56;0;0
1511;72057,10653;72057,10653;100;0;0
1512;40592,32567;40592,32567;100;0;0
1513;16408,47952;0;0;0;0
1514;73512,58468;0;0;0;0
1515;49256,96936;18447,72264;37,45;0;0
1516;36455,30457;36455,30457;100;0;0
1517;8304,730828;8304,730828;100;0;0
1518;6441,632089;0;0;0;0
1519;100610,3235;0;0;0;0
1520;109098,8183;33675,25894;30,87;0;0
1521;79390,10781;79390,10781;100;0;0
1522;41155,79089;41155,79089;100;0;0
1523;31708,24436;31708,24436;100;0;0
1524;15155,68813;15155,68813;100;1804,699038;11,90773406
1525;5256,423381;5256,423381;100;5256,423381;100
1526;463,766271;463,766271;100;463,766271;100
1527;906,8161854;906,8161854;100;0;0
1528;36960,32264;36960,32264;100;0;0
1529;63002,88885;63002,88885;100;0;0
1530;56946,25798;56946,25798;100;7665,969397;13,46176144
1531;49355,42064;49355,42064;100;46318,99422;93,84783601
1532;41535,0873;41535,0873;100;41535,0873;100
1533;34712,36887;34712,36887;100;34712,36887;100
1534;32723,00622;32723,00622;100;32723,00622;100
1535;30778,54366;30778,54366;100;30778,54366;100
1536;27826,63628;27826,63628;100;27826,63628;100
1537;26850,93759;26850,93759;100;26850,93759;100
1538;26486,99879;26486,99879;100;26486,99879;100
1539;28684,00759;28684,00759;100;28684,00759;100
1540;48846,65168;48846,65168;100;48846,65168;100
1541;89653,86838;89653,86838;100;89653,86838;100
1542;5708,961773;5708,961773;100;5708,961773;100
1543;66752,27848;0;0;0;0
1544;355549,0239;0;0;0;0
1545;535729,3892;0;0;0;0
1546;564709,3388;0;0;0;0
1547;398366,7689;676,9048056;0,17;0;0
1548;211372,2843;93405,58208;44,19;0;0
1549;79120,36213;79120,36213;100;0;0
1550;62287,60586;62287,60586;100;0;0
1551;66070,75494;66070,75494;100;0;0
1552;9760,812529;9760,812529;100;0;0
1553;32022,16945;32022,16945;100;0;0
1554;53406,26403;53406,26403;100;0;0
1555;38230,18153;38230,18153;100;0;0
1556;30735,65443;30735,65443;100;3531,408096;11,48961414
1557;30952,25141;30952,25141;100;25231,15949;81,51639489
1558;29121,04538;29121,04538;100;29121,04538;100
1559;23743,05032;23743,05032;100;23743,05032;100
1560;14654,07853;14654,07853;100;14654,07853;100
1561;8422,724177;8422,724177;100;8422,724177;100
1562;5533,052278;5533,052278;100;5533,052278;100
1563;3954,5743;3954,5743;100;3954,5743;100
1564;3203,00374;3203,00374;100;3203,00374;100
1565;2063,562962;2063,562962;100;2063,562962;100
1566;608019,5427;0;0;0;0
1567;540652,6779;0;0;0;0
1568;489321,7677;0;0;0;0
1569;383721,8194;0;0;0;0
1570;375859,4368;0;0;0;0
1571;336066,8001;0;0;0;0
1572;351493,402;100231,9705;28,52;0;0
1573;368863,6435;368863,6435;100;0;0
1574;298058,3977;298058,3977;100;0;0
1575;107458,4153;107458,4153;100;0;0
1576;18442,84378;18442,84378;100;0;0
1577;3472,74301;0;0;0;0
1578;59206,71857;20796,78114;35,13;0;0
1579;57238,91612;57238,91612;100;0;0
1580;57160,04441;57160,04441;100;0;0
1581;61556,60014;61556,60014;100;0;0
1582;69135,16048;69135,16048;100;10864,1956;15,71442884
1583;69165,11603;69165,11603;100;68459,22349;98,97940959
1584;39338,03165;39338,03165;100;39338,03165;100
1585;29776,78832;29776,78832;100;29776,78832;100
1586;31228,05209;31228,05209;100;31228,05209;100
1587;40468,4206;40468,4206;100;40468,4206;100
1588;36372,32127;36372,32127;100;36372,32127;100
1589;31552,9209;31552,9209;100;31552,9209;100
1590;31585,35009;31585,35009;100;31585,35009;100
1591;34519,11902;34519,11902;100;34519,11902;100
1592;30116,61989;0;0;0;0
1593;778781,6755;0;0;0;0
1594;26732,00116;0;0;0;0
1595;42812,25485;0;0;0;0
1596;6556,808733;1499,773329;22,87;0;0
1597;1,581100954;1,581100954;100;0;0
1598;29281,94515;29281,94515;100;0;0
1599;43605,52896;43605,52896;100;0;0
1600;35653,5699;35653,5699;100;0;0
1601;16992,87875;16992,87875;100;4037,934362;23,76250911
1602;23691,80972;23691,80972;100;23691,80972;100
1603;518,723498;518,723498;100;518,723498;100
1604;26498,43514;26498,43514;100;0;0
1605;122736,5264;122736,5264;100;1347,522968;1,097898895
1606;119755,504;119755,504;100;72958,38409;60,92278154
1607;37646,95748;37646,95748;100;37646,95748;100
1608;21496,36116;21496,36116;100;21496,36116;100
1609;6210,89088;6210,89088;100;6210,89088;100
1610;89455,99535;89455,99535;100;89455,99535;100
1611;28268,83617;28268,83617;100;28268,83617;100
1612;8539,545133;8539,545133;100;8539,545133;100
1613;28847,10421;28847,10421;100;28847,10421;100
1614;163258,9515;163258,9515;100;163258,9515;100
1615;199303,2693;199303,2693;100;199303,2693;100
1616;36836,18655;36836,18655;100;36836,18655;100
1617;11861,83022;11861,83022;100;0;0
1618;46818,02553;46818,02553;100;18835,98591;40,23233721
1619;44582,06607;44582,06607;100;44582,06607;100
1620;46591,79253;46591,79253;100;46591,79253;100
1621;26917,64447;26917,64447;100;26917,64447;100
1622;102,0231354;102,0231354;100;0;0
1623;43265,53661;43265,53661;100;0;0
1624;77046,26536;77046,26536;100;0;0
1625;65226,56696;65226,56696;100;0;0
1626;26527,7647;26527,7647;100;0;0
1627;49617,86997;49617,86997;100;0;0
1628;167132,8897;167132,8897;100;0;0
1629;155752,6716;155752,6716;100;0;0
1630;147238,7227;147238,7227;100;0;0
1631;155958,5476;155958,5476;100;348,8617768;0,223688783
1632;193055,9691;193055,9691;100;171621,6106;88,89733447
1633;270603,075;270603,075;100;270603,075;100
1634;220770,7933;220770,7933;100;220770,7933;100
1635;32026,35598;32026,35598;100;32026,35598;100
1636;21616,02902;21616,02902;100;0;0
1637;76400,56119;76400,56119;100;0;0
1638;90424,91875;90424,91875;100;0;0
1639;103573,4177;103573,4177;100;0;0
1640;112959,8434;112959,8434;100;0;0
1641;113823,7524;113823,7524;100;51251,15967;45,02677041
1642;126277,5238;126277,5238;100;126277,5238;100
1643;127183,7713;127183,7713;100;127183,7713;100
1644;151564,4889;151564,4889;100;151564,4889;100
1645;129505,4188;129505,4188;100;129505,4188;100
1646;99850,16752;99850,16752;100;99850,16752;100
1647;82076,72123;82076,72123;100;82076,72123;100
1648;71037,36249;71037,36249;100;71037,36249;100
1649;62083,38867;62083,38867;100;62083,38867;100
1650;34970,2646;34970,2646;100;34970,2646;100
1651;16063,93433;16063,93433;100;16063,93433;100
1652;24836,76634;24836,76634;100;24836,76634;100
1653;28352,67705;28352,67705;100;28352,67705;100
1654;17785,29643;17785,29643;100;17785,29643;100
1655;1700,521718;1700,521718;100;1700,521718;100
1656;3314,360833;0;0;0;0
1657;51295,59328;0;0;0;0
1658;85088,99822;78449,21857;92,2;0;0
1659;75103,58722;75103,58722;100;0;0
1660;3787,035946;3787,035946;100;0;0
1661;19504,28368;19504,28368;100;0;0
1662;59953,97295;59953,97295;100;0;0
1663;5464,723458;5464,723458;100;0;0
1664;39786,65041;0;0;0;0
1665;118295,1863;0;0;0;0
1666;120712,9952;97923,23992;81,12;0;0
1667;98596,71509;98596,71509;100;0;0
1668;78832,65467;78832,65467;100;0;0
1669;57175,08578;57175,08578;100;0;0
1670;27897,41925;27897,41925;100;0;0
1671;14927,65869;14927,65869;100;0;0
1672;4570,823811;4570,823811;100;1288,849882;28,19732143
1673;3204,528889;3204,528889;100;3204,528889;100
1674;27069,10836;27069,10836;100;27069,10836;100
1675;26656,42023;26656,42023;100;26656,42023;100
1676;29595,17396;29595,17396;100;29595,17396;100
1677;41267,86314;41267,86314;100;41267,86314;100
1678;43371,51288;43371,51288;100;43371,51288;100
1679;131197,9492;131197,9492;100;131197,9492;100
1680;109,6787691;109,6787691;100;0;0
1681;51986,71844;51986,71844;100;0;0
1682;10037,39031;10037,39031;100;0;0
1683;8665,735339;8665,735339;100;0;0
1684;56241,64011;56241,64011;100;0;0
1685;87133,50157;87133,50157;100;0;0
1686;59210,10186;59210,10186;100;0;0
1687;26412,87447;26412,87447;100;0;0
1688;54782,35373;54782,35373;100;27840,17563;50,81960474
1689;65420,83291;65420,83291;100;65420,83291;100
1690;54528,78145;54528,78145;100;54528,78145;100
1691;12846,97799;12846,97799;100;12846,97799;100
1692;445,2475113;445,2475113;100;445,2475113;100
1693;47651,48141;47651,48141;100;47651,48141;100
1694;227673,3022;227673,3022;100;227673,3022;100
1695;109996,1921;109996,1921;100;109996,1921;100
1696;12375,34921;12375,34921;100;12375,34921;100
1697;13853,8157;13853,8157;100;13853,8157;100
1698;60573,117;60573,117;100;60573,117;100
1699;113205,7583;113205,7583;100;113205,7583;100
1700;98839,078;98839,078;100;98839,078;100
1701;42672,56872;42672,56872;100;42672,56872;100
1702;55788,26167;55788,26167;100;55788,26167;100
1703;5689,699315;5689,699315;100;5689,699315;100
1704;28472,14224;28472,14224;100;28472,14224;100
1705;41028,40893;41028,40893;100;41028,40893;100
1706;47494,34229;47494,34229;100;47494,34229;100
1707;70268,62407;70268,62407;100;70268,62407;100
1708;69156,7062;69156,7062;100;69156,7062;100
1709;74669,2534;74669,2534;100;74669,2534;100
1710;38474,31336;38474,31336;100;38474,31336;100
1711;1640,862241;1640,862241;100;1640,862241;100
1712;29,79765736;29,79765736;100;29,79765736;100
1713;20744,3456;20744,3456;100;20744,3456;100
1714;45369,65268;45369,65268;100;45369,65268;100
1715;36272,16407;36272,16407;100;36272,16407;100
1716;24478,04413;24478,04413;100;24478,04413;100
1717;0,946708318;0,946708318;100;0,946708318;100
1718;18137,71107;18137,71107;100;18137,71107;100
1719;48219,20143;48219,20143;100;48219,20143;100
1720;53649,03257;53649,03257;100;53649,03257;100
1721;13247,85759;13247,85759;100;13247,85759;100
1722;36800,01775;36800,01775;100;36800,01775;100
1723;39609,86392;39609,86392;100;39609,86392;100
1724;41013,71295;41013,71295;100;41013,71295;100
1725;1446,539159;1446,539159;100;1446,539159;100
1726;22338,35856;22338,35856;100;0;0
1727;250017,9637;250017,9637;100;0;0
1728;466326,6436;466326,6436;100;16253,8379;3,485504876
1729;177441,6468;177441,6468;100;172111,7723;96,99626632
1730;130889,962;130889,962;100;130889,962;100
1731;116506,0253;116506,0253;100;116506,0253;100
1732;76476,48414;76476,48414;100;76476,48414;100
1733;56874,08469;56874,08469;100;56874,08469;100
1734;6412,449478;6412,449478;100;6412,449478;100
1735;85411,10708;85411,10708;100;0;0
1736;149596,6138;149596,6138;100;115422,1311;77,15557736
1737;183908,1726;183908,1726;100;183908,1726;100
1738;209513,6262;209513,6262;100;209513,6262;100
1739;211832,0635;211832,0635;100;211832,0635;100
1740;40415,67499;40415,67499;100;40415,67499;100
1741;413,2315006;413,2315006;100;413,2315006;100
1742;22222,355;22222,355;100;22222,355;100
1743;45848,04857;45848,04857;100;45848,04857;100
1744;57570,49872;57570,49872;100;57570,49872;100
1745;72927,51146;72927,51146;100;72927,51146;100
1746;78215,19407;78215,19407;100;78215,19407;100
1747;70800,31524;70800,31524;100;70800,31524;100
1748;37728,11807;37728,11807;100;37728,11807;100
1749;31057,06204;31057,06204;100;31057,06204;100
1750;26275,11529;26275,11529;100;26275,11529;100
1751;83284,51856;83284,51856;100;83284,51856;100
1752;11130,7554;11130,7554;100;11130,7554;100
1753;108856,1694;108856,1694;100;108856,1694;100
1754;130339,3694;130339,3694;100;130339,3694;100
1755;164945,3176;164945,3176;100;164945,3176;100
1756;147234,2439;147234,2439;100;147234,2439;100
1757;147148,9936;147148,9936;100;147148,9936;100
1758;205298,7482;205298,7482;100;205298,7482;100
1759;181949,5164;181949,5164;100;181949,5164;100
1760;85454,77231;85454,77231;100;85454,77231;100
1761;11297,75336;11297,75336;100;11297,75336;100
1762;8790,926509;8790,926509;100;8790,926509;100
1763;1981,547767;1981,547767;100;1981,547767;100
1764;38702,41788;0;0;0;0
1765;157196,0318;0;0;0;0
1766;31213,39149;0;0;0;0
1767;380542,5508;0;0;0;0
1768;473452,1552;0;0;0;0
1769;221636,6472;0;0;0;0
1770;78610,94609;0;0;0;0
1771;65406,08685;0;0;0;0
1772;91411,1217;0;0;0;0
1773;137654,0775;0;0;0;0
1774;210626,237;0;0;0;0
1775;83884,27262;0;0;0;0
1776;11205,26552;0;0;0;0
1777;41781,58494;0;0;0;0
1778;226496,0005;0;0;0;0
1779;80512,91351;0;0;0;0
1780;44363,97233;0;0;0;0
1781;135211,3711;0;0;0;0
1782;205617,5441;0;0;0;0
1783;149692,8477;0;0;0;0
1784;160160,5987;0;0;0;0
1785;490617,4314;0;0;0;0
1786;212803,2273;0;0;0;0
1787;363081,1115;0;0;0;0
1788;364021,8884;0;0;0;0
1789;82038,38604;0;0;0;0
1790;885973,8924;0;0;0;0
1791;203072,4822;0;0;0;0
1792;229132,8738;0;0;0;0
1793;89433,71497;0;0;0;0
1794;957182,1975;0;0;0;0
1795;449696,3366;0;0;0;0
1796;541723,6383;0;0;0;0
1797;15346,34372;0;0;0;0
1798;18042,26665;0;0;0;0
1799;118630,3392;0;0;0;0
1800;87585,89999;0;0;0;0
1801;140943,3988;0;0;0;0
1802;159645,1668;0;0;0;0
1803;63233,29062;0;0;0;0
1804;3538,390651;0;0;0;0
1805;319660,9193;0;0;0;0
1806;330187,9061;0;0;0;0
1807;44347,40198;0;0;0;0
1808;24406,58318;0;0;0;0
1809;289604,8315;0;0;0;0
1810;67537,37749;0;0;0;0
1811;146563,7432;0;0;0;0
1812;114731,1047;0;0;0;0
1813;177232,3532;0;0;0;0
