id_inter_ss_lden;surface intersection between statistical sectors and lden noise contour;Surface of the polygone in lnight 45;Percentage of the surface of the polygone in lnight 45;Surface of the polygone in NA70;Percentage of the surface of the polygone in NA70
1814;7333,992725;0;0;0;0
1815;127,1622672;0;0;0;0
1816;797595,957;0;0;0;0
1817;589393,4328;0;0;0;0
1818;639089,9512;0;0;0;0
1819;615948,5517;0;0;0;0
1820;90403,10334;0;0;0;0
1821;8172,88117;0;0;0;0
1822;255123,6021;0;0;0;0
1823;168430,1723;0;0;0;0
1824;5125,413347;0;0;0;0
1825;127762,479;0;0;0;0
1826;195558,5696;0;0;0;0
1827;2203933,987;0;0;0;0
1828;36010,34938;0;0;0;0
1829;153762,1994;0;0;0;0
1830;18869,72219;0;0;0;0
1831;149170,879;0;0;0;0
1832;1155403,006;0;0;0;0
1833;894933,875;0;0;0;0
1834;168614,8632;0;0;0;0
1835;393997,4354;0;0;0;0
1836;188265,2948;0;0;0;0
1837;3691,232508;0;0;0;0
1838;230482,1954;0;0;0;0
1839;523093,2663;0;0;0;0
1840;425773,4904;0;0;0;0
1841;226322,7762;0;0;0;0
1842;17644,61515;0;0;0;0
1843;114652,2018;0;0;0;0
1844;176139,2373;0;0;0;0
1845;2,904618979;0;0;0;0
1846;65933,64838;0;0;0;0
1847;757803,901;0;0;0;0
1848;750627,3317;0;0;0;0
1849;990709,4967;0;0;0;0
1850;711607,7358;0;0;0;0
1851;680327,3972;0;0;0;0
1852;13607,80234;0;0;0;0
1853;126610,0992;0;0;0;0
1854;241186,0035;0;0;0;0
1855;1213627,199;0;0;0;0
1856;1368163,378;0;0;0;0
1857;19066,11769;0;0;0;0
1858;427643,1667;0;0;0;0
1859;56071,15958;0;0;0;0
1860;289425,2293;0;0;0;0
1861;151877,8469;0;0;0;0
1862;215302,1335;0;0;0;0
1863;298211,1667;0;0;0;0
1864;116338,2386;0;0;0;0
1865;545378,5435;0;0;0;0
1866;578132,3798;0;0;0;0
1867;303544,311;0;0;0;0
1868;6743,001383;0;0;0;0
1869;69123,78368;0;0;0;0
1870;432,7966247;0;0;0;0
1871;273018,6458;0;0;0;0
1872;1042993,045;0;0;0;0
1873;2206133,586;0;0;0;0
1874;144289,6796;0;0;0;0
1875;256367,4456;0;0;0;0
1876;230330,0987;0;0;0;0
1877;85492,59713;0;0;0;0
1878;208207,1218;0;0;0;0
1879;133543,7851;0;0;0;0
1880;143779,5285;0;0;0;0
1881;161499,0926;0;0;0;0
1882;349566,578;0;0;0;0
1883;463744,6676;0;0;0;0
1884;440903,8801;0;0;0;0
1885;212651,9017;0;0;0;0
1886;3905,169684;0;0;0;0
1887;37874,582;0;0;0;0
1888;320074,3681;0;0;0;0
1889;610944,0901;0;0;0;0
1890;400924,3227;0;0;0;0
1891;50391,57764;0;0;0;0
1892;211718,641;0;0;0;0
1893;152677,6928;0;0;0;0
1894;111767,2339;0;0;0;0
1895;68738,9037;0;0;0;0
1896;30699,39645;30699,39645;100;5325,543418;17,34738801
1897;123394,6699;123394,6699;100;37808,57624;30,64036419
1898;99051,72896;99051,72896;100;90300,70675;91,16519994
1899;69183,05115;69183,05115;100;69183,05115;100
1900;52489,26406;52489,26406;100;52489,26406;100
1901;34753,03098;34753,03098;100;34753,03098;100
1902;20682,53951;20682,53951;100;20682,53951;100
1903;7796,950689;7796,950689;100;7796,950689;100
1904;5720,287123;5720,287123;100;5720,287123;100
1905;5390,21538;5390,21538;100;5390,21538;100
1906;5242,767482;5242,767482;100;5242,767482;100
1907;5281,827665;5281,827665;100;5281,827665;100
1908;5598,572106;5598,572106;100;5598,572106;100
1909;10420,23915;10420,23915;100;10420,23915;100
1910;10443,18901;10443,18901;100;10443,18901;100
1911;5528,615384;5528,615384;100;5528,615384;100
1912;49,33498872;49,33498872;100;0;0
1913;30506,43485;30506,43485;100;0;0
1914;47536,13768;47536,13768;100;0;0
1915;47051,32164;47051,32164;100;13343,82561;28,36015045
1916;48085,19834;48085,19834;100;37803,5535;78,61785914
1917;47844,55207;47844,55207;100;34505,66052;72,12035442
1918;66651,83399;66651,83399;100;46454,60467;69,69741399
1919;80938,39347;80938,39347;100;51367,37433;63,46478121
1920;51554,71944;51554,71944;100;51554,71944;100
1921;1219,019713;1219,019713;100;0;0
1922;45155,63266;45155,63266;100;45155,63266;100
1923;50678,16952;50678,16952;100;50678,16952;100
1924;37571,48829;37571,48829;100;37571,48829;100
1925;14743,04182;14743,04182;100;14743,04182;100
1926;12748,15328;12748,15328;100;12748,15328;100
1927;14086,55951;14086,55951;100;14086,55951;100
1928;11183,33026;11183,33026;100;11183,33026;100
1929;9904,086567;9904,086567;100;9904,086567;100
1930;7015,129479;7015,129479;100;7015,129479;100
1931;5887,878367;5887,878367;100;5887,878367;100
1932;1524,811509;1524,811509;100;1524,811509;100
1933;11923,25611;11923,25611;100;9111,80386;76,42043228
1934;27812,0273;27812,0273;100;27812,0273;100
1935;19890,15411;19890,15411;100;19890,15411;100
1936;17226,37067;17226,37067;100;17226,37067;100
1937;15258,72213;15258,72213;100;15258,72213;100
1938;13472,76134;13472,76134;100;13472,76134;100
1939;12391,51328;12391,51328;100;12391,51328;100
1940;11886,35979;11886,35979;100;11886,35979;100
1941;11500,92402;11500,92402;100;11500,92402;100
1942;11006,73605;11006,73605;100;11006,73605;100
1943;12309,84824;12309,84824;100;12309,84824;100
1944;28139,30337;28139,30337;100;28139,30337;100
1945;13427,95996;13427,95996;100;13427,95996;100
1946;1730,303327;1730,303327;100;1730,303327;100
1947;9128,463086;9128,463086;100;9128,463086;100
1948;7600,198114;7600,198114;100;7600,198114;100
1949;4571,105929;4571,105929;100;4571,105929;100
1950;10151,60046;10151,60046;100;0;0
1951;120983,5512;120983,5512;100;4,97882876;0,004115294
1952;97144,7305;97144,7305;100;18329,23721;18,86796856
1953;10555,75073;10555,75073;100;9903,206252;93,81811401
1954;4248,339295;4248,339295;100;4248,339295;100
1955;1146,622352;1146,622352;100;1146,622352;100
1956;14859,97571;14859,97571;100;0;0
1957;133469,5281;133469,5281;100;0;0
1958;132298,9172;132298,9172;100;41466,7371;31,34321729
1959;79707,59919;79707,59919;100;76367,08896;95,80904423
1960;74471,08166;74471,08166;100;74471,08166;100
1961;68975,34276;68975,34276;100;68975,34276;100
1962;61411,44022;61411,44022;100;61411,44022;100
1963;55823,86676;55823,86676;100;55823,86676;100
1964;50287,5276;50287,5276;100;50287,5276;100
1965;48778,48446;48778,48446;100;48778,48446;100
1966;50847,43582;50847,43582;100;50847,43582;100
1967;54993,69163;54993,69163;100;54993,69163;100
1968;52734,69709;52734,69709;100;52734,69709;100
1969;77475,90683;77475,90683;100;77475,90683;100
1970;39468,30933;39468,30933;100;39468,30933;100
1971;4274,473536;4274,473536;100;4274,473536;100
1972;38581,05824;38581,05824;100;38581,05824;100
1973;2470,220519;2470,220519;100;2470,220519;100
1974;21961,85719;21961,85719;100;0;0
1975;77816,98569;77816,98569;100;0;0
1976;157216,4468;157216,4468;100;0;0
1977;109652,9557;109652,9557;100;15494,03471;14,13006572
1978;45927,87892;45927,87892;100;16977,49655;36,96555762
1979;15860,96026;15860,96026;100;9894,840399;62,38487606
1980;3089,755881;3089,755881;100;3089,755881;100
1981;1681,994839;1681,994839;100;1681,994839;100
1982;757,7662385;757,7662385;100;757,7662385;100
1983;11,44271918;11,44271918;100;11,44271918;100
1984;149711,2893;149711,2893;100;0;0
1985;206231,1697;206231,1697;100;0;0
1986;83894,97925;83894,97925;100;0;0
1987;74632,6773;74632,6773;100;0;0
1988;80151,39387;80151,39387;100;1844,049812;2,300708351
1989;63143,28674;63143,28674;100;27089,51324;42,90165216
1990;50282,46803;50282,46803;100;32074,09079;63,78782117
1991;43762,28482;43762,28482;100;37625,86356;85,97783163
1992;28792,53113;28792,53113;100;25496,44613;88,55229162
1993;11940,95524;11940,95524;100;11940,95524;100
1994;2144,078425;2144,078425;100;2144,078425;100
1995;7149,586495;7149,586495;100;0;0
1996;55937,13613;55937,13613;100;0;0
1997;73981,83135;73981,83135;100;0;0
1998;111952,0852;111952,0852;100;0;0
1999;146798,9375;146798,9375;100;5706,651494;3,887392914
2000;121623,1091;121623,1091;100;53763,28673;44,20482843
2001;80456,94729;80456,94729;100;60644,91988;75,37561631
2002;59848,38636;59848,38636;100;52482,75044;87,69284126
2003;60718,76619;60718,76619;100;59021,47196;97,20466284
2004;64005,02431;64005,02431;100;64005,02431;100
2005;66029,57196;66029,57196;100;66029,57196;100
2006;64073,27222;64073,27222;100;64073,27222;100
2007;62511,68063;62511,68063;100;62511,68063;100
2008;63798,34287;63798,34287;100;63798,34287;100
2009;70823,58355;70823,58355;100;70823,58355;100
2010;88883,3239;88883,3239;100;88883,3239;100
2011;15184,96317;15184,96317;100;15184,96317;100
2012;30558,80216;30558,80216;100;30558,80216;100
2013;16544,91856;16544,91856;100;16544,91856;100
2014;12880,2443;12880,2443;100;12880,2443;100
2015;24661,57498;24661,57498;100;24661,57498;100
2016;14384,31092;14384,31092;100;14384,31092;100
2017;11494,44334;11494,44334;100;11494,44334;100
2018;21056,35517;21056,35517;100;21056,35517;100
2019;13980,92685;13980,92685;100;13980,92685;100
2020;10563,73907;10563,73907;100;10563,73907;100
2021;18414,53208;18414,53208;100;18414,53208;100
2022;13514,94211;13514,94211;100;13514,94211;100
2023;37667,93035;37667,93035;100;37667,93035;100
2024;45296,47833;45296,47833;100;45296,47833;100
2025;11082,84592;11082,84592;100;11082,84592;100
2026;30635,89462;30635,89462;100;0;0
2027;252774,2445;252774,2445;100;160299,6169;63,41611948
2028;82,21656704;82,21656704;100;82,21656704;100
2029;176234,3198;176234,3198;100;168138,7009;95,40633234
2030;8097,880586;8097,880586;100;8097,880586;100
2031;112916,4828;112916,4828;100;112916,4828;100
2032;103488,2833;103488,2833;100;103488,2833;100
2033;120302,8549;120302,8549;100;120302,8549;100
2034;147586,6297;147586,6297;100;147586,6297;100
2035;166705,6639;166705,6639;100;166705,6639;100
2036;167393,2018;167393,2018;100;167393,2018;100
2037;168235,8745;168235,8745;100;168235,8745;100
2038;184511,7718;184511,7718;100;184511,7718;100
2039;92744,69057;92744,69057;100;92744,69057;100
2040;94218,88372;94218,88372;100;94218,88372;100
2041;56067,38047;56067,38047;100;56067,38047;100
2042;20682,7659;20682,7659;100;20682,7659;100
2043;58448,41469;58448,41469;100;58448,41469;100
2044;3732,532306;3732,532306;100;3732,532306;100
2045;23474,26443;23474,26443;100;23474,26443;100
2046;16355,09529;16355,09529;100;16355,09529;100
2047;16556,80215;16556,80215;100;16556,80215;100
2048;51263,08696;51263,08696;100;51263,08696;100
2049;19140,65811;19140,65811;100;19140,65811;100
2050;13563,69177;13563,69177;100;13563,69177;100
2051;13611,54164;13611,54164;100;13611,54164;100
2052;47015,66619;47015,66619;100;47015,66619;100
2053;16459,38597;16459,38597;100;16459,38597;100
2054;11647,61401;11647,61401;100;11647,61401;100
2055;11129,85179;11129,85179;100;11129,85179;100
2056;44215,1964;44215,1964;100;44215,1964;100
2057;30523,08245;30523,08245;100;30523,08245;100
2058;29076,97459;29076,97459;100;29076,97459;100
2059;6325,338043;6325,338043;100;6325,338043;100
2060;448165,2966;448165,2966;100;448165,2966;100
2061;89800,411;52299,27263;58,24;0;0
2062;140131,2864;140131,2864;100;0;0
2063;128441,3286;128441,3286;100;0;0
2064;113827,7829;113827,7829;100;0;0
2065;74981,7666;74981,7666;100;0;0
2066;62857,24096;62857,24096;100;19365,04508;30,80797818
2067;55863,91163;55863,91163;100;18577,59573;33,25509293
2068;44079,16071;44079,16071;100;15259,52336;34,6184526
2069;20326,1626;20326,1626;100;13040,45669;64,15601875
2070;8513,385758;8513,385758;100;8513,385758;100
2071;5511,905333;5511,905333;100;5511,905333;100
2072;5446,201809;5446,201809;100;5446,201809;100
2073;5769,387561;5769,387561;100;5769,387561;100
2074;6532,126897;6532,126897;100;6532,126897;100
2075;5991,165946;5991,165946;100;5991,165946;100
2076;11692,34352;11692,34352;100;11692,34352;100
2077;30277,35307;30277,35307;100;30277,35307;100
2078;5992,769953;5992,769953;100;5992,769953;100
2079;2144,149178;2144,149178;100;0;0
2080;10663,98659;10663,98659;100;0;0
2081;37700,93592;37700,93592;100;0;0
2082;86032,00997;86032,00997;100;0;0
2083;107399,5906;107399,5906;100;19577,31963;18,22848628
2084;123392,6463;123392,6463;100;60795,38713;49,26986246
2085;122588,0861;122588,0861;100;55288,46362;45,10100889
2086;27470,2351;27470,2351;100;27470,2351;100
2087;20598,58355;20598,58355;100;0;0
2088;14290,05844;14290,05844;100;14290,05844;100
2089;3012,029001;3012,029001;100;3012,029001;100
2090;19329,80857;18854,57187;97,54;0;0
2091;8274,484049;8274,484049;100;0;0
2092;83629,77389;83629,77389;100;0;0
2093;86929,77166;86929,77166;100;0;0
2094;73692,34081;73692,34081;100;0;0
2095;53328,69657;53328,69657;100;0;0
2096;14715,15892;14715,15892;100;0;0
2097;4819,395074;4819,395074;100;2448,480953;50,80473618
2098;13170,13917;13170,13917;100;107,5361985;0,816515278
2099;60058,70267;60058,70267;100;19032,8813;31,69046359
2100;75982,14631;75982,14631;100;40056,13;52,71781852
2101;80324,15957;80324,15957;100;67261,20046;83,7371979
2102;78640,85684;78640,85684;100;78640,85684;100
2103;83130,17374;83130,17374;100;83130,17374;100
2104;69296,34226;69296,34226;100;69296,34226;100
2105;53738,47555;53738,47555;100;53738,47555;100
2106;30164,13299;30164,13299;100;30164,13299;100
2107;5606,997337;5606,997337;100;5606,997337;100
2108;28371,3889;28371,3889;100;9341,358352;32,92527689
2109;55503,88891;55503,88891;100;51654,37239;93,06442017
2110;79966,79367;79966,79367;100;79966,79367;100
2111;89541,76369;89541,76369;100;89541,76369;100
2112;74356,79648;74356,79648;100;74356,79648;100
2113;54645,49609;54645,49609;100;54645,49609;100
2114;33788,31222;33788,31222;100;33788,31222;100
2115;19488,92745;19488,92745;100;19488,92745;100
2116;5641,267574;5641,267574;100;5641,267574;100
2117;44976,3254;0;0;0;0
2118;210786,1676;0;0;0;0
2119;354379,378;227650,8408;64,24;0;0
2120;424945,1418;424945,1418;100;0;0
2121;332659,004;332659,004;100;0;0
2122;307893,727;307893,727;100;0;0
2123;298809,1117;298809,1117;100;0;0
2124;221739,4335;221739,4335;100;3659,655637;1,650430679
2125;137298,7476;137298,7476;100;49025,92877;35,70748433
2126;60729,15977;60729,15977;100;41386,91602;68,14998953
2127;22665,01944;22665,01944;100;22665,01944;100
2128;18614,77081;18614,77081;100;18614,77081;100
2129;15411,57603;15411,57603;100;15411,57603;100
2130;11669,25141;11669,25141;100;11669,25141;100
2131;6072,254252;6072,254252;100;6072,254252;100
2132;3497,497175;3497,497175;100;3497,497175;100
2133;100,9080826;100,9080826;100;100,9080826;100
2134;2024,435763;2024,435763;100;2024,435763;100
2135;30959,03665;30959,03665;100;30959,03665;100
2136;55455,89009;55455,89009;100;55455,89009;100
2137;78722,40975;78722,40975;100;78722,40975;100
2138;95169,89673;95169,89673;100;95169,89673;100
2139;108796,5734;108796,5734;100;108796,5734;100
2140;110871,0279;110871,0279;100;110871,0279;100
2141;107620,3249;107620,3249;100;107620,3249;100
2142;111597,645;111597,645;100;111597,645;100
2143;109048,6326;109048,6326;100;109048,6326;100
2144;101207,2621;101207,2621;100;101207,2621;100
2145;102193,1636;102193,1636;100;102193,1636;100
2146;94585,35898;94585,35898;100;94585,35898;100
2147;93104,8986;93104,8986;100;93104,8986;100
2148;822344,0595;822344,0595;100;822344,0595;100
2149;2368,892994;2368,892994;100;2368,892994;100
2150;9389,390087;9389,390087;100;9389,390087;100
2151;19046,16404;19046,16404;100;19046,16404;100
2152;32661,53758;32661,53758;100;32661,53758;100
2153;47180,86179;47180,86179;100;47180,86179;100
2154;48681,03309;48681,03309;100;48681,03309;100
2155;56342,51441;56342,51441;100;56342,51441;100
2156;69555,26319;69555,26319;100;69555,26319;100
2157;68904,54498;68904,54498;100;68904,54498;100
2158;61197,19752;61197,19752;100;61197,19752;100
2159;43849,03296;43849,03296;100;43849,03296;100
2160;22962,09446;22962,09446;100;22962,09446;100
2161;6029,678275;6029,678275;100;6029,678275;100
2162;3796,983825;3796,983825;100;3796,983825;100
2163;5,741423086;5,741423086;100;5,741423086;100
2164;3337,783206;0;0;0;0
2165;74511,6153;0;0;0;0
2166;100021,2053;0;0;0;0
2167;72893,16146;0;0;0;0
2168;57824,9524;0;0;0;0
2169;7624,921326;0;0;0;0
2170;36992,19671;0;0;0;0
2171;88474,84651;0;0;0;0
2172;73254,07854;0;0;0;0
2173;67829,0049;0;0;0;0
2174;103647,5598;0;0;0;0
2175;77044,59498;37148,1315;48,22;0;0
2176;9357,957566;9357,957566;100;0;0
2177;713,5792974;0;0;0;0
2178;100506,3512;0;0;0;0
2179;147583,3451;0;0;0;0
2180;166004,77;0;0;0;0
2181;150848,9541;1112,221825;0,74;0;0
2182;164910,3651;82666,57064;50,13;0;0
2183;181556,0309;170117,8295;93,7;0;0
2184;187653,981;187653,981;100;0;0
2185;223419,937;223419,937;100;0;0
2186;236718,1802;236718,1802;100;0;0
2187;150368,2987;150368,2987;100;0;0
2188;118583,6629;118583,6629;100;0;0
2189;11853,27014;11853,27014;100;0;0
2190;540492,7175;0;0;0;0
2191;524517,9835;0;0;0;0
2192;595391,782;0;0;0;0
2193;445030,8454;0;0;0;0
2194;268596,539;0;0;0;0
2195;223869,6763;0;0;0;0
2196;174303,5584;7092,092701;4,07;0;0
2197;55552,53467;55552,53467;100;0;0
2198;80504,83305;80504,83305;100;0;0
2199;144118,573;144118,573;100;0;0
2200;45612,69873;45612,69873;100;0;0
2201;310168,7927;0;0;0;0
2202;311067,7259;0;0;0;0
2203;217269,8413;0;0;0;0
2204;148561,4561;0;0;0;0
2205;102904,4819;0;0;0;0
2206;78917,3587;0;0;0;0
2207;63816,95088;11503,81721;18,03;0;0
2208;57048,01251;57048,01251;100;0;0
2209;35110,22787;35110,22787;100;0;0
2210;1000,065106;1000,065106;100;0;0
2211;28352,99096;0;0;0;0
2212;23161,45421;0;0;0;0
2213;45357,97638;0;0;0;0
2214;76416,31258;0;0;0;0
2215;0,581663812;0;0;0;0
2216;15207,07309;0;0;0;0
2217;103431,8728;0;0;0;0
2218;119587,501;0;0;0;0
2219;386,8825745;0;0;0;0
2220;5388,506102;0;0;0;0
2221;141748,2788;0;0;0;0
2222;97918,99434;0;0;0;0
2223;68566,51598;0;0;0;0
2224;130108,4015;0;0;0;0
2225;39830,92929;37028,13536;92,96;0;0
2226;3455,764466;0;0;0;0
2227;133248,8476;0;0;0;0
2228;138544,8023;121574,3745;87,75;0;0
2229;109425,1348;109425,1348;100;0;0
2230;89791,87645;89791,87645;100;0;0
2231;29812,77531;29812,77531;100;0;0
2232;50758,80107;0;0;0;0
2233;130080,5859;0;0;0;0
2234;79203,58752;0;0;0;0
2235;35,50087664;0;0;0;0
2236;99221,33784;0;0;0;0
2237;167299,2218;0;0;0;0
2238;92011,60607;0;0;0;0
2239;226520,9897;0;0;0;0
2240;160782,2686;0;0;0;0
2241;93031,6324;0;0;0;0
2242;85587,70605;0;0;0;0
2243;86660,66631;0;0;0;0
2244;41287,23649;0;0;0;0
2245;996,7756642;0;0;0;0
2246;141374,3623;0;0;0;0
2247;114548,3071;0;0;0;0
2248;890,1079506;0;0;0;0
2249;48458,62156;0;0;0;0
2250;31931,48697;0;0;0;0
2251;44832,07268;0;0;0;0
2252;177390,3847;0;0;0;0
2253;58077,28425;0;0;0;0
2254;20178,09808;0;0;0;0
2255;161551,855;0;0;0;0
2256;69938,31147;0;0;0;0
2257;53134,0321;0;0;0;0
2258;324,3447333;0;0;0;0
2259;153892,1685;0;0;0;0
2260;274351,7852;0;0;0;0
2261;264369,4943;0;0;0;0
2262;197995,723;183765,0983;92,81;0;0
2263;3690,937343;3690,937343;100;0;0
2264;427,7642174;0;0;0;0
2265;35749,12225;0;0;0;0
2266;274569,5085;0;0;0;0
2267;91564,76803;18319,61161;20,01;0;0
2268;272,3473921;0;0;0;0
2269;173432,5853;126276,7076;72,81;0;0
2270;148086,6323;148086,6323;100;0;0
2271;9397,905549;9397,905549;100;0;0
2272;50624,56907;50624,56907;100;0;0
2273;82497,39145;82497,39145;100;0;0
2274;9718,803203;9718,803203;100;0;0
2275;107082,6178;107082,6178;100;0;0
2276;1042,683353;0;0;0;0
2277;46045,20766;32161,91403;69,85;0;0
2278;112139,8357;112139,8357;100;0;0
2279;107399,0756;107399,0756;100;0;0
2280;72671,36386;72671,36386;100;0;0
2281;151525,2917;151525,2917;100;0;0
2282;190439,5382;190439,5382;100;0;0
2283;208160,3109;208160,3109;100;0;0
2284;108182,9518;108182,9518;100;10298,59795;9,519612641
2285;88564,87397;88564,87397;100;0;0
2286;439503,01;439503,01;100;0;0
2287;486830,2564;486830,2564;100;9069,728736;1,86301665
2288;62893,15346;62893,15346;100;47494,75003;75,51656646
2289;128,3524686;0;0;0;0
2290;128995,8733;128535,5063;99,64;0;0
2291;93399,41529;93399,41529;100;0;0
2292;177280,4058;177280,4058;100;0;0
2293;197686,3252;197686,3252;100;0;0
2294;79845,6055;79845,6055;100;0;0
2295;157660,8553;157660,8553;100;0;0
2296;104895,4731;104895,4731;100;0;0
2297;108399,0174;108399,0174;100;0;0
2298;113607,2836;113607,2836;100;0;0
2299;679476,5136;679476,5136;100;0;0
2300;47037,31406;47037,31406;100;0;0
2301;338397,7161;338397,7161;100;0;0
2302;123633,1265;123633,1265;100;0;0
2303;63233,82525;63233,82525;100;0;0
2304;247764,9174;247764,9174;100;0;0
2305;49851,04334;49851,04334;100;0;0
2306;147205,0183;0;0;0;0
2307;33539,99098;0;0;0;0
2308;1113616,449;0;0;0;0
2309;533531,2151;0;0;0;0
2310;105839,4807;0;0;0;0
2311;11305,34539;11305,34539;100;0;0
2312;41385,09505;41385,09505;100;0;0
2313;42523,32945;42523,32945;100;0;0
2314;104268,3303;104268,3303;100;0;0
2315;146095,7385;146095,7385;100;25566,68204;17,49995058
2316;149386,6594;149386,6594;100;149386,6594;100
2317;60232,4766;60232,4766;100;60232,4766;100
2318;66187,39293;0;0;0;0
2319;141734,9459;0;0;0;0
2320;62215,8391;0;0;0;0
2321;468,1996493;0;0;0;0
2322;29384,2552;0;0;0;0
2323;62752,39397;0;0;0;0
2324;82345,02239;0;0;0;0
2325;83856,46651;0;0;0;0
2326;67131,98304;0;0;0;0
2327;153057,1892;0;0;0;0
2328;127456,5451;0;0;0;0
2329;125811,9607;0;0;0;0
2330;156001,0601;0;0;0;0
2331;20467,64465;0;0;0;0
2332;1521,382375;0;0;0;0
2333;47689,34005;0;0;0;0
2334;41229,24737;0;0;0;0
2335;86703,1694;0;0;0;0
2336;350995,3103;0;0;0;0
2337;249907,4649;0;0;0;0
2338;37956,31146;0;0;0;0
2339;126845,4139;0;0;0;0
2340;410659,2984;0;0;0;0
2341;460970,4103;0;0;0;0
2342;311085,0569;0;0;0;0
2343;74733,36392;0;0;0;0
2344;99335,12096;0;0;0;0
2345;76311,17756;0;0;0;0
2346;120665,9101;0;0;0;0
2347;189461,8569;0;0;0;0
2348;261653,3297;0;0;0;0
2349;151740,2056;0;0;0;0
2350;54169,11806;54169,11806;100;0;0
2351;40105,2504;40105,2504;100;5,084676599;0,012678332
2352;42613,25392;42613,25392;100;4046,448234;9,495750412
2353;23336,45866;23336,45866;100;779,2670603;3,339268703
2354;12011,02115;12011,02115;100;0;0
2355;593,1195342;593,1195342;100;0;0
2356;4301,452704;4301,452704;100;0;0
2357;108234,8958;108234,8958;100;31824,55729;29,40323178
2358;78382,43475;78382,43475;100;77562,98369;98,95454758
2359;12948,41416;12948,41416;100;12948,41416;100
2360;3404,962756;3404,962756;100;3404,962756;100
2361;2796,606843;2796,606843;100;2796,606843;100
2362;952,841162;952,841162;100;952,841162;100
2363;58316,2534;58316,2534;100;0;0
2364;117038,8563;117038,8563;100;30819,86285;26,33301778
2365;100707,7357;100707,7357;100;100707,7357;100
2366;90618,59636;90618,59636;100;90618,59636;100
2367;69775,70877;69775,70877;100;69775,70877;100
2368;26722,46594;26722,46594;100;26722,46594;100
2369;14708,12729;14708,12729;100;14708,12729;100
2370;9943,629105;9943,629105;100;9943,629105;100
2371;3492,093773;3492,093773;100;3492,093773;100
2372;301852,496;301852,496;100;0;0
2373;19377,93311;19377,93311;100;0;0
2374;260463,9681;260463,9681;100;0;0
2375;122369,7155;122369,7155;100;13153,4788;10,74896575
2376;32697,31342;32697,31342;100;32659,02101;99,8828882
2377;2259,107777;2259,107777;100;2259,107777;100
2378;2471,885112;2471,885112;100;0;0
2379;16956,33928;16956,33928;100;0;0
2380;17818,02795;17818,02795;100;0;0
2381;23192,85136;23192,85136;100;0;0
2382;51815,54828;51815,54828;100;0;0
2383;9164,160807;9164,160807;100;9164,160807;100
2384;13148,12625;13148,12625;100;11737,39711;89,27049291
2385;19093,92727;19093,92727;100;8702,765142;45,57870689
2386;57331,51124;57331,51124;100;40740,24163;71,06081935
2387;51172,39455;51172,39455;100;26265,61055;51,3276949
2388;13708,56245;13708,56245;100;13708,56245;100
2389;5236,649995;5236,649995;100;1593,050654;30,42117873
2390;1305,821474;1305,821474;100;1305,821474;100
2391;176465,2313;176465,2313;100;0;0
2392;60847,74858;60847,74858;100;0;0
2393;53421,48587;53421,48587;100;0;0
2394;57614,92412;57614,92412;100;8291,42385;14,39110435
2395;231088,5899;231088,5899;100;120070,8128;51,95878032
2396;292208,5469;292208,5469;100;239753,9239;82,0489087
2397;221775,19;221775,19;100;221775,19;100
2398;129500,6489;129500,6489;100;129500,6489;100
2399;109782,8294;109782,8294;100;109782,8294;100
2400;130207,1625;130207,1625;100;130207,1625;100
2401;150110,8217;150110,8217;100;150110,8217;100
2402;23572,10543;23572,10543;100;23572,10543;100
2403;1370,771925;1370,771925;100;1370,771925;100
2404;13635,0024;13635,0024;100;13635,0024;100
2405;87906,46911;87906,46911;100;87906,46911;100
2406;140370,687;140370,687;100;140370,687;100
2407;96980,54752;96980,54752;100;96980,54752;100
2408;63522,80908;63522,80908;100;63522,80908;100
2409;50702,51776;50702,51776;100;50702,51776;100
2410;49233,19052;49233,19052;100;49233,19052;100
2411;57701,82309;57701,82309;100;57701,82309;100
2412;59049,80286;59049,80286;100;59049,80286;100
2413;48876,95829;48876,95829;100;48876,95829;100
2414;2379,08161;2379,08161;100;2379,08161;100
2415;114854,3581;114848,3019;99,99;0;0
2416;10911,87476;10905,81853;99,94;0;0
2417;104748,0213;104748,0213;100;0;0
2418;100975,576;100975,576;100;0;0
2419;86375,38599;86375,38599;100;0;0
2420;76622,99459;76622,99459;100;0;0
2421;71174,7442;71174,7442;100;0;0
2422;178020,5054;178020,5054;100;10975,83514;6,165489258
2423;10920,51149;10920,51149;100;7675,137069;70,28184602
2424;11043,84702;11043,84702;100;11043,84702;100
2425;33892,82652;33892,82652;100;33892,82652;100
2426;44382,92728;44382,92728;100;44382,92728;100
2427;63143,81294;63143,81294;100;63143,81294;100
2428;41016,50744;41016,50744;100;41016,50744;100
2429;9560,366526;9560,366526;100;9560,366526;100
2430;116368,571;116368,571;100;90119,85479;77,44346603
2431;18491,71685;18491,71685;100;18491,71685;100
2432;61999,02622;61999,02622;100;59671,30757;96,24555611
2433;9176,303781;9176,303781;100;9176,303781;100
2434;2939,55444;2939,55444;100;2660,04621;90,4914763
2435;18296,43205;18296,43205;100;0;0
2436;22663,88952;22663,88952;100;0;0
2437;237661,0354;237661,0354;100;184378,9678;77,58064652
2438;85884,38761;85884,38761;100;85087,70735;99,07238057
2439;53400,98535;53400,98535;100;53400,98535;100
2440;16373,70594;16373,70594;100;16373,70594;100
2441;3418,594931;3418,594931;100;0;0
2442;57489,24386;57489,24386;100;0;0
2443;58404,84671;58404,84671;100;0;0
